PROTID	GENEID	18381_Liu_MAC3_C_GFP1_BIO1_S1_C12_1_INT	18382_Liu_MAC3_C_GFP2_BIO1_S1_D1_1_INT	18383_Liu_MAC3_C_GFP3_BIO1_S1_D2_1_INT	18385_Liu_MAC3_C_GFP4_BIO1_S1_D4_1_INT	18386_Liu_MAC3_C_GFP5_BIO1_S1_D5_1_INT	18387_Liu_MAC3_C_GFP6_BIO1_S1_D6_1_INT	18389_Liu_MAC3_C_GFP7_BIO1_S1_D8_1_INT	18390_Liu_MAC3_C_GFP8_BIO1_S1_D9_1_INT	18391_Liu_MAC3_C_GFP9_BIO1_S1_D10_1_INT	18422_Liu_MAC3_C_GFP1_BIO2_S3_A2_1_INT	18423_Liu_MAC3_C_GFP2_BIO2_S3_A3_1_INT	18424_Liu_MAC3_C_GFP3_BIO2_S3_A4_1_INT	18426_Liu_MAC3_C_GFP4_BIO2_S3_A6_1_INT	18427_Liu_MAC3_C_GFP5_BIO2_S3_A7_1_INT	18428_Liu_MAC3_C_GFP6_BIO2_S3_A8_1_INT	18430_Liu_MAC3_C_GFP7_BIO2_S3_A10_1_INT	18431_Liu_MAC3_C_GFP8_BIO2_S3_A11_1_INT	18432_Liu_MAC3_C_GFP9_BIO2_S3_A12_1_INT	18434_Liu_MAC3_C_GFP1_BIO3_S3_B2_1_INT	18435_Liu_MAC3_C_GFP2_BIO3_S3_B3_1_INT	18436_Liu_MAC3_C_GFP3_BIO3_S3_B4_1_INT	18438_Liu_MAC3_C_GFP4_BIO3_S3_B6_1_INT	18439_Liu_MAC3_C_GFP5_BIO3_S3_B7_1_INT	18440_Liu_MAC3_C_GFP6_BIO3_S3_B8_1_INT	18442_Liu_MAC3_C_GFP7_BIO3_S3_B10_1_INT	18443_Liu_MAC3_C_GFP8_BIO3_S3_B11_1_INT	18444_Liu_MAC3_C_GFP9_BIO3_S3_B12_1_INT	18446_Liu_MAC3_C_GFP1_AP1_S3_C2_1_INT	18447_Liu_MAC3_C_GFP2_AP1_S3_C3_1_INT	18448_Liu_MAC3_C_GFP3_AP1_S3_C4_1_INT	18450_Liu_MAC3_C_GFP4_AP1_S3_C6_1_INT	18451_Liu_MAC3_C_GFP5_AP1_S3_C7_1_INT	18452_Liu_MAC3_C_GFP6_AP1_S3_C8_1_INT	18454_Liu_MAC3_C_GFP7_AP1_S3_C10_1_INT	18455_Liu_MAC3_C_GFP8_AP1_S3_C11_1_INT	18456_Liu_MAC3_C_GFP9_AP1_S3_C12_1_INT	18458_Liu_MAC3_C_GFP1_AP2_S3_D2_1_INT	18459_Liu_MAC3_C_GFP2_AP2_S3_D3_1_INT	18460_Liu_MAC3_C_GFP3_AP2_S3_D4_1_INT	18462_Liu_MAC3_C_GFP4_AP2_S3_D6_1_INT	18463_Liu_MAC3_C_GFP5_AP2_S3_D7_1_INT	18464_Liu_MAC3_C_GFP6_AP2_S3_D8_1_INT	18466_Liu_MAC3_C_GFP7_AP2_S3_D10_1_INT	18467_Liu_MAC3_C_GFP8_AP2_S3_D11_1_INT	18468_Liu_MAC3_C_GFP9_AP2_S3_D12_1_INT	18470_Liu_MAC3_C_GFP1_AP3_S3_E2_1_INT	18471_Liu_MAC3_C_GFP2_AP3_S3_E3_1_INT	18472_Liu_MAC3_C_GFP3_AP3_S3_E4_1_INT	18474_Liu_MAC3_C_GFP4_AP3_S3_E6_1_INT	18475_Liu_MAC3_C_GFP5_AP3_S3_E7_1_INT	18476_Liu_MAC3_C_GFP6_AP3_S3_E8_1_INT	18478_Liu_MAC3_C_GFP7_AP3_S3_E10_1_INT	18479_Liu_MAC3_C_GFP8_AP3_S3_E11_1_INT	18480_Liu_MAC3_C_GFP9_AP3_S3_E12_1_INT
A8K855	EFCAB7	37908.76	57549.23	35233.65	55816.07	46415.07	22248.377	19626.457	32379.727	52482.734	27196.945	28253.742	13840.797	50874.008	25782.443	13779.461	36445.55	61434.887	55890.46	31212.77	29580.762	0	61038.875	35497.883	0	17490.54	10045.416	65750.5	0	0	0	0	0	0	8895.889	0	0	13584.812	11229.065	14578.243	0	0	0	0	0	0	11799.169	0	11055.639	0	0	0	0	0	0
A8MVW0	FAM171A2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19396.723	0	0	0	0	0	0	21576.395	0	0	0
A8MW92	PHF20L1	0	7172.6177	21004.758	0	34403.28	30572.924	6909.6763	0	0	9912.779	0	22578.414	0	30200.688	26825.604	3276.808	0	0	8260.82	0	21650.727	10008.681	28267.406	25634.094	5772.268	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A8MWD9	SNRPGP15	0	23537.262	0	22301.764	0	0	35640.23	30764.844	48919.94	11980.681	40394.24	0	20565.04	0	0	47805.53	37596.742	42382.34	0	30333.02	0	17170.723	0	0	34870.562	31621.322	53694.746	40782.684	51338.32	51302.414	58525.44	60683.03	35479.723	40325.504	15103.583	44329.65	43497.055	50954.438	47901.496	53124.152	54823.52	38833.94	40687.94	13657.351	40002.707	45208.984	52490.523	47858.16	49024.2	54306.004	33460.52	37565.004	18646.668	40893.688
A8MXV4	NUDT19	150860.08	227587.62	248053.6	152418.23	221042.72	261882.95	230002.14	198758.27	132535.5	233689.78	210496.94	230639.44	181513.44	219802.88	208695.36	199513.14	164530.73	182198.0	208490.25	187694.22	220258.16	105293.38	204069.52	199820.17	251293.0	197890.75	197575.84	312292.3	348645.44	248460.0	293199.66	294632.22	333346.72	321310.47	517211.47	178414.1	320104.88	328693.25	298339.2	288043.94	348644.47	323438.97	291786.25	521148.12	244125.23	333352.4	311329.06	347644.4	272483.3	294080.88	347026.25	229339.72	503311.5	205569.08
B2RTY4	MYO9A	26161.777	49154.164	16102.068	115351.09	0	44830.945	45882.43	81621.0	25171.004	38938.15	40881.664	28829.629	95264.44	0	22695.969	55141.9	47439.74	64159.367	40590.87	42251.723	28881.4	97388.29	0	15629.336	40227.4	42470.125	57096.395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15091.932	0	0	0	0	0	0	0	14332.643	0	0	0
B7ZAP0	RABGAP1L	77266.57	40437.156	47008.24	31211.8	0	55481.742	70644.305	61097.445	60906.918	35947.87	63684.9	28770.066	31666.838	52952.656	46955.996	31440.916	32672.023	24306.094	57155.836	29579.797	31710.924	31352.98	52748.773	34101.316	31741.305	57416.33	25787.115	0	0	15417.966	0	15777.421	0	19435.566	16971.182	0	0	0	0	0	12359.177	16236.164	18617.135	20778.62	0	0	0	17812.17	0	0	16440.602	14179.565	18086.441	0
B7ZAQ6	GPR89A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21478.396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27056.477	0	0	0	0	0	15741.097	0	0
C9JLW8	MCRIP1	177248.19	199605.88	140644.03	191597.38	139202.8	130492.09	231160.27	206355.4	267627.75	129525.016	196866.48	116663.836	194046.88	115765.72	130901.516	239740.9	205471.34	284048.38	140298.84	175574.03	118864.625	191877.8	130377.734	110396.86	249884.61	215575.28	284074.44	548611.2	651749.4	700263.9	610812.5	567471.75	488764.12	566126.75	374702.47	638555.5	554065.44	635178.7	695212.94	562737.44	549981.06	478022.56	564109.2	376311.16	690743.2	506365.3	652872.2	704070.44	531262.5	542606.7	521842.5	592119.7	420754.66	676125.25
E9PAV3	NACA	755633.75	776896.75	814495.75	872554.06	759992.1	774532.44	689462.7	699371.44	916094.5	854047.56	861666.0	918787.56	903437.44	926192.0	669016.94	843431.44	862514.7	932275.06	811241.4	935460.4	814298.5	903806.2	913918.7	724493.06	682610.9	858016.5	927594.8	571547.56	567589.4	518273.22	534244.44	610110.6	439090.6	451702.34	637712.0	559685.1	543293.7	532236.75	524114.6	537687.75	606911.5	419217.7	437232.66	601328.5	532500.8	580296.25	576128.2	509639.94	546841.2	650062.2	465929.97	472183.0	617477.75	559226.25
I3L0S3	PYCARD-AS1	0	0	0	86423.78	0	0	0	15958.723	0	0	0	0	27392.176	0	0	0	0	0	0	0	0	47106.785	0	0	35539.98	0	0	0	26512.299	0	0	0	0	0	0	31131.754	0	0	0	0	0	0	0	0	34158.438	0	33587.504	0	0	0	0	0	0	29805.76
L0R6Q1	SLC35A4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24334.24	0	0	0	0	0	0	0	0	0	0
L0R819	ASDURF	42349.188	21591.664	42100.84	103800.23	43433.195	41017.36	78562.25	20582.834	47492.254	27995.867	64013.316	64264.418	65087.203	61450.25	63529.86	67386.18	70745.77	33061.46	67739.42	61475.04	64080.523	105019.19	59727.617	35778.633	62753.53	61622.17	69865.734	100041.9	125251.53	155569.92	147904.94	151706.33	96140.37	136536.03	114990.27	165902.89	143820.88	152931.89	174127.1	160691.05	161509.7	144078.05	105283.48	127917.48	147226.9	170405.81	169719.39	172046.56	192175.4	214509.61	150064.4	180089.4	144678.3	146745.02
M0R2J8	DCDC1	21460.693	20513.398	0	0	18871.555	28939.467	20863.365	0	0	21939.486	16832.16	0	8538.262	16700.256	0	21558.572	0	0	23063.914	14405.289	25095.69	20102.846	21604.668	0	26162.262	0	0	29009.629	30264.277	21454.396	23473.594	0	0	0	0	0	32954.324	0	0	0	31587.287	0	0	0	0	26517.477	30620.324	0	0	29869.219	0	0	0	0
O00116	AGPS	603812.44	562060.44	601130.25	365069.0	579030.0	766299.8	638108.25	523946.25	386325.34	685077.44	512125.97	646385.3	421100.5	596678.8	732277.4	635927.9	510939.5	412736.5	581387.94	516883.56	616932.44	346821.25	585538.25	770441.5	630751.8	484454.06	386520.4	822219.06	814234.06	810923.75	728829.0	722924.4	1072317.9	926986.44	883574.6	737108.4	819371.75	833229.8	765799.7	734338.7	717853.3	979051.4	968013.44	931435.5	745530.44	848696.0	812690.06	853818.75	697953.44	757214.94	1049777.4	986070.6	903318.4	739705.8
O00139	KIF2A	20088.488	12771.834	39282.4	31835.72	37789.64	32982.34	12591.97	15304.299	50034.793	26711.127	25692.465	57855.375	126855.55	48982.13	54387.83	31004.008	25687.13	30465.154	43926.977	17581.227	53928.977	54340.08	58389.32	60600.246	12254.325	18815.596	27677.633	114684.34	77124.766	73265.85	68859.05	70071.95	44975.164	49094.07	56959.004	135092.97	124144.1	91850.484	49525.89	83980.89	56539.08	41424.97	56854.062	67912.92	142528.66	122559.06	45219.01	76685.81	102970.234	122324.25	51556.633	38622.29	68282.96	73046.03
O00141	SGK1	0	0	0	0	0	15155.51	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29167.969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00148	DDX39A	196983.84	213867.22	138419.5	229147.16	156429.83	199737.19	242512.97	268090.16	353277.12	193748.55	223504.27	143641.58	234053.52	165230.62	130615.984	232031.7	232088.47	317767.88	181329.36	172420.3	103969.84	177618.75	130061.38	135348.05	191204.66	227134.84	309486.47	87109.89	115890.516	94869.65	121387.58	131801.45	93343.445	94169.06	127750.555	147191.12	79518.28	130017.3	93730.836	123973.445	130987.984	103113.83	87924.55	122551.81	152516.28	109742.45	140554.81	87945.05	124751.664	102215.94	94815.91	78682.375	137324.22	145417.12
O00151	PDLIM1	524143.7	579036.4	564125.06	577894.7	482278.56	515599.94	595310.25	574257.8	675468.3	481436.56	598192.6	538891.44	496670.7	497043.62	467199.62	582599.8	661012.25	715099.9	538961.94	638738.75	496317.25	507101.5	509689.97	447401.9	545542.2	615053.0	685157.3	476882.28	513583.5	534344.06	522148.5	518536.2	524494.0	486660.9	505050.75	609303.0	528400.7	530379.8	534679.6	622017.3	556861.5	551723.7	492591.0	517106.16	501265.16	535498.6	569880.75	527142.9	627750.56	595275.0	522440.75	552144.94	535086.6	503507.16
O00154	ACOT7	97858.64	80585.766	114232.984	40980.125	97348.49	111674.72	125862.29	88399.11	32563.078	111950.84	114629.81	103048.516	35317.277	101167.016	117217.27	153744.25	123126.984	76244.445	101879.84	128390.57	99780.64	34447.19	97862.22	116643.984	158808.75	135527.67	75729.43	302594.12	250815.12	289347.7	258281.56	246460.53	302633.66	270504.25	433272.2	237455.14	311236.75	288099.16	282937.2	254462.06	242869.25	276404.47	252214.47	485522.7	219085.89	307940.62	252673.92	262169.5	268437.12	226201.88	279969.44	262357.3	435530.78	255846.64
O00159	MYO1C	850931.25	1027394.1	672585.6	480601.8	612349.3	727709.1	1206091.2	911597.0	711907.94	962851.4	1058800.4	667850.94	458892.8	631411.4	730693.75	1149206.4	945597.6	806030.5	890087.25	993510.8	623767.3	496443.88	633744.44	717540.25	1190059.1	883981.8	754925.44	2133535.2	2385508.8	2041930.9	3113709.2	2072096.1	2183388.5	2466188.2	2026603.5	3429422.0	2070915.8	2272370.2	2015482.4	3201916.0	2257107.8	2337572.2	2343667.2	2079605.9	3488087.0	2104023.0	2429980.8	2080478.8	3101329.0	2150385.8	2238044.8	2483806.8	2231812.5	3519703.2
O00161	SNAP23	192170.86	168139.39	224535.75	249959.45	187018.94	136726.28	237334.69	240936.8	309116.75	195984.97	204087.48	187939.0	229397.53	210880.05	177951.78	250634.84	287967.72	328666.03	197087.6	239449.1	164507.28	203175.28	173829.98	189625.6	267811.66	271836.7	316614.38	363964.66	355880.72	375113.16	391064.6	316435.75	348815.9	387712.8	365743.6	471087.03	330607.3	298555.5	342637.12	405005.78	300135.47	398431.38	389688.3	345118.94	505254.88	294154.03	396631.56	325833.56	405690.56	333480.66	476554.03	403702.22	351724.56	508392.62
O00165	HAX1	15062.248	23259.285	15453.353	30252.285	21421.348	9727.504	20402.28	28457.4	35468.34	22865.56	7774.9136	16280.352	33447.88	17398.992	17867.104	31243.422	34023.363	43194.258	21804.363	21479.172	19448.715	19223.92	16596.893	16944.355	29669.123	25314.514	54471.83	13625.77	0	15690.163	34962.21	0	19745.418	15523.445	17359.416	32842.797	14786.201	15602.343	15836.681	35341.33	15576.216	17273.31	17650.916	20451.736	32124.543	17262.762	16688.34	16326.81	33154.688	17756.973	19990.27	20942.568	17800.191	20823.43
O00170	AIP	93387.766	99786.14	61258.242	73494.25	88958.55	80856.34	98675.89	105881.445	70252.56	132582.2	116499.94	77684.96	65266.848	63266.316	74349.96	106627.984	102453.11	81082.414	108294.586	95259.58	71275.445	71190.02	67143.24	73871.86	109027.2	102113.3	69613.05	176000.31	176730.22	214462.2	165467.81	201323.2	161702.67	163410.02	182029.95	149630.03	217284.98	176824.25	186109.1	163751.84	142406.44	164631.78	171746.31	185597.52	138022.14	210858.95	196004.14	185320.61	161263.0	179373.83	152545.62	165588.47	181272.86	165721.73
O00178	GTPBP1	91568.31	69583.93	74688.28	160918.16	76386.75	92723.51	167833.77	174538.06	173569.53	83681.76	146021.8	81487.55	56610.156	75941.875	72414.49	150918.89	175710.2	191599.97	150035.38	70463.41	80756.12	116986.55	74047.875	88843.42	156226.22	161080.97	192048.9	308259.1	216201.81	177901.42	20445.744	186882.27	133489.6	150119.17	309135.4	39266.383	88547.36	249845.55	183021.11	10929.805	9343.133	144655.66	137314.89	294512.56	164339.62	198106.9	43010.96	183706.72	135651.8	218578.62	250770.36	125450.74	290508.62	14593.692
O00186	STXBP3	113916.16	120811.945	116566.945	119752.22	111610.27	111528.71	138735.89	111892.25	101425.984	115776.06	117701.016	110840.14	124669.06	123545.89	105628.22	104993.82	103162.26	100067.68	122866.7	105699.59	95013.36	124136.09	104656.47	110874.22	119930.984	94039.06	99339.61	900514.25	1064348.9	190894.81	217137.34	172203.62	191051.67	206905.61	174613.84	948320.0	211562.22	1095088.0	144841.61	1131330.0	925340.6	239571.72	163532.4	198361.47	835664.5	961960.1	447090.2	194849.84	970318.06	863047.75	197681.56	197868.47	228043.08	906126.4
O00192	ARVCF	49517.023	0	43440.152	0	48623.13	0	0	0	0	50322.633	0	46221.273	0	49903.383	34565.816	0	0	0	49949.953	0	36734.207	0	46367.266	35025.83	0	0	0	0	0	0	40016.992	35961.51	0	0	54372.797	0	0	0	0	0	0	0	0	122942.8	0	43190.086	0	40185.086	43896.98	0	0	0	64587.28	0
O00193	SMAP	11737.031	24085.201	11266.409	9130.107	11966.233	12305.537	20004.453	21709.71	27109.113	10473.286	11268.778	10648.162	10621.642	12592.2295	9559.133	12204.374	24569.914	13975.493	12294.586	24853.707	12888.912	9458.511	13152.666	11894.62	20353.277	21576.527	25944.922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00194	RAB27B	8943.382	13214.389	0	11155.025	5954.995	0	0	10576.329	14610.865	12184.26	20320.297	0	31429.047	0	0	18803.97	19518.805	20541.105	16098.932	21388.883	0	0	0	0	17823.277	15707.309	20298.307	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00203	AP3B1	50546.27	72784.85	47295.996	42487.98	26286.559	55137.973	72118.22	62527.367	74272.66	62326.703	86027.695	61999.242	37292.793	43731.55	77582.266	90494.53	100956.06	109615.125	53531.16	83344.45	59564.035	37879.945	71951.61	65750.78	67905.36	72177.72	67645.42	161821.12	203250.64	114256.65	131432.16	173531.69	233386.0	149090.84	209498.53	129830.17	162435.47	119695.61	153159.12	159783.03	153964.56	180197.22	189028.34	205715.34	173871.14	165031.47	185171.39	182361.36	131730.5	148276.14	181832.0	160111.66	164233.36	73465.6
O00213	APBB1	442602.38	554516.75	307778.0	471417.84	373228.84	305741.75	578536.3	587661.94	481803.88	448184.56	556080.7	267245.22	367474.8	374985.66	360439.8	528206.9	554595.94	469360.16	445486.22	538842.9	298748.56	428511.84	364919.78	342502.62	542712.25	547223.5	439881.4	334681.5	319464.1	232068.16	339244.78	302028.6	236047.02	272993.56	177446.06	318710.25	295624.0	268191.3	241845.39	305163.03	305924.1	268115.78	283265.6	205367.77	234079.94	301565.38	298514.34	247528.94	303652.0	307001.1	228842.67	276047.1	168150.53	263188.06
O00214	LGALS8	19946.805	11592.114	21938.996	33071.91	16817.984	30182.918	17327.402	12643.968	15128.875	21111.418	19397.121	27238.348	34819.664	17435.37	23229.99	19466.488	19341.816	18226.287	27820.846	15313.169	28313.39	31397.59	23802.244	25197.938	19125.27	19588.613	18931.832	0	0	0	0	6727.7725	6738.0044	8645.432	5375.7803	0	0	0	6502.483	0	0	0	6458.9663	0	0	0	0	7292.3525	9310.106	0	0	5616.6094	0	0
O00217	NDUFS8	40571.98	48579.82	45929.363	53033.473	49955.812	27259.893	57366.863	48411.125	43180.125	34056.664	43588.707	53034.434	51575.582	48739.445	27751.855	56613.176	51573.797	46106.625	37482.004	44194.668	32254.266	47729.184	35345.22	28429.781	52180.668	49089.67	41160.434	44043.543	41015.24	50052.176	52993.203	46230.91	208246.2	158470.38	200179.55	49938.48	47775.035	45387.96	52406.695	50522.74	42863.484	169798.44	91471.734	190909.97	46996.016	47925.758	46094.73	51091.3	52859.195	45459.457	197543.78	161201.38	204472.72	47360.26
O00221	NFKBIE	88410.91	86865.05	112317.53	119375.08	94647.61	90224.305	146760.7	163812.92	176107.8	50731.566	120983.21	89804.92	133580.9	79320.75	205386.53	110975.11	166180.42	165527.47	51596.64	124308.82	389449.7	121077.4	409657.2	163534.94	88045.66	132740.5	165850.75	27266.898	0	0	17914.36	28982.852	32180.598	20475.51	0	0	20283.08	17312.914	0	0	20161.715	24715.191	14389.974	23074.947	0	0	16025.241	0	0	0	28780.648	22795.121	0	0
O00231	PSMD11	314246.84	349855.34	246114.34	379979.5	285047.66	222435.92	391003.38	383638.7	434012.44	276635.4	366112.53	240394.25	328104.12	223667.3	276652.7	392438.72	394189.75	436884.16	289002.22	339987.6	229099.38	360672.5	221538.67	269370.2	377903.03	382039.62	441631.66	892681.8	957933.6	864259.5	898270.44	887832.0	802817.7	854968.94	721063.3	869150.7	855226.25	883878.4	863235.5	879787.2	877186.0	870576.4	819438.6	730393.56	959547.75	925583.7	956938.25	870758.5	914634.25	854657.25	868545.0	812129.25	741107.25	971773.1
O00232	PSMD12	346199.0	351763.3	306313.94	287318.7	289064.28	306559.47	373251.3	352735.2	380866.4	335520.12	397715.47	308205.22	263498.66	310976.78	324225.62	389016.62	396084.03	371970.84	337071.62	362363.66	291181.38	257415.62	301234.47	286456.12	364548.97	316591.56	359330.25	642930.3	653210.56	596264.44	627323.75	622487.9	653399.5	640326.9	582736.5	650223.1	613114.4	616255.44	585996.5	640293.0	668422.2	650490.1	648003.7	574664.56	610212.3	628285.56	663023.56	596794.5	609209.25	653720.5	643212.25	645490.44	646433.3	613169.5
O00233	PSMD9	24489.178	0	51878.6	0	32582.473	15339.711	0	0	0	38491.68	0	8651.855	13686.965	47361.68	50511.64	0	0	0	20623.244	0	25671.066	35368.305	35427.66	22399.223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00244	ATOX1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9718.857	0	0	0	0	0	0	0	0	10905.023	0	0	0	0	22305.713	0	20707.164	0	0	67376.56	0	0	0	0	0	0	0	0	87952.94	0	0	0	20447.938	20785.922	0	18884.346	0	90862.15	0
O00255	MEN1	25510.588	6435.423	14399.0	12026.296	26706.191	28168.27	5987.386	6876.452	30653.355	14583.791	0	11998.604	16814.059	29214.467	14283.937	0	19773.729	21954.746	0	0	30851.506	11616.65	24807.648	7008.734	0	17198.799	23076.629	0	0	0	0	0	13410.534	10383.15	0	0	0	0	9573.203	0	0	11420.11	11169.011	9144.151	0	0	0	8871.954	0	0	14091.614	10664.611	9042.155	0
O00257	CBX4	27184.348	42006.703	37496.645	15266.823	31324.562	49318.285	35620.6	35400.062	22302.0	46996.176	59770.64	43087.668	32519.158	45203.08	33007.92	9453.021	35228.39	13063.609	31002.273	42826.355	42743.477	17954.576	40969.875	38778.88	20327.777	31948.027	35781.734	23056.725	26778.16	32298.18	25230.908	0	0	23211.172	0	0	23621.432	28457.81	0	0	28728.395	27221.963	0	0	21823.217	24943.932	27665.393	0	0	0	0	0	29116.412	14119.004
O00264	PGRMC1	272345.9	222977.83	308371.7	237927.1	254982.98	302498.06	374533.78	314300.6	297967.7	299536.16	285024.66	289028.0	233017.02	286812.84	236183.95	359441.1	402975.9	290651.38	321913.84	309091.5	304026.44	234201.6	251122.9	256718.52	315067.8	289939.44	286516.97	386621.84	384963.75	358377.62	350387.75	350833.12	329469.2	246470.7	400639.8	437110.44	296842.28	345401.94	467792.1	376460.38	399174.44	325620.47	310823.22	428885.62	596720.06	355779.0	438069.03	291632.75	366032.03	520426.6	406369.56	305215.97	462000.44	502047.78
O00267	SUPT5H	351190.5	599872.7	593032.3	345603.47	596745.1	587677.9	345571.22	584146.0	648489.5	559793.5	399287.9	537335.6	595142.94	645200.56	564234.75	588365.25	545373.56	421966.66	303007.56	574584.6	585597.56	551355.75	615506.9	538649.44	491041.38	558197.7	572727.4	452067.06	586420.8	560576.5	490490.5	550281.2	401698.44	407957.5	651822.4	549196.5	543852.8	653386.8	496455.25	458707.66	598299.7	377748.1	359552.75	654880.8	460362.94	515809.94	559105.0	503040.44	532095.56	495877.75	332972.84	388915.94	576695.75	475126.84
O00268	TAF4	154628.36	159412.81	159589.47	185985.0	144915.08	155211.83	90914.35	145189.64	91365.91	137460.48	176792.77	149961.25	161044.58	152895.22	164042.84	127718.16	146113.19	88887.01	141873.98	150756.48	153017.75	157256.88	144154.84	144576.67	99435.63	133132.28	82529.92	380928.06	394433.84	301925.44	322294.12	351086.06	197349.89	216439.5	189386.6	362644.6	329306.47	342739.28	317999.5	308937.62	383410.44	240437.53	206247.69	168060.9	307641.6	367421.22	375203.53	294661.16	335006.88	351156.84	185687.0	271229.8	176126.08	302137.44
O00273	DFFA	96449.0	101027.45	82758.766	157230.34	88670.125	81154.87	154870.3	135719.69	87779.46	107811.836	159333.78	108398.16	118366.22	73105.516	83625.14	158005.25	155819.81	148698.06	86689.71	174908.17	101953.71	95617.54	82231.484	91959.99	117979.27	140136.95	118717.92	197179.9	248698.1	132795.0	113324.0	139024.11	66490.89	109635.0	119168.06	209010.1	125195.13	377543.1	126602.625	217649.6	239806.03	103114.01	124059.95	161365.1	199491.22	183226.38	198255.94	138827.86	199952.14	228457.31	105114.7	73917.87	156889.8	178528.62
O00287	RFXAP	10218.987	7910.968	13410.787	9504.341	69909.42	11523.77	5901.877	8107.9243	5846.0654	9166.985	8235.989	11564.302	7561.688	8999.583	11939.074	5831.4536	6277.599	3964.3257	9700.014	7594.8467	13218.979	8816.011	10371.21	12205.891	7911.6387	5924.2153	6196.5405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00291	HIP1	0	18852.717	0	20112.041	0	0	16169.23	15955.913	9664.158	23917.002	16815.889	0	21076.842	0	0	22315.55	15305.754	11219.661	27624.385	18844.729	0	0	0	0	29509.652	15662.639	13792.317	0	0	0	0	0	27339.361	21258.04	24826.283	0	21704.89	0	21635.98	21093.463	0	26175.39	24942.512	22787.926	0	20267.488	0	20486.959	0	0	0	18569.473	26139.426	0
O00299	CLIC1	200333.53	257134.1	134222.89	114622.05	164750.23	128054.62	234283.75	145630.1	116996.52	206016.1	204898.95	127874.28	116389.39	160514.38	130372.92	256669.94	240432.94	186669.52	194936.38	266401.94	106399.95	109360.53	151256.47	129888.9	242346.4	218762.84	208018.81	550243.7	513154.62	462177.0	543340.1	512348.28	440170.28	389426.16	583793.56	488225.16	525645.4	544323.25	496650.0	567042.06	531082.1	474975.3	429532.22	616968.06	506846.22	596274.25	535421.6	489867.66	535467.3	562922.06	521985.3	465409.97	676751.1	496084.75
O00303	EIF3F	336719.56	287053.53	310678.8	353216.06	312502.8	320985.0	264872.9	318147.56	349834.72	301730.0	194558.75	301704.88	346568.62	315422.38	294156.47	227363.94	271071.6	370137.53	254363.17	224966.36	321955.6	347339.47	290178.62	300272.72	212546.11	247890.84	390597.2	829613.94	947679.94	805024.25	793703.3	897282.2	588649.5	577346.6	521476.06	1068518.1	810663.5	1000801.0	701904.6	852189.44	873815.75	625681.94	583997.56	513002.84	1091655.9	807335.4	1041682.25	834993.94	822466.25	992857.2	630269.75	581588.9	601770.2	1226550.1
O00308	WWP2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50849.266	0	33495.53	79333.54	36897.477	20560.996	26568.16	58948.33	59419.848	31289.383	21086.402	22617.457	81769.88	38754.43	23021.484	0	58655.133	56646.05	45676.902	24417.578	20848.986	39625.984	42201.17	46534.33	20975.754	40007.28	47092.387
O00311	CDC7	55167.973	73361.76	72786.055	107440.14	53114.57	50468.21	103758.305	89060.25	69865.336	54625.42	87674.04	64968.58	101317.2	67638.71	44626.652	70402.016	83061.75	96309.71	71159.44	75101.47	27441.918	109644.336	71839.18	65893.19	87842.46	70011.03	104979.086	0	12245.81	11769.223	0	12473.315	16238.287	12922.919	0	0	10741.209	15913.956	18867.975	0	0	5424.852	15982.979	35752.336	14361.707	18899.021	21033.98	24883.162	0	0	17235.086	15739.699	4950.1255	0
O00327	BMAL1	11507.356	10463.57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8195.599	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
