PROTID	GENEID	cGFP_C1_6h_BioID_1_INT	cGFP_C1_6h_BioID_2_INT	cGFP_C1_6h_BioID_3_INT	cGFP_C2_6h_BioID_1_INT	cGFP_C2_6h_BioID_2_INT	cGFP_C2_6h_BioID_3_INT	cGFP_C3_6h_BioID_1_INT	cGFP_C3_6h_BioID_2_INT	cGFP_C3_6h_BioID_3_INT	cGFP_C4_6h_BioID_1_INT	cGFP_C4_6h_BioID_2_INT	cGFP_C4_6h_BioID_3_INT	cGFP_C5_6h_BioID_1_INT	cGFP_C5_6h_BioID_2_INT	cGFP_C5_6h_BioID_3_INT	cGFP_N1_6h_BioID_1_INT	cGFP_N1_6h_BioID_2_INT	cGFP_N1_6h_BioID_3_INT	cGFP_N2_6h_BioID_1_INT	cGFP_N2_6h_BioID_2_INT	cGFP_N2_6h_BioID_3_INT	cGFP_N3_6h_BioID_1_INT	cGFP_N3_6h_BioID_2_INT	cGFP_N3_6h_BioID_3_INT	cGFP_N4_6h_BioID_1_INT	cGFP_N4_6h_BioID_2_INT	cGFP_N4_6h_BioID_3_INT
na	na	cGFP_C1_6h_BioID	cGFP_C1_6h_BioID	cGFP_C1_6h_BioID	cGFP_C2_6h_BioID	cGFP_C2_6h_BioID	cGFP_C2_6h_BioID	cGFP_C3_6h_BioID	cGFP_C3_6h_BioID	cGFP_C3_6h_BioID	cGFP_C4_6h_BioID	cGFP_C4_6h_BioID	cGFP_C4_6h_BioID	cGFP_C5_6h_BioID	cGFP_C5_6h_BioID	cGFP_C5_6h_BioID	cGFP_N1_6h_BioID	cGFP_N1_6h_BioID	cGFP_N1_6h_BioID	cGFP_N2_6h_BioID	cGFP_N2_6h_BioID	cGFP_N2_6h_BioID	cGFP_N3_6h_BioID	cGFP_N3_6h_BioID	cGFP_N3_6h_BioID	cGFP_N4_6h_BioID	cGFP_N4_6h_BioID	cGFP_N4_6h_BioID
A0A024RBG1	NUDT4B	0	12391.624	0	0	0	0	0	0	0	0	14475.797	0	0	0	3978.4163	0	0	0	0	0	0	0	0	0	0	0	0
A0A0B4J2D5	GATD3B	0	0	0	0	0	0	0	0	0	0	66866.02	0	11128.001	0	7557.8867	27164.797	0	7443.7676	0	0	0	0	0	0	75012.95	22908.238	0
A0A3B3IU46	RAMACL	36369.457	37237.844	36485.938	54964.23	99043.16	37312.27	53212.38	30583.002	69193.21	0	37241.51	0	26800.861	23480.176	17307.934	0	0	0	0	0	0	0	0	0	0	0	0
A0A804HLA8	GNG5B	0	0	0	0	0	16026.922	8657.04	16215.018	0	0	16359.15	0	0	8063.692	0	0	0	0	0	0	0	0	0	0	0	0	0
A0AV96	RBM47	47876.11	31126.111	42908.402	28518.988	15450.726	47805.37	28671.355	30330.068	28242.291	12869.8125	0	0	0	0	11901.824	0	0	0	0	0	0	0	0	0	0	0	0
A0AVF1	IFT56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16187.334	13593.506	12998.056	44781.883	27585.342	24730.934	24183.37	47327.785	18836.09	30807.777	44407.668	23629.549
A0AVK6	E2F8	41922.902	14958.137	14481.611	48903.703	47124.207	28048.61	24241.527	23606.629	30586.941	14666.069	0	16377.38	15412.824	20997.59	0	20908.736	21736.049	21789.56	26735.672	23476.293	22940.03	17710.248	20016.01	17468.191	19913.72	0	17943.03
A0AVT1	UBA6	627861.1	655647.94	687472.56	379771.0	372210.25	633387.44	466701.5	625648.75	508614.97	616575.9	553578.6	567169.7	664958.5	710502.7	678106.56	162540.03	199884.64	208060.38	326350.22	254234.19	138395.81	160308.27	156178.7	267291.34	215468.72	216508.11	334787.84
A0FGR8	ESYT2	31458.852	100536.33	110766.59	70698.99	117328.66	242430.92	226048.83	130093.41	188879.86	110218.875	27980.271	124612.664	82857.305	75390.08	115858.836	325554.9	319231.0	363893.12	507669.56	447794.7	553066.8	351615.84	334280.5	371894.34	305016.56	361036.5	320287.7
A0JLT2	MED19	0	0	0	49239.652	40190.184	28346.605	31074.045	26910.07	49353.18	0	0	6552.45	0	0	0	0	0	0	21820.84	20798.422	14979.617	17263.771	0	0	0	0	11194.945
A0JNW5	BLTP3B	87496.93	100712.03	102184.375	53758.098	66339.12	143854.83	79493.53	98282.5	92408.57	151812.95	157073.02	168774.8	145902.81	105529.86	158714.69	250613.81	328644.6	402812.28	359077.38	231098.5	306315.2	282322.56	336734.2	297941.7	123117.06	213933.5	215241.42
A0MZ66	SHTN1	539684.7	579352.8	562121.6	291804.97	315485.88	548979.2	362551.25	551642.4	364826.8	557678.1	567387.25	578240.75	618219.0	528411.94	581895.7	492852.1	414542.12	987998.4	1630988.4	1553108.6	1588949.1	1425179.5	1627513.4	1312373.1	1328286.0	1342332.4	1621404.8
A1A4S6	ARHGAP10	100836.93	94570.164	132142.19	27925.656	29588.707	136242.75	61826.266	85184.266	58552.566	118153.03	102667.766	142461.61	148452.92	85940.24	157522.38	13975.836	40060.46	15128.752	8693.537	10139.343	8746.293	0	0	0	0	0	0
A1IGU5	ARHGEF37	0	10533.069	10019.64	0	0	12044.503	4446.9746	10436.469	3507.5288	8356.22	0	6825.5327	9023.521	0	9549.572	0	0	0	0	0	0	0	0	0	0	0	0
A1L020	MEX3A	0	0	0	0	0	0	0	0	0	17991.455	19629.16	18509.537	20059.53	21238.627	19676.84	17811.809	0	23869.404	26093.451	34260.383	19304.754	56115.66	42766.984	38551.38	62317.668	57253.516	61327.664
A1L0T0	ILVBL	34667.09	14524.102	41522.473	54328.39	38487.016	36080.715	56260.227	49874.57	71220.08	40142.46	43548.15	52548.93	30632.262	37033.555	29892.918	229997.4	218459.62	242296.45	261614.53	284092.53	273599.66	192632.44	222179.36	168057.88	252013.5	179388.05	228621.28
A1L170	C1orf226	8338.731	0	0	0	0	10093.52	6441.438	9901.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A1L390	PLEKHG3	17464.023	0	21291.06	9963.644	0	17028.94	14625.457	17630.361	14590.309	15446.656	13939.19	16199.132	17976.904	17829.113	0	37070.316	18715.6	40088.67	38811.293	33901.41	39790.32	10293.648	8136.36	7301.2886	9260.882	9777.08	0
A1X283	SH3PXD2B	153429.58	167924.17	154840.83	98803.18	87327.96	176025.2	119634.95	174543.77	141419.97	66057.06	76465.72	103763.375	130593.96	98213.45	100276.26	51722.94	69815.484	92244.836	23979.44	53142.613	41877.07	0	40080.094	25829.283	44092.64	24309.969	69849.7
A1XBS5	CIBAR1	0	0	0	10291.478	36188.324	16082.565	64176.74	46864.926	45670.445	21699.373	20443.828	22173.29	0	0	0	7985.404	20027.016	10867.678	0	6054.5317	7529.14	0	0	0	0	0	0
A2RRD8	ZNF320	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3459.186	0	0	0	7078.109	0	0	0	0	0	0	0
A2RRP1	NBAS	11634.142	10610.485	14467.341	0	0	12342.602	10864.946	29434.14	0	0	49102.305	0	0	53478.41	50962.03	49204.688	44354.14	53453.88	45115.547	56580.965	56741.164	41659.18	50544.258	32468.764	35762.406	39717.176	36691.082
A2RTX5	TARS3	0	8140.092	0	0	6774.0996	9158.165	0	8681.338	5283.1035	11746.725	14044.739	10149.336	15990.345	14720.16	12287.159	0	0	0	0	0	0	0	0	0	0	0	0
A2RUB6	CCDC66	27252.14	26726.771	31353.678	20395.402	28933.53	20131.9	30400.445	28894.37	31265.596	17671.05	10546.525	40563.445	26772.02	49329.383	25580.14	18506.818	17821.848	17638.826	28915.098	0	28871.205	0	0	0	0	0	0
A2VDJ0	TMEM131L	10668.028	0	16950.4	0	0	0	0	18179.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A3KMH1	VWA8	67257.91	89942.086	90486.2	132161.56	125459.09	99123.88	122497.38	104489.75	139873.66	50186.14	91663.766	52854.465	73975.734	59785.453	56383.176	60267.832	41551.227	27268.023	88953.0	94733.55	65121.117	0	37511.586	46743.355	10850.573	38534.83	0
A3KN83	SBNO1	389881.2	437300.94	368282.66	825021.56	792491.25	391708.4	623513.75	401836.4	595497.6	249230.2	217542.98	282700.78	246333.5	217564.23	210125.34	302099.75	309249.3	293976.66	426727.0	425533.22	404188.62	246104.58	164602.16	196411.81	152513.12	188265.62	196452.83
A4D161	FAM221A	429659.47	431751.28	470477.38	505647.56	516858.5	582884.44	541797.2	527432.4	497642.7	442203.75	345445.8	397809.44	472308.2	503780.28	459877.28	236069.44	218380.5	218961.12	234803.12	217211.97	214067.12	164759.3	211467.5	192884.8	218985.36	217255.17	195251.64
A4D1P6	WDR91	18742.676	27352.633	16860.77	0	14137.591	18688.879	10773.051	29005.871	17367.363	18118.059	17086.898	20422.63	35921.258	19451.234	20062.916	14475.752	45797.18	53523.242	39826.008	22611.377	13422.115	88384.81	68284.89	70506.664	88817.37	80419.984	60383.812
A4D1U4	DENND11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9475.879	0	0	14715.016	0	0	0	13920.099	0	10932.83	0
A5PLN9	TRAPPC13	213817.03	207100.52	212153.94	132943.08	73429.664	349430.8	312718.6	317378.97	351654.47	89817.16	403113.0	419246.22	521655.75	518906.03	436334.66	193304.92	169305.03	203453.98	186988.69	195272.47	188739.72	185793.69	231744.25	122696.734	115896.35	155749.88	160657.52
A5YKK6	CNOT1	453435.22	416406.72	458788.28	425821.75	491034.6	474814.0	429514.38	459652.06	449555.94	378512.38	368500.12	432610.8	430651.66	377498.75	383389.8	1733186.4	1967384.1	1886661.8	1645643.6	1558139.9	1669513.5	1626507.9	1497919.5	1565327.2	1301503.4	1399195.1	1275223.2
A6H8Y1	BDP1	14945.85	17898.121	16871.975	22405.07	26183.984	16172.429	18248.936	14752.744	15129.754	0	0	0	0	9907.308	0	0	16086.754	15940.486	0	0	0	15597.407	0	0	0	25618.732	19139.46
A6NCE7	MAP1LC3B2	0	0	0	0	0	0	0	0	0	25939.203	35235.71	23881.262	0	31652.814	33808.07	0	0	0	0	0	0	0	0	0	0	0	0
A6ND36	FAM83G	72078.53	56407.703	72247.34	72325.266	76315.34	91873.266	67279.016	85370.3	45726.742	120684.94	110942.76	137318.92	126550.055	124713.33	134249.69	103631.414	104718.125	56549.758	24324.271	113625.34	141568.64	57021.156	73439.836	67245.695	39152.168	36407.42	13881.0
A6NDG6	PGP	14394.489	16525.768	0	0	0	0	0	0	0	13089.31	16576.887	15056.716	13663.682	14100.962	13763.752	0	0	0	0	0	0	0	0	19481.197	22397.361	11122.656	0
A6NDU8	RIMOC1	141427.34	169955.69	170120.67	133743.56	160215.55	165372.61	125787.125	155767.67	118830.37	123744.555	141373.77	129889.8	131115.52	142998.92	134797.69	44438.812	47325.805	27389.648	22286.852	32124.828	33046.875	27694.938	11115.209	29538.684	41933.29	15701.73	12011.386
A6NFI3	ZNF316	0	0	12327.921	55536.43	39594.18	12801.471	28700.992	0	42743.938	0	0	0	0	0	0	0	29310.293	0	25261.773	28816.494	22814.69	0	0	0	0	0	0
A6NHL2	TUBAL3	0	0	14103.704	6029.3022	0	9333.177	8657.992	6166.312	9138.534	0	12138.602	0	14064.829	17976.602	0	50590.4	60119.883	42688.89	83044.58	65590.164	86582.25	28739.027	43281.56	82119.3	64014.35	72870.93	42394.598
A6NHQ4	EPOP	0	0	0	0	16193.467	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A6NHR9	SMCHD1	514528.5	484110.7	426306.0	948739.56	905463.0	448338.3	639102.2	386383.8	571727.1	295951.6	312523.16	311476.94	303265.66	267736.56	290261.28	762273.0	566752.4	622589.2	931255.75	1149981.6	992825.6	1042841.9	1055198.0	882573.3	934246.25	765066.94	964813.9
A6NHX0	CASTOR2	41677.43	39518.883	40764.92	11837.53	38752.953	44066.203	36677.656	36711.92	27895.805	19665.97	14418.226	18035.332	22512.68	0	16855.936	0	0	0	0	0	0	0	0	0	0	0	0
A6NIH7	UNC119B	30426.422	29400.322	41378.938	42128.35	48002.383	31337.715	38332.344	46422.555	37083.29	34158.242	27227.574	27066.453	17766.664	38137.188	36500.277	44950.383	43403.17	32044.89	0	0	6774.1846	0	0	0	0	0	0
A6NKD9	CCDC85C	389218.4	402005.0	288985.78	124469.74	160955.88	370917.22	282061.3	389929.78	273271.66	417818.2	382414.12	419543.88	365950.22	333244.9	413836.03	445497.9	455891.62	429900.1	204333.97	303195.7	249134.52	351564.44	371096.25	352545.97	375122.03	398086.7	259607.38
A6QL63	ABTB3	51569.246	53881.613	51739.133	49548.492	54867.3	80162.805	51720.41	97678.0	36226.258	22908.52	0	21207.54	21699.713	30512.365	31606.023	16125.336	0	18179.807	0	0	14067.693	18507.703	0	0	0	0	19427.123
A7E2V4	ZSWIM8	0	0	27938.969	0	0	0	0	16807.88	0	0	9075.541	0	0	18080.379	0	0	0	0	20601.088	40279.51	21192.498	0	20551.387	27259.576	19607.627	17944.41	0
A7KAX9	ARHGAP32	18640.676	17459.713	19336.06	0	0	21761.059	0	22623.39	0	14396.643	15556.769	17037.14	17524.242	18258.455	18767.342	0	8826.541	36614.875	0	0	37879.844	37270.945	26418.322	28496.934	0	23624.838	29482.115
A7MCY6	TBKBP1	0	0	0	0	0	7914.2456	12086.889	0	8506.254	12863.759	15620.46	13107.978	12447.327	14440.554	12379.617	164373.14	170921.78	147156.5	26180.88	44481.758	12336.73	33819.33	17378.172	40227.02	0	25334.418	0
A8CG34	POM121C	3843.1956	10545.677	0	65711.234	63464.086	5843.4863	40151.934	0	45081.234	0	0	0	0	0	0	22858.262	42470.395	40561.695	97714.484	177132.94	103654.734	47295.816	41131.348	51901.83	101286.6	50444.93	53248.734
A8K0R7	ZNF839	16241.659	16555.555	16623.92	21004.988	21946.447	15171.156	15851.55	14928.268	17918.08	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A8K855	EFCAB7	17573.912	64383.383	47656.285	19082.84	0	44869.93	41750.883	43923.594	14477.666	71785.7	47157.215	88309.9	83821.484	86310.18	94086.664	0	19217.012	19501.713	0	7467.029	6903.6006	21984.252	24949.926	0	65780.33	8117.592	19939.912
A8MTY0	ZNF724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88435.836	86110.516	88505.07	78014.766	79310.1	73986.2	0	0	0	0	0	0
A8MVW0	FAM171A2	0	18809.348	0	0	17259.52	23124.246	19855.176	23206.959	19192.244	0	0	0	0	9206.551	0	32014.71	41532.773	22217.094	15614.685	49955.996	25936.312	73967.06	29782.334	28381.033	0	23380.545	5031.8174
A8MW92	PHF20L1	0	0	0	16225.519	16178.535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
A8MWD9	SNRPGP15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29435.201	29404.35	26338.684	44991.184	43468.633	42282.965	49897.477	56650.445	49764.367	54594.08	47457.4	53146.465
A8MWY0	ELAPOR2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28213.889	0	26543.525	46296.836	31978.8	12995.138	38209.844	31152.623	27863.426	39026.113	32900.637	0
A8MXV4	NUDT19	327627.47	343427.3	332621.22	255155.72	221129.05	352542.28	315125.12	312971.28	302140.84	342690.5	352308.62	337960.7	358994.62	382095.44	390873.78	466878.75	412555.3	491950.88	544317.6	474116.4	394014.06	518927.25	507849.53	489585.5	551841.3	523207.06	538057.0
A9UHW6	MIF4GD	0	0	0	0	0	0	0	0	0	0	0	0	7957.891	10413.154	0	0	0	0	0	0	0	0	0	0	0	0	0
B2RTY4	MYO9A	22806.629	0	4127.6445	14744.099	0	11652.715	5137.009	9532.228	5591.6436	0	0	0	0	12141.123	0	0	39379.93	44058.71	14769.354	0	0	0	0	27167.537	0	0	9043.031
B3KU38	IQCJ-SCHIP1	31898.176	29506.303	27638.043	9698.033	9489.791	35462.996	26889.86	34111.53	23724.258	22712.48	23592.125	8777.1045	11743.244	28363.797	15001.658	0	8175.7104	9325.793	13692.135	12164.573	10390.8545	14183.313	16105.245	13944.089	15259.965	12991.481	0
B7ZAP0	RABGAP1L	83925.44	109579.72	92162.38	24062.598	32839.383	71368.44	50672.684	63749.64	36309.56	43757.64	55705.242	63445.91	62211.367	67722.88	38931.934	18820.66	14836.577	19530.885	15017.368	16790.48	14233.465	11156.288	0	0	0	0	0
C4AMC7	WASH3P	68976.95	69257.43	47567.0	46113.047	59543.656	107309.38	24667.453	74430.91	50582.277	87133.96	76852.02	49506.57	87805.53	93137.39	79629.125	201634.39	199434.7	218873.33	234571.48	231087.28	225914.62	149385.64	175729.12	120983.79	117914.28	149598.47	163173.86
C9JLW8	MCRIP1	97483.66	118238.21	108014.266	65833.13	70518.64	116273.48	94032.36	113343.766	102993.08	173984.56	155871.11	198133.53	169201.86	179880.25	188846.08	547873.94	495118.62	642203.9	718330.6	623975.44	598574.0	763760.0	967592.06	765713.6	855909.3	882684.7	929262.06
E9PAV3	NACA	1365874.1	1284565.1	1165720.5	707950.8	710793.5	1323317.4	966430.0	1182920.1	1053189.1	1071240.9	960427.56	1020625.0	1164616.8	1095824.4	1124954.0	3147952.5	3036432.2	3157556.8	5796599.5	4863188.5	4922963.0	4428084.0	4717683.5	4623303.5	4690419.0	4872290.5	5007924.5
E9PRG8	C11orf98	26680.697	33244.223	30762.318	38813.516	39901.57	32200.332	35640.5	26696.684	35675.965	22447.887	24465.258	19258.777	20936.352	19800.826	17692.992	23930.383	31781.63	54387.992	31623.11	31653.271	55020.918	61332.684	68663.7	57621.508	73201.18	68920.17	104523.55
G9CGD6	CNK3/IPCEF1	0	0	0	0	0	33197.33	15265.97	16328.018	15380.214	10332.383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
L0R819	ASDURF	94524.266	97041.04	69883.51	54655.1	67324.49	101303.4	84475.06	87967.57	94570.18	147625.73	122686.91	140256.58	158265.33	103240.56	116412.05	317642.88	428738.38	352721.56	461774.9	607265.94	640474.44	451245.22	477550.2	465536.94	463964.22	480546.34	484215.66
O00116	AGPS	39775.56	46254.13	54482.203	12426.759	0	40662.996	24045.93	0	50197.055	90002.164	137243.84	67982.2	70377.72	78243.83	79263.17	213209.81	74465.945	108740.75	52347.996	142773.14	117285.62	126410.3	102447.11	321518.75	342983.97	373436.3	206449.44
O00139	KIF2A	216849.02	240719.34	214964.02	155156.64	183084.34	200548.6	168070.4	160613.14	163321.25	211579.36	158986.44	154840.31	163995.03	196278.94	190942.97	135440.25	121295.266	132017.7	143597.48	147402.47	149154.16	86387.29	104577.93	153604.23	81559.53	70513.086	87797.95
O00148	DDX39A	257675.11	239548.61	251168.17	373472.47	361430.78	266980.3	334657.94	239295.38	326209.38	291511.88	384590.88	329655.3	232554.78	251096.53	279094.6	660191.75	624299.4	643025.44	898021.9	902575.44	864236.25	971357.75	910252.44	1019864.56	1108683.0	1169613.0	968851.44
O00151	PDLIM1	1489417.4	1506828.5	1503501.2	888909.3	954343.4	1506006.1	1260246.8	1322852.2	1263111.9	1206471.2	1074990.2	1174268.1	1322716.9	1381248.2	1334676.9	1292736.6	1480553.9	1310917.9	1425070.4	1177151.9	1372019.5	925839.94	1117266.6	941902.5	1029773.25	1151141.2	1094805.5
O00154	ACOT7	25345.99	25599.357	25229.111	20622.281	20203.188	25490.34	21037.082	22796.826	20427.592	35936.523	150357.06	43655.73	46637.5	36944.59	32102.54	63120.875	18468.621	34160.832	29797.56	29852.656	27837.523	59442.11	41500.07	53674.13	174243.8	83231.04	93292.76
O00159	MYO1C	173941.19	156613.64	173203.0	129136.195	146322.48	157227.0	138337.92	202200.39	103395.016	244767.45	403936.22	230989.66	214902.06	364548.28	237655.44	343662.22	283238.97	348698.62	87311.72	358512.66	299181.78	627113.0	680159.0	686668.6	730173.3	509231.94	645294.94
O00161	SNAP23	412067.12	372257.9	373251.66	310951.56	332935.66	800773.06	588217.44	765834.4	650095.56	440188.38	360237.4	489622.94	395938.8	329864.62	368714.0	1653886.6	1602443.8	1820509.5	2670484.2	2640394.0	2862790.0	3447165.0	3751013.2	3891529.8	3332962.0	3546825.2	3841059.5
O00165	HAX1	0	4454.574	6216.846	6557.923	5291.6226	5489.0454	8806.934	6530.466	6860.004	7061.8267	0	6266.2705	23027.03	0	6684.3306	79105.484	89476.5	92278.26	92083.664	141708.22	97297.0	130912.0	101742.805	134716.56	96995.65	121719.95	135782.42
O00170	AIP	219978.03	232516.94	217387.31	182534.5	211114.16	264424.3	256697.88	186565.61	251917.67	253006.11	202909.06	190778.06	225022.7	231459.47	240088.88	953711.2	895323.94	903957.75	1631462.9	1409171.8	1462278.9	1572857.8	1703141.6	1594439.8	1780340.9	2032418.5	2045057.8
O00178	GTPBP1	236231.23	254051.2	308838.6	167297.22	171842.98	248238.11	239335.05	276601.28	206144.03	268870.62	296657.22	286454.22	287974.56	303236.2	299544.28	245437.62	251617.5	257771.02	203033.7	165016.17	170929.11	224239.1	202711.66	203395.44	162354.08	214956.17	219258.53
O00186	STXBP3	182101.84	181881.11	184389.38	86136.56	90019.17	434378.88	241386.97	418120.0	254752.95	196747.19	159358.45	227610.55	207363.17	196329.66	210672.47	159642.34	114377.125	156325.4	165056.73	206629.86	193164.12	184158.02	160041.03	142941.02	162307.84	153979.6	163402.6
O00189	AP4M1	15482.556	15839.61	15961.173	0	0	15402.179	0	17447.488	0	10486.097	12795.039	11399.201	11756.585	14885.474	13152.082	0	0	0	0	0	0	0	0	0	0	0	0
O00193	SMAP	197664.03	242722.56	201548.5	367844.06	363612.16	286975.88	334940.7	171412.06	385612.8	64809.688	70953.69	88528.63	58031.074	77737.14	33096.734	78682.45	76751.06	82483.09	214259.77	262391.62	263739.9	85216.445	84018.516	78125.91	57933.1	62756.445	101422.43
O00194	RAB27B	27569.197	0	25543.08	0	4168.7754	40136.395	32917.562	38245.438	30365.977	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00203	AP3B1	29004.586	28696.752	61959.38	29676.803	79905.17	46727.47	68187.05	84639.13	49584.297	29468.645	44504.477	23727.63	20061.172	16366.638	29816.266	73840.19	97022.95	95129.734	191207.88	92916.33	126556.984	217368.95	198772.75	181587.03	133632.38	184794.08	210331.36
O00213	APBB1	105616.305	108359.37	120906.45	126454.64	126553.38	139950.64	131574.48	133376.75	161935.14	148200.75	121950.445	168477.22	165943.95	147249.62	143902.31	1387230.5	1455360.5	1398524.2	1374861.0	1368619.0	1290893.2	1216753.5	1225311.4	1157567.9	1097139.0	1125191.4	1133477.8
O00217	NDUFS8	18034.371	20944.764	19421.514	28000.037	26050.066	29422.51	31617.115	24621.064	30944.453	23200.816	26340.012	21248.498	20438.318	18140.666	25422.482	87290.44	48678.9	71226.375	137049.31	39178.29	62317.82	106610.945	95163.7	105050.516	81398.96	57501.67	24552.115
O00221	NFKBIE	165229.08	156710.1	137572.12	126487.8	128755.11	152475.38	146974.84	158636.88	159044.12	258920.61	211115.75	222388.53	231648.81	213787.11	218410.66	292512.3	338222.78	254125.75	180635.31	216220.77	227464.11	166806.97	154978.42	170192.27	119069.766	212922.47	116027.39
O00231	PSMD11	343334.0	371079.3	338092.72	412030.75	400386.7	366865.72	407265.56	332145.75	402593.25	502345.8	481112.94	506903.44	474840.62	458612.38	464334.28	740920.56	659178.44	815018.5	1015056.7	1019255.44	1006435.6	1127096.4	1176030.9	1129553.4	1262731.9	1330888.8	1296257.4
O00232	PSMD12	323236.5	296933.84	297612.66	321977.44	332608.56	299034.25	308308.0	286259.44	307519.9	447107.53	441179.56	449171.44	498995.44	480959.03	463260.88	471987.9	468254.75	508853.28	556036.56	456788.44	464404.06	600098.56	661289.2	692468.75	841313.7	861216.3	733211.75
O00233	PSMD9	42881.188	39602.81	37590.484	21082.38	32568.504	41233.715	39101.906	26965.62	34550.0	18548.588	25290.299	38844.7	21761.686	38242.676	39763.938	0	0	0	0	0	0	0	0	0	0	0	0
O00244	ATOX1	0	0	0	0	0	0	0	0	0	0	72803.08	16290.252	17059.496	0	0	0	0	0	0	0	0	0	0	0	8200.129	0	0
O00255	MEN1	33240.438	24886.043	34457.434	85075.6	65024.086	24817.637	60440.96	27581.938	40363.605	0	0	0	0	0	0	30036.037	39639.57	46216.867	52408.934	62413.695	57077.2	96870.734	69301.875	31078.945	18481.22	12326.595	31706.547
O00257	CBX4	29403.371	29428.508	31266.838	58671.75	55976.562	26967.219	33591.633	29832.074	32520.17	18971.777	20418.154	25907.227	21227.504	19003.559	22982.297	39149.688	25744.521	43519.89	94041.45	90332.73	95801.0	50546.562	23641.445	61984.42	41171.047	27225.977	57727.266
O00264	PGRMC1	83877.16	104978.195	112735.83	62915.7	38681.61	119380.95	76663.71	101759.65	120914.555	146372.08	168086.05	146156.52	169983.42	145570.19	152990.38	449415.1	275782.1	339803.53	356875.4	322601.88	375616.4	217683.89	233245.02	399077.8	476493.62	513476.44	337092.38
O00267	SUPT5H	487235.1	538984.7	568495.8	843776.1	841837.56	532361.94	631411.25	544704.6	648817.44	333156.7	368283.34	326618.4	328671.25	356381.38	349943.94	331888.5	288807.34	341471.47	450254.56	428337.0	396612.16	229896.42	274263.06	297188.12	329717.03	276485.66	237148.8
O00268	TAF4	16513.945	9702.297	14859.784	117825.555	142744.97	14310.268	95458.0	17698.31	108069.1	92630.336	85335.23	128992.695	64915.48	41999.867	45868.312	253802.47	274114.5	303505.06	594424.44	746300.06	722667.06	412439.5	577650.5	487813.97	338317.0	716181.75	455880.7
O00273	DFFA	199771.72	197521.89	193074.27	265850.94	273054.75	166255.88	232925.56	183102.11	216817.0	148745.19	138635.47	136806.39	145065.19	145654.72	148498.62	101032.78	65025.883	88217.8	58292.594	53180.03	54930.12	19125.754	18131.14	21427.986	54195.266	33632.79	16317.041
O00287	RFXAP	36784.117	35725.9	41894.895	44182.652	48069.37	33623.45	34556.277	35590.66	30638.086	22838.426	35683.168	31947.555	31565.97	26510.19	27365.133	4480.8696	6212.0034	0	0	0	0	0	0	0	0	0	0
O00291	HIP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31089.213	0	0	23698.404
O00299	CLIC1	62025.305	72349.29	73750.86	79496.78	81428.61	98803.375	90755.516	89554.336	100281.57	97128.805	130904.695	113624.9	106336.516	102356.45	111256.016	116788.94	44277.58	53677.445	88757.73	67439.14	79164.37	52630.43	76627.46	104440.3	275736.16	133280.42	140160.14
O00303	EIF3F	460825.75	427744.34	413711.62	234788.47	257280.66	345401.47	273921.3	419295.8	259636.95	313468.0	295729.66	345201.12	363840.94	340544.44	343106.06	473261.9	537204.8	659227.06	585771.94	678315.0	665833.0	666476.06	698213.06	620892.75	590832.9	610621.7	687903.25
O00308	WWP2	2893.0703	15546.02	14881.062	0	0	0	14393.951	0	0	3379.9216	3791.1448	4767.0522	3440.8987	0	4066.0098	0	0	0	29226.07	23769.807	24739.508	21899.336	24111.385	17403.584	15014.023	14673.735	16408.207
O00311	CDC7	165370.19	320070.06	181893.88	262241.03	260799.89	209918.58	252419.94	189546.9	220793.38	104685.02	177175.94	104143.63	85483.42	63427.92	58364.08	304819.38	419694.16	34404.297	785906.1	51085.918	857371.1	595266.94	759593.75	560935.6	876086.8	679183.94	966783.94
O00327	BMAL1	0	0	0	31186.549	25444.477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
O00330	PDHX	15897.168	14852.962	15048.973	0	0	15842.469	15340.763	18291.951	0	0	13250.293	6955.641	0	0	0	21183.77	0	6240.074	0	18832.346	0	0	30800.73	29677.553	48592.824	39211.062	27418.629
O00399	DCTN6	0	0	16280.787	0	9572.668	16882.766	16513.615	15561.45	18581.057	22875.3	24296.97	21236.969	23460.857	20812.617	23646.81	17178.531	19970.28	26655.273	17691.406	23683.605	14565.301	7548.816	43201.023	14442.016	41114.094	36115.863	49723.117
