PROTID	GENEID	cGFP_C1_6h_BioID_1_INT	cGFP_C1_6h_BioID_2_INT	cGFP_C1_6h_BioID_3_INT	cGFP_C2_6h_BioID_1_INT	cGFP_C2_6h_BioID_2_INT	cGFP_C2_6h_BioID_3_INT	cGFP_C3_6h_BioID_1_INT	cGFP_C3_6h_BioID_2_INT	cGFP_C3_6h_BioID_3_INT	cGFP_C4_6h_BioID_1_INT	cGFP_C4_6h_BioID_2_INT	cGFP_C4_6h_BioID_3_INT	cGFP_C5_6h_BioID_1_INT	cGFP_C5_6h_BioID_2_INT	cGFP_C5_6h_BioID_3_INT	cGFP_N1_6h_BioID_1_INT	cGFP_N1_6h_BioID_2_INT	cGFP_N1_6h_BioID_3_INT	cGFP_N2_6h_BioID_1_INT	cGFP_N2_6h_BioID_2_INT	cGFP_N2_6h_BioID_3_INT	cGFP_N3_6h_BioID_1_INT	cGFP_N3_6h_BioID_2_INT	cGFP_N3_6h_BioID_3_INT	cGFP_N4_6h_BioID_1_INT	cGFP_N4_6h_BioID_2_INT	cGFP_N4_6h_BioID_3_INT
na	na	cGFP_C1_6h_BioID	cGFP_C1_6h_BioID	cGFP_C1_6h_BioID	cGFP_C2_6h_BioID	cGFP_C2_6h_BioID	cGFP_C2_6h_BioID	cGFP_C3_6h_BioID	cGFP_C3_6h_BioID	cGFP_C3_6h_BioID	cGFP_C4_6h_BioID	cGFP_C4_6h_BioID	cGFP_C4_6h_BioID	cGFP_C5_6h_BioID	cGFP_C5_6h_BioID	cGFP_C5_6h_BioID	cGFP_N1_6h_BioID	cGFP_N1_6h_BioID	cGFP_N1_6h_BioID	cGFP_N2_6h_BioID	cGFP_N2_6h_BioID	cGFP_N2_6h_BioID	cGFP_N3_6h_BioID	cGFP_N3_6h_BioID	cGFP_N3_6h_BioID	cGFP_N4_6h_BioID	cGFP_N4_6h_BioID	cGFP_N4_6h_BioID
Q9NUJ1	ABHD10	0	0	0	0	0	0	0	0	0	0	19968.746	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NUJ3	TCP11L1	107376.0	103816.92	110977.14	55078.04	39357.67	96706.47	99331.83	75898.375	90366.72	83964.35	90504.21	86631.76	95491.77	114425.58	100415.305	23375.3	24420.957	21349.87	0	10846.607	5875.529	0	0	0	0	0	0
Q9NUL7	DDX28	0	20644.844	23885.506	24776.508	24305.602	20586.096	19729.777	20003.736	18963.773	18024.076	20843.11	17686.547	0	0	18612.398	52588.375	79472.59	74905.38	92929.28	93097.805	111142.28	75061.484	99052.88	63933.703	81507.85	74733.2	64195.18
Q9NUP1	BLOC1S4	14414.4375	17493.287	15939.89	10649.8545	7282.462	14480.906	7074.0376	14229.511	6665.4395	13027.229	14505.53	10890.858	16720.912	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NUP7	TRMT13	49554.89	50938.633	51207.016	111480.49	98950.23	58854.66	107167.74	49142.125	86365.33	0	0	19473.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NUP9	LIN7C	125466.375	138116.4	143743.38	69582.484	101094.33	304162.97	192840.44	288829.47	207171.98	146150.98	164564.39	129154.56	154853.94	137095.69	163137.45	131923.25	129902.42	130953.55	114194.11	69947.73	131472.19	120417.74	151049.86	91428.29	115447.07	105753.625	54026.94
Q9NUQ3	TXLNG	545567.56	516589.94	532403.5	222023.81	258438.47	491921.1	363116.56	491354.2	395215.56	502564.8	388995.97	491718.25	515512.44	422294.44	529222.8	408102.62	407594.66	436007.56	384716.62	382507.5	381735.84	251067.77	303514.16	215274.62	214012.53	248327.48	244739.36
Q9NUQ7	UFSP2	109622.22	102160.91	101551.56	48546.39	55596.633	85217.41	69552.336	92780.31	70391.234	82493.81	77889.484	79292.984	64200.652	66400.8	71056.09	149417.94	161201.56	142320.12	59880.52	21999.129	32753.008	0	20768.564	42846.992	0	0	0
Q9NUQ8	ABCF3	67347.95	63814.14	63185.32	25121.125	43272.926	91847.04	64012.473	61209.03	54217.11	69960.68	63580.594	76326.32	70361.59	55734.477	57414.76	84173.03	31272.404	26559.729	41697.188	11787.421	12852.75	38152.062	42180.04	38587.105	36246.59	42841.19	38112.34
Q9NUQ9	CYRIB	0	20485.992	0	15294.222	0	19025.506	0	16636.83	15211.618	18569.412	18567.002	0	17274.055	16660.838	18081.469	26656.795	20588.08	19950.363	0	24700.748	18285.41	0	0	52060.758	69808.586	48440.242	31905.797
Q9NUU7	DDX19A	340670.3	365689.7	392398.97	215916.42	195640.17	430327.1	264207.22	329418.75	304818.03	337911.38	283443.7	303841.78	349456.66	374105.38	342967.62	401913.7	410120.12	275480.2	599880.9	662299.1	666829.3	467725.8	545308.7	504287.97	567353.5	594094.56	582473.25
Q9NUW8	TDP1	473990.38	489569.6	400393.28	803811.56	811488.7	557909.06	623934.2	458776.84	550240.1	431307.06	379166.97	289169.16	352850.5	357398.2	273863.6	500412.03	444626.38	517648.97	573158.7	358084.9	352638.7	419455.97	543799.4	512314.47	628061.3	700209.8	731290.94
Q9NUX5	POT1	40087.95	28198.445	11559.508	18378.69	17860.871	28485.346	23320.791	19827.055	11290.531	14445.182	70112.12	15416.698	14515.88	15424.457	13160.497	0	0	0	0	0	0	0	0	0	0	0	0
Q9NUY8	TBC1D23	54276.91	35664.305	38175.055	23539.777	23166.51	57212.758	24894.666	55000.46	22448.596	23290.61	40828.53	27206.742	41507.457	49533.39	45481.04	0	0	0	0	0	0	0	0	0	0	0	0
Q9NV06	DCAF13	17806.527	14324.072	17881.354	19540.096	20895.5	15530.649	0	15759.43	13406.76	11640.15	15211.434	14654.056	11482.121	10450.0205	13867.546	13351.04	11044.237	24700.484	10816.917	31660.291	9789.895	5676.855	5178.3247	6123.4663	6860.5166	5430.662	0
Q9NV56	MRGBP	31463.738	42757.594	30086.621	60668.74	68064.016	43706.137	52145.875	24716.984	50104.09	21807.65	22691.574	25335.885	18443.072	21615.154	20196.248	56909.65	52873.43	61591.03	58534.46	64976.78	59764.156	45121.418	40335.43	37776.703	40306.543	38272.42	38527.918
Q9NV70	EXOC1	55518.832	56691.695	48698.78	16220.561	14910.617	50037.168	36317.105	54484.9	36184.793	39918.37	49090.43	40284.945	45436.43	43728.06	44002.156	4935.9165	5980.004	4413.992	0	0	0	0	0	0	0	0	0
Q9NV88	INTS9	350510.47	339976.12	349501.28	679832.75	719328.6	382555.53	505804.4	395432.06	513117.6	225912.2	193711.6	236816.78	213050.17	180952.92	207991.22	399761.94	419675.66	443536.0	375232.75	446424.22	496871.7	150763.86	216684.47	189967.58	79178.695	117473.234	41966.52
Q9NVA1	UQCC1	40555.902	42610.3	42870.773	39103.926	42807.99	45519.652	36568.31	43944.117	37338.758	28599.035	29858.465	42453.16	27849.25	30128.709	32429.67	30182.18	12647.406	17141.41	0	11587.873	30602.926	9157.614	24956.445	44855.645	45627.406	46279.523	0
Q9NVA2	SEPTIN11	1368133.8	1416931.8	1408891.4	814009.8	862055.3	2378377.2	1547861.1	2496064.8	1645823.6	1822410.1	1623996.0	1788408.0	1912641.5	1808894.1	1844782.2	1273902.0	1158001.9	1372363.2	767490.56	786089.94	792134.56	839787.8	972959.44	903518.9	1075523.1	1160969.0	961872.5
Q9NVC6	MED17	30431.133	28284.953	28257.037	61650.44	73618.75	13431.518	57877.71	14435.881	58035.98	15355.462	29501.422	34138.562	14579.329	25841.775	23120.77	129476.72	113283.84	163657.88	249578.16	194472.05	227597.36	149716.44	122628.26	75010.47	139978.4	155749.39	150151.72
Q9NVD7	PARVA	14280.826	17002.016	15699.514	10413.941	11268.127	14984.101	11510.026	17705.338	11150.423	13544.104	68487.43	15064.733	13766.854	14257.299	14948.948	14686.529	8839.747	9941.744	9407.202	18147.547	8835.284	22980.414	42428.81	27565.832	46870.02	28394.852	50518.727
Q9NVE7	PANK4	100793.97	109904.42	129509.47	14218.164	39096.723	125009.305	68534.58	104248.836	56613.72	184155.48	142902.5	158480.39	178387.77	186464.88	180205.42	116437.0	102067.72	95339.97	170766.36	150711.56	158782.94	144176.73	150490.7	151385.72	115416.08	198244.78	118466.516
Q9NVG8	TBC1D13	81045.03	94357.56	73102.555	26876.412	21148.715	82691.08	78091.52	72935.414	84030.19	84145.82	87471.45	89886.25	94880.31	78539.8	92711.48	37855.29	0	34841.066	48853.93	0	0	0	0	0	0	0	0
Q9NVH0	EXD2	61247.11	59817.258	61293.395	21661.113	31998.824	56879.703	46577.047	54175.227	45232.516	34264.426	14239.792	9553.311	31119.156	34087.984	15829.127	15468.39	12612.789	13789.502	10053.56	10417.919	9054.94	10212.753	8339.486	9858.031	12052.6045	10798.192	8770.013
Q9NVH1	DNAJC11	18422.465	21432.598	33498.36	20394.732	10684.841	35689.04	28253.672	30390.06	26523.488	12386.654	15262.8955	12900.719	13308.143	28534.367	13263.238	117976.0	114958.0	136808.33	235945.4	206415.67	234339.1	200055.45	207027.28	180802.03	202691.44	195143.11	237795.56
Q9NVH2	INTS7	0	13485.194	13639.3	51696.145	58809.71	13778.321	18285.105	14415.747	40331.742	9069.309	14177.778	0	9882.683	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NVH6	TMLHE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2287.2405	0	0	0	0	0	0	0	0	0
Q9NVI1	FANCI	165986.75	161113.83	159517.94	447662.88	411618.53	206274.78	362241.47	164109.89	350466.62	96689.78	100087.05	108500.82	71133.64	75131.64	84144.125	364745.3	347868.4	376533.8	517562.9	421243.75	504318.94	375487.66	339490.12	330949.4	414064.47	379403.03	420480.62
Q9NVI7	ATAD3A	143153.69	113801.766	142363.19	89035.43	144322.33	176925.89	129175.94	177404.84	148339.48	95067.32	97512.875	93572.336	96754.27	97165.79	108518.14	353571.28	345299.97	440322.38	570122.2	501536.1	491370.44	468049.88	416758.75	462864.8	514087.8	397039.16	457048.75
Q9NVJ2	ARL8B	65728.68	67049.19	74300.71	63187.01	67229.81	65711.32	63675.45	62689.836	62414.254	71997.09	117839.33	81669.44	73335.95	77912.125	80225.266	102929.55	66564.516	102307.875	57638.945	131699.31	141195.34	78809.84	86132.85	107739.33	94651.97	91462.875	90180.64
Q9NVK5	FGFR1OP2	0	0	0	0	0	15791.993	14907.136	14076.85	17140.434	14941.678	0	17621.824	19518.312	18004.326	0	0	11341.797	4899.763	0	0	0	0	0	0	0	0	0
Q9NVM4	PRMT7	203179.95	255219.02	221282.53	191923.1	163827.12	257824.02	216685.78	236886.6	216459.25	188231.72	197736.3	145094.83	184975.39	208984.17	198362.97	64463.484	53361.973	38678.46	66327.69	50446.6	37588.39	0	15882.054	0	0	0	0
Q9NVM6	DNAJC17	0	0	0	6815.9043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NVM9	INTS13	1144203.1	1125930.4	1166508.9	2140622.0	2235039.2	1185559.6	1611645.9	1068468.8	1689536.8	937161.75	744549.1	849021.9	702318.94	710640.9	723488.6	239273.16	251571.22	261572.81	310469.94	320510.88	355651.03	121082.81	141455.17	155318.83	121407.26	107764.53	123418.88
Q9NVN3	RIC8B	14519.323	0	0	0	0	14967.098	0	0	0	9790.289	0	10285.879	13791.327	13267.971	15419.554	15916.147	16759.244	0	11087.168	0	0	0	0	0	15515.4375	14740.512	13899.295
Q9NVN8	GNL3L	51435.594	41389.914	56535.516	54045.293	76172.78	36625.914	65544.18	53945.23	62038.258	0	0	0	21609.885	21633.254	13250.857	53279.53	42463.11	61082.08	51525.94	66443.09	66628.73	58834.383	19343.729	57570.67	44769.406	19980.832	20560.273
Q9NVP1	DDX18	83642.36	79017.98	88959.59	309987.34	271407.25	97949.21	247191.47	109616.8	236979.1	102397.43	121653.54	109042.266	101513.39	78447.43	95416.3	270198.72	411122.78	448033.03	470138.97	882114.1	920863.94	827320.2	758396.5	885401.56	783374.5	812056.9	738941.6
Q9NVP2	ASF1B	39856.418	33940.082	15035.297	56414.125	62053.625	47976.42	66728.63	42554.027	66165.09	26098.555	34111.5	44252.477	29237.238	34975.27	37641.83	48148.258	48470.855	42438.074	57749.547	13393.114	12965.14	0	0	20036.162	0	0	0
Q9NVQ4	FAIM	24971.871	14974.896	15259.487	16868.842	16614.582	28502.379	14635.162	16233.487	15369.006	13571.802	15028.3125	12101.72	16299.443	24012.25	26586.484	0	0	0	0	0	0	0	0	0	0	0	0
Q9NVR0	KLHL11	163492.25	188902.28	207967.22	135282.78	148759.38	157701.42	158907.84	167409.4	121993.69	142443.45	132731.03	148160.61	173431.9	172975.97	135212.05	78677.414	57530.652	53569.883	32140.164	54257.527	48650.652	77343.44	60648.65	95148.19	56276.07	52201.46	58734.688
Q9NVR2	INTS10	186363.25	190798.84	193542.84	562660.3	467274.75	217241.69	419214.78	205894.14	328915.28	106768.29	104618.99	142551.78	93605.375	92387.445	88465.2	34487.855	34351.285	49337.797	41547.76	44865.42	47994.492	0	0	0	6524.029	0	0
Q9NVR5	DNAAF2	166454.48	164701.14	160327.17	85182.08	108276.305	171015.06	118225.72	167981.52	145068.45	166437.88	154883.2	152111.8	156971.75	156666.19	152894.48	100128.68	106606.33	92455.234	77975.266	79070.234	80607.53	164815.66	165836.75	181895.31	122380.42	159214.89	159544.08
Q9NVS2	MRPS18A	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9920.918	12094.069	36858.87	34720.36	38448.977	46422.656	45677.273	53395.5	57841.617	49071.85	54087.78
Q9NVS9	PNPO	43024.414	59032.953	59820.707	77112.55	56659.566	60065.17	70135.34	43763.44	64554.22	43187.457	52086.594	60128.22	48341.54	48017.344	34733.695	28437.463	0	27367.422	32498.514	48503.855	0	0	0	0	35054.562	59071.42	0
Q9NVT9	ARMC1	32045.844	45016.938	42902.47	12168.785	16040.503	65379.06	33572.812	53787.535	41870.58	29990.375	86031.375	43371.82	41434.008	63237.414	44097.1	19649.107	14849.765	19977.523	23063.918	18729.236	18540.21	19627.77	22100.898	23608.307	28510.758	29001.809	26302.998
Q9NVU0	POLR3E	384919.6	355291.2	385734.94	544842.0	527093.75	315948.66	409693.3	324165.7	409139.1	241633.38	249206.16	290339.1	217758.5	215769.0	233968.56	93526.34	131639.88	128879.76	42284.35	110976.48	113716.83	78947.14	77325.08	63713.016	143349.95	88286.19	131332.92
Q9NVU7	SDAD1	31210.422	54084.992	56418.87	141197.0	181727.94	37682.043	114508.82	34969.758	110805.4	9514.751	14386.7705	13855.644	11329.593	0	0	19510.428	15703.878	0	51859.688	58529.36	40296.406	0	22765.518	21402.604	0	14755.54	0
Q9NVV0	TMEM38B	0	0	0	0	0	0	0	0	0	0	14037.424	7946.8906	6539.688	5931.75	0	16644.018	0	15019.006	0	7790.556	9150.106	0	0	0	0	0	0
Q9NVV4	MTPAP	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70754.61	63492.28	61477.05	35128.67	45153.867	46613.39	13831.891	19548.738	80669.54	42747.188	23904.32	65995.57
Q9NVX0	HAUS2	239019.62	169264.7	215038.92	133305.17	147117.92	222864.52	193323.28	170702.3	171934.92	264718.44	246244.36	254668.69	278298.7	245754.67	249886.42	269621.75	266794.6	294789.28	142638.5	134710.66	155230.16	259455.95	256868.36	255918.58	170238.17	254269.25	258809.36
Q9NVX2	NLE1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11452.385	9216.72	9633.081	0	10091.725	0	0	0	0	15716.673	0	10846.404
Q9NVZ3	NECAP2	73293.36	72653.5	79233.805	66742.45	59138.516	88852.75	78894.76	72908.055	76012.26	70583.87	65830.23	57726.484	69694.72	74272.4	69628.7	42323.71	41781.79	53764.574	126803.61	111758.266	151012.2	167430.64	225717.3	194787.14	68322.11	47239.984	212016.62
Q9NW08	POLR3B	230854.78	195207.58	229960.12	449857.22	462727.2	229924.78	336822.12	229267.95	284434.28	114270.08	96419.984	116564.51	98370.85	85172.73	92615.14	66210.2	64357.688	73194.48	99941.61	83099.945	65520.414	65775.66	77551.85	71212.44	67074.7	72050.984	57746.773
Q9NW13	RBM28	0	10145.61	0	49424.633	21392.451	15885.888	40748.832	15292.171	15510.089	0	0	0	0	0	0	250245.3	225318.42	262374.72	374735.66	368320.28	361223.84	428831.44	360923.34	323970.88	370796.16	215847.62	310352.6
Q9NW61	PLEKHJ1	77671.78	68027.33	68072.55	58193.406	78485.55	52870.6	66289.016	64062.035	85100.51	77551.305	61125.91	63775.035	89251.5	16237.738	96540.2	0	2267.1423	0	0	0	0	0	0	0	0	0	0
Q9NW64	RBM22	219557.78	171994.61	157293.48	257118.47	275319.53	202995.1	235428.28	241863.64	336453.94	109231.61	132600.72	120264.46	140754.14	109269.164	112378.59	188601.31	175929.84	170558.67	230433.77	224798.22	230394.47	175588.14	209237.28	157975.16	167125.0	182613.77	180037.56
Q9NW68	BSDC1	51402.25	35567.484	19990.06	27448.984	25768.176	30197.994	38933.598	27776.936	29891.629	44748.445	50526.67	26916.875	53971.93	58334.773	43009.824	0	0	0	0	0	0	0	0	0	0	0	0
Q9NW82	WDR70	523402.38	252497.6	568247.2	722352.44	732768.44	272458.12	605579.6	185807.28	611126.94	142768.08	113315.984	107048.11	126358.805	111548.65	109939.28	17116.371	66367.016	91358.22	146359.83	140228.5	137891.89	43323.824	147073.44	130913.97	55123.027	85208.59	92537.44
Q9NWA0	MED9	66505.72	58933.406	58844.062	98417.07	99752.88	53044.773	69673.48	46125.668	80997.07	61970.24	48236.453	43492.707	46066.848	47211.89	36169.953	58510.777	61142.984	61777.97	35591.3	38745.29	38512.137	29543.453	25702.086	24366.654	15506.32	28480.2	0
Q9NWB6	ARGLU1	0	0	0	12158.395	14588.99	0	10683.102	0	14067.327	0	0	0	0	0	0	9343.772	8118.4746	8297.211	7408.2866	0	0	0	0	0	0	0	0
Q9NWB7	IFT57	55524.07	44232.41	45908.156	34859.6	34280.78	37092.785	45286.836	37669.477	41884.223	32084.883	38160.023	36051.125	30764.572	36986.16	32537.984	42840.914	50494.56	37764.926	32963.38	41764.645	21116.879	15102.161	37449.41	18335.805	20591.236	53425.156	0
Q9NWF9	RNF216	0	0	0	7969.566	10224.8545	0	4505.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NWH9	SLTM	16519.693	16223.704	14654.702	18230.549	18010.484	13924.046	13900.12	0	13108.286	7850.217	12223.825	0	0	0	0	0	0	0	0	0	0	0	14358.009	14813.109	0	13329.797	12466.552
Q9NWK9	ZNHIT6	0	0	0	14476.411	14187.798	0	8865.573	0	7634.0454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NWS0	PIH1D1	556855.94	606019.6	586564.75	313504.75	306730.72	672660.44	431700.56	518278.84	530381.1	770777.0	629001.44	696392.7	715285.44	696024.7	673049.44	1768994.1	1795800.0	1803801.1	2970195.5	2532659.0	2973390.8	2688876.0	3087020.0	3017421.8	3111740.8	2976114.8	3570177.8
Q9NWS6	FAM118A	14706.232	16160.025	17827.416	24146.219	22794.895	17830.186	18855.514	16891.352	17666.223	14604.222	0	0	0	0	15064.997	0	0	0	0	0	0	0	0	0	0	0	0
Q9NWS9	ZNF446	45137.43	46636.996	53189.48	98231.09	102966.79	51826.203	62635.69	47320.24	61979.53	55680.08	51376.906	35995.273	58971.6	61916.484	41790.605	99883.44	102742.57	121909.39	158674.6	137129.22	194257.72	81303.16	75991.19	70763.58	37191.84	38602.25	33596.95
Q9NWT1	PAK1IP1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26028.713	33866.74	30234.139	66457.46	81092.53	47694.035	72613.72	73142.305	52480.164	78021.8	61618.688	58611.117
Q9NWT6	HIF1AN	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39824.33	26170.514	17067.238	51325.027	54048.977	48572.875	29887.064	46220.254	48053.613	52660.305	44867.35	31636.58
Q9NWU2	GID8	146112.23	135472.19	167428.55	153788.75	208609.73	136115.03	184007.72	138844.55	152968.31	144402.34	126085.87	125760.21	148909.6	192822.78	169408.62	183855.66	230704.69	230485.8	416525.78	289340.5	487167.97	337911.9	355026.88	295103.28	259060.11	503100.44	488948.7
Q9NWU5	MRPL22	0	0	0	0	0	0	0	0	0	11177.807	15662.662	0	10970.565	11594.341	9427.68	9076.141	9378.256	9118.643	49251.887	75608.18	85786.66	105424.62	99064.96	86893.95	36305.17	36066.69	102782.41
Q9NWV4	CZIB	0	0	0	0	0	0	0	0	0	0	22078.475	0	6311.1416	0	0	0	0	0	0	0	0	4159.2427	0	7125.827	41356.617	0	0
Q9NWV8	BABAM1	82943.445	119775.34	118928.39	78709.59	89533.09	110648.86	83425.875	69794.77	102973.734	126483.92	92129.24	111117.19	119442.83	136947.45	131820.67	132391.53	137993.34	152435.34	142183.66	149119.23	165382.73	218046.22	203885.97	179303.47	157038.34	170510.48	195216.88
Q9NWW5	CLN6	65003.438	70830.46	67300.68	165349.34	177798.69	15871.334	100923.82	17530.309	103811.62	48951.406	38410.633	26288.258	32989.62	30188.309	23165.125	33364.09	57490.97	53414.32	50653.117	63518.117	63432.26	23763.387	31005.562	25236.684	30058.559	28679.451	24030.535
Q9NWX6	THG1L	70387.734	73838.81	74669.92	66523.484	61805.75	79855.086	68293.41	75765.234	58481.785	41179.96	39464.785	45168.7	73596.266	76912.11	75934.19	0	0	0	0	0	0	0	0	0	0	0	0
Q9NWY4	HPF1	27016.047	26348.762	11850.713	31502.596	29911.852	29853.217	29546.701	26119.16	32389.344	0	17820.398	4448.307	0	0	0	37585.07	0	0	45972.203	37309.37	52304.246	0	23137.648	13750.263	38288.46	0	0
Q9NWZ5	UCKL1	270909.03	298671.78	267560.9	258515.05	203450.06	211955.77	198200.9	224012.3	199672.28	198132.95	207077.28	256412.52	266359.7	208454.69	216636.06	137709.4	159102.0	154044.66	129123.88	114457.125	164191.6	161160.9	198748.3	171470.44	83835.484	119427.26	84727.61
Q9NWZ8	GEMIN8	61636.418	82677.36	75430.2	213367.03	215348.05	45436.625	140228.98	47125.14	142100.75	78194.53	81168.445	46365.227	70058.9	59525.766	77209.83	86466.64	101275.19	96563.64	77240.945	92428.83	72562.74	58390.457	48498.465	45965.07	39595.363	49063.098	47580.773
Q9NX01	TXNL4B	94629.734	117298.555	121621.15	146691.75	155340.98	134272.92	142762.4	118724.37	137372.05	107926.45	89809.02	121725.17	108808.75	138782.38	145720.83	61575.055	66774.01	52584.87	66214.08	56501.695	50841.44	52480.207	26444.568	32693.262	27784.678	34603.473	29300.748
Q9NX04	AIRIM	19228.805	17413.566	0	0	0	18327.758	0	17193.15	0	0	16904.697	14468.332	15859.595	16201.202	16176.663	7659.084	0	0	3341.0618	0	0	0	0	0	0	0	0
Q9NX08	COMMD8	39062.32	38003.45	46126.668	20841.186	19361.783	37611.72	37795.76	40746.742	31336.34	37526.832	18792.438	23575.791	44435.082	26842.46	36490.875	89352.234	99739.55	62326.836	57809.914	60208.125	51952.465	0	23429.25	37594.793	138350.34	141362.47	133488.03
Q9NX20	MRPL16	0	0	0	0	0	0	0	0	5247.9414	6247.5464	10793.6	9252.529	0	0	0	15637.145	0	19170.82	31557.45	33158.39	44488.977	58549.684	68743.42	60696.953	43424.758	76680.83	58506.797
Q9NX24	NHP2	52315.03	54635.453	52786.22	75124.31	74040.234	46520.43	56443.57	48235.965	52519.688	0	42818.03	21028.459	17507.623	0	18208.828	37189.273	28819.447	36913.11	68576.14	66243.72	62533.08	57548.914	62747.727	59647.71	67757.16	64660.98	69026.13
Q9NX38	ABITRAM	0	0	0	6945.4375	7000.912	0	4592.007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NX40	OCIAD1	20482.559	23595.457	20762.65	19137.203	18521.014	22292.781	21185.93	17893.227	23070.371	18587.488	23004.621	14346.231	15708.218	18831.754	18112.088	41579.3	26521.482	45804.598	15090.534	36776.715	30108.842	21322.521	28386.588	46039.71	53683.992	58975.234	31607.91
Q9NX46	ADPRS	0	5082.5825	0	0	0	0	0	0	9381.103	0	8979.7	4920.539	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NX55	HYPK	120156.695	114905.29	97247.24	43962.844	42660.54	91658.46	69501.94	94117.63	79969.24	123682.625	86932.31	75959.836	117930.27	133302.94	123037.195	41639.418	32203.168	35144.668	42196.21	33742.414	39503.625	66908.98	51920.203	68122.78	84711.66	65260.086	75162.75
Q9NX58	LYAR	135579.31	122625.25	143443.67	210315.16	198875.44	117196.875	173489.19	133337.9	174930.1	109941.66	145681.19	122805.73	101723.85	83108.266	98669.19	308699.78	304429.56	325302.4	354070.3	391624.9	397209.4	387175.12	399508.2	383152.8	395993.53	350055.3	365546.8
Q9NX63	CHCHD3	0	24490.057	0	0	47938.844	27182.404	25915.914	28727.81	24372.062	0	29716.04	0	0	0	0	55723.36	43693.383	66883.64	56659.836	48432.89	56457.8	37646.42	30780.748	63666.375	54095.875	51250.71	31236.81
Q9NX70	MED29	56404.7	29607.887	57413.625	58812.867	49107.46	30019.953	74695.7	32641.607	49875.91	42322.867	15227.58	21279.736	39640.645	38748.105	20020.918	81069.766	67162.914	69649.12	55392.49	59560.5	54213.11	33481.0	36721.07	47116.848	66283.27	62296.086	40621.484
Q9NX74	DUS2	116818.78	112013.15	100702.29	198356.75	201168.38	155526.31	145744.53	97939.73	189252.38	108009.375	85016.39	82321.305	62939.316	98585.164	56664.297	79229.34	65791.22	32161.61	69328.16	107825.2	63130.055	0	20839.145	11014.214	0	0	8420.873
Q9NXC5	MIOS	60596.73	66004.0	66697.7	46275.684	38344.027	67161.42	63374.56	71040.664	42145.754	35041.336	47357.445	38110.04	27026.521	29754.84	45656.383	60306.97	67914.54	41850.125	103611.414	77323.47	105836.34	111294.83	146737.05	101375.94	127859.086	91589.02	119012.22
Q9NXD2	MTMR10	20565.63	5483.554	0	0	0	234044.12	131499.27	248050.55	147451.6	0	0	6534.047	12171.953	10101.104	4113.7227	0	0	0	0	0	0	0	0	0	0	0	0
Q9NXE4	SMPD4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39273.15	28683.69	31937.402	22976.057	36738.86	29172.594	0	28215.674	25054.773	7768.181	52132.203	33235.62
Q9NXE8	CWC25	13463.144	13352.438	13708.702	49475.508	51885.86	42539.02	18020.54	38681.04	41910.938	0	8915.698	13051.331	7125.571	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NXF1	TEX10	27561.756	41557.656	0	90477.98	72119.516	40753.793	97333.35	32642.596	84357.51	17402.205	45871.7	33834.94	30380.309	33517.0	8914.757	128520.83	235689.64	81891.19	153693.86	151225.38	80974.27	96486.2	46279.35	103998.766	78620.63	56683.617	97704.266
Q9NXF7	DCAF16	17185.168	18769.148	10471.832	22463.55	49752.086	16502.209	21394.69	16921.307	18237.408	0	0	0	15646.802	15882.779	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NXG2	THUMPD1	15484.705	17214.85	13092.009	42546.375	46732.89	16244.118	37993.633	52646.727	35900.56	5846.5625	11850.078	0	5255.6147	5558.939	0	0	0	0	0	0	0	0	0	0	0	0	0
Q9NXH9	TRMT1	177377.0	165265.27	153978.1	287973.6	328481.28	157598.44	263786.1	124778.66	201370.69	117720.164	145828.86	122528.33	115809.09	118272.89	76392.58	53467.86	58020.453	43059.527	45518.22	47301.844	54312.98	43638.535	39409.523	43026.836	75240.6	19411.238	39272.28
Q9NXL9	MCM9	39512.59	50702.492	39657.69	34662.46	59405.777	35211.582	73040.33	39204.797	15038.773	18855.498	18193.094	20786.258	19632.57	18939.902	20354.02	0	0	0	0	0	0	0	0	0	0	0	0
Q9NXN4	GDAP2	16183.524	15718.27	26222.605	0	13655.232	46798.957	14124.341	28330.738	0	39255.63	33498.63	46061.004	40086.01	21716.283	22612.344	12125.854	0	0	0	0	0	14515.055	0	14396.151	11678.991	0	11578.716
