organism	method	version	experiment no	experiment
human	singleStep	version2.0	experiment668	CC668
human	singleStep	version2.0	experiment669	CC669
human	singleStep	version2.0	experiment67	CC67
human	singleStep	version2.0	experiment670	CC670
human	singleStep	version2.0	experiment671	CC671
human	singleStep	version2.0	experiment672	CC672
human	singleStep	version2.0	experiment673	CC673
human	singleStep	version2.0	experiment674	CC674
human	singleStep	version2.0	experiment675	CC675
human	singleStep	version2.0	experiment676	CC676
human	singleStep	version2.0	experiment677	CC677
human	singleStep	version2.0	experiment678	CC678
human	singleStep	version2.0	experiment679	CC679
human	singleStep	version2.0	experiment68	CC68
human	singleStep	version2.0	experiment680	CC680
human	singleStep	version2.0	experiment681	CC681
human	singleStep	version2.0	experiment682	CC682
human	singleStep	version2.0	experiment683	CC683
human	singleStep	version2.0	experiment684	CC684
human	singleStep	version2.0	experiment685	CC685
human	singleStep	version2.0	experiment686	CC686
human	singleStep	version2.0	experiment687	CC687
human	singleStep	version2.0	experiment688	CC688
human	singleStep	version2.0	experiment689	CC689
human	singleStep	version2.0	experiment69	CC69
human	singleStep	version2.0	experiment690	CC690
human	singleStep	version2.0	experiment691	CC691
human	singleStep	version2.0	experiment7	CC7
human	singleStep	version2.0	experiment70	CC70
human	singleStep	version2.0	experiment71	CC71
human	singleStep	version2.0	experiment72	CC72
human	singleStep	version2.0	experiment73	CC73
human	singleStep	version2.0	experiment74	CC74
human	singleStep	version2.0	experiment75	CC75
human	singleStep	version2.0	experiment76	CC76
human	singleStep	version2.0	experiment773	CC773
human	singleStep	version2.0	experiment774	CC774
human	singleStep	version2.0	experiment775	CC775
human	singleStep	version2.0	experiment776	CC776
human	singleStep	version2.0	experiment777	CC777
human	singleStep	version2.0	experiment778	CC778
human	singleStep	version2.0	experiment779	CC779
human	singleStep	version2.0	experiment78	CC78
human	singleStep	version2.0	experiment780	CC780
human	singleStep	version2.0	experiment781	CC781
human	singleStep	version2.0	experiment782	CC782
human	singleStep	version2.0	experiment783	CC783
human	singleStep	version2.0	experiment784	CC784
human	singleStep	version2.0	experiment785	CC785
human	singleStep	version2.0	experiment786	CC786
human	singleStep	version2.0	experiment787	CC787
human	singleStep	version2.0	experiment788	CC788
human	singleStep	version2.0	experiment789	CC789
human	singleStep	version2.0	experiment79	CC79
human	singleStep	version2.0	experiment790	CC790
human	singleStep	version2.0	experiment791	CC791
human	singleStep	version2.0	experiment792	CC792
human	singleStep	version2.0	experiment793	CC793
human	singleStep	version2.0	experiment794	CC794
human	singleStep	version2.0	experiment795	CC795
human	singleStep	version2.0	experiment796	CC796
human	singleStep	version2.0	experiment797	CC797
human	singleStep	version2.0	experiment798	CC798
human	singleStep	version2.0	experiment799	CC799
human	singleStep	version2.0	experiment8	CC8
human	singleStep	version2.0	experiment80	CC80
human	singleStep	version2.0	experiment800	CC800
human	singleStep	version2.0	experiment801	CC801
human	singleStep	version2.0	experiment81	CC81
human	singleStep	version2.0	experiment82	CC82
human	singleStep	version2.0	experiment831	CC831
human	singleStep	version2.0	experiment832	CC832
human	singleStep	version2.0	experiment833	CC833
human	singleStep	version2.0	experiment834	CC834
human	singleStep	version2.0	experiment835	CC835
human	singleStep	version2.0	experiment836	CC836
human	singleStep	version2.0	experiment837	CC837
human	singleStep	version2.0	experiment838	CC838
human	singleStep	version2.0	experiment839	CC839
human	singleStep	version2.0	experiment840	CC840
human	singleStep	version2.0	experiment841	CC841
human	singleStep	version2.0	experiment842	CC842
human	singleStep	version2.0	experiment843	CC843
human	singleStep	version2.0	experiment844	CC844
human	singleStep	version2.0	experiment845	CC845
human	singleStep	version2.0	experiment846	CC846
human	singleStep	version2.0	experiment847	CC847
human	singleStep	version2.0	experiment848	CC848
human	singleStep	version2.0	experiment849	CC849
human	singleStep	version2.0	experiment850	CC850
human	singleStep	version2.0	experiment851	CC851
human	singleStep	version2.0	experiment852	CC852
human	singleStep	version2.0	experiment853	CC853
human	singleStep	version2.0	experiment854	CC854
human	singleStep	version2.0	experiment855	CC855
human	singleStep	version2.0	experiment856	CC856
human	singleStep	version2.0	experiment857	CC857
human	singleStep	version2.0	experiment858	CC858
human	singleStep	version2.0	experiment89	CC89
human	singleStep	version2.0	experiment9	CC9
human	singleStep	version2.0	experiment90	CC90
human	singleStep	version2.0	experiment91	CC91
human	singleStep	version2.0	experiment92	CC92
human	singleStep	version2.0	experiment93	CC93
human	singleStep	version2.0	experiment94	CC94
human	singleStep	version2.0	experiment96	CC96
human	singleStep	version2.0	experiment97	CC97
human	singleStep	version2.0	experiment98	CC98
human	singleStep	version2.0	experiment99	CC99
human	tandem	version1.0	experiment1	CC1
human	tandem	version1.0	experiment10	CC10
human	tandem	version1.0	experiment100	CC100
human	tandem	version1.0	experiment101	CC101
human	tandem	version1.0	experiment102	CC102
human	tandem	version1.0	experiment1020	CC1020
human	tandem	version1.0	experiment1021	CC1021
human	tandem	version1.0	experiment1022	CC1022
human	tandem	version1.0	experiment1023	CC1023
human	tandem	version1.0	experiment1024	CC1024
human	tandem	version1.0	experiment1025	CC1025
human	tandem	version1.0	experiment1026	CC1026
human	tandem	version1.0	experiment1027	CC1027
human	tandem	version1.0	experiment1028	CC1028
human	tandem	version1.0	experiment1029	CC1029
human	tandem	version1.0	experiment103	CC103
human	tandem	version1.0	experiment1030	CC1030
human	tandem	version1.0	experiment1031	CC1031
human	tandem	version1.0	experiment1032	CC1032
human	tandem	version1.0	experiment1033	CC1033
human	tandem	version1.0	experiment1034	CC1034
human	tandem	version1.0	experiment1035	CC1035
human	tandem	version1.0	experiment1036	CC1036
human	tandem	version1.0	experiment1037	CC1037
human	tandem	version1.0	experiment1038	CC1038
human	tandem	version1.0	experiment1039	CC1039
human	tandem	version1.0	experiment104	CC104
human	tandem	version1.0	experiment1040	CC1040
human	tandem	version1.0	experiment1041	CC1041
human	tandem	version1.0	experiment1042	CC1042
human	tandem	version1.0	experiment1043	CC1043
human	tandem	version1.0	experiment1044	CC1044
human	tandem	version1.0	experiment1045	CC1045
human	tandem	version1.0	experiment1046	CC1046
human	tandem	version1.0	experiment1047	CC1047
human	tandem	version1.0	experiment1048	CC1048
human	tandem	version1.0	experiment1049	CC1049
human	tandem	version1.0	experiment105	CC105
human	tandem	version1.0	experiment1050	CC1050
human	tandem	version1.0	experiment1051	CC1051
human	tandem	version1.0	experiment1052	CC1052
human	tandem	version1.0	experiment1053	CC1053
human	tandem	version1.0	experiment1054	CC1054
human	tandem	version1.0	experiment1055	CC1055
human	tandem	version1.0	experiment1056	CC1056
human	tandem	version1.0	experiment1057	CC1057
human	tandem	version1.0	experiment1058	CC1058
human	tandem	version1.0	experiment1059	CC1059
human	tandem	version1.0	experiment106	CC106
human	tandem	version1.0	experiment1060	CC1060
human	tandem	version1.0	experiment1061	CC1061
human	tandem	version1.0	experiment1062	CC1062
human	tandem	version1.0	experiment1063	CC1063
human	tandem	version1.0	experiment1064	CC1064
human	tandem	version1.0	experiment1066	CC1066
human	tandem	version1.0	experiment1067	CC1067
human	tandem	version1.0	experiment1068	CC1068
human	tandem	version1.0	experiment1069	CC1069
human	tandem	version1.0	experiment107	CC107
human	tandem	version1.0	experiment1070	CC1070
human	tandem	version1.0	experiment1071	CC1071
human	tandem	version1.0	experiment1072	CC1072
human	tandem	version1.0	experiment1073	CC1073
human	tandem	version1.0	experiment1074	CC1074
human	tandem	version1.0	experiment1075	CC1075
human	tandem	version1.0	experiment1076	CC1076
human	tandem	version1.0	experiment1077	CC1077
human	tandem	version1.0	experiment1078	CC1078
human	tandem	version1.0	experiment1079	CC1079
human	tandem	version1.0	experiment108	CC108
human	tandem	version1.0	experiment1080	CC1080
human	tandem	version1.0	experiment1081	CC1081
human	tandem	version1.0	experiment1082	CC1082
human	tandem	version1.0	experiment1083	CC1083
human	tandem	version1.0	experiment1084	CC1084
human	tandem	version1.0	experiment1085	CC1085
human	tandem	version1.0	experiment1086	CC1086
human	tandem	version1.0	experiment1087	CC1087
human	tandem	version1.0	experiment1088	CC1088
human	tandem	version1.0	experiment1089	CC1089
human	tandem	version1.0	experiment109	CC109
human	tandem	version1.0	experiment1090	CC1090
human	tandem	version1.0	experiment1091	CC1091
human	tandem	version1.0	experiment1092	CC1092
human	tandem	version1.0	experiment1093	CC1093
human	tandem	version1.0	experiment1094	CC1094
human	tandem	version1.0	experiment1095	CC1095
human	tandem	version1.0	experiment1096	CC1096
human	tandem	version1.0	experiment1097	CC1097
human	tandem	version1.0	experiment1098	CC1098
human	tandem	version1.0	experiment1099	CC1099
human	tandem	version1.0	experiment11	CC11
human	tandem	version1.0	experiment110	CC110
human	tandem	version1.0	experiment1100	CC1100
human	tandem	version1.0	experiment1101	CC1101
human	tandem	version1.0	experiment1102	CC1102
human	tandem	version1.0	experiment1103	CC1103
human	tandem	version1.0	experiment1104	CC1104
human	tandem	version1.0	experiment1105	CC1105
human	tandem	version1.0	experiment1106	CC1106
human	tandem	version1.0	experiment1107	CC1107
human	tandem	version1.0	experiment1108	CC1108
human	tandem	version1.0	experiment1109	CC1109
human	tandem	version1.0	experiment111	CC111
human	tandem	version1.0	experiment1110	CC1110
human	tandem	version1.0	experiment1111	CC1111
human	tandem	version1.0	experiment1112	CC1112
human	tandem	version1.0	experiment1113	CC1113
human	tandem	version1.0	experiment1114	CC1114
human	tandem	version1.0	experiment1115	CC1115
human	tandem	version1.0	experiment1116	CC1116
human	tandem	version1.0	experiment1117	CC1117
human	tandem	version1.0	experiment1118	CC1118
human	tandem	version1.0	experiment1119	CC1119
human	tandem	version1.0	experiment112	CC112
human	tandem	version1.0	experiment1120	CC1120
human	tandem	version1.0	experiment1121	CC1121
human	tandem	version1.0	experiment1122	CC1122
human	tandem	version1.0	experiment1123	CC1123
human	tandem	version1.0	experiment1124	CC1124
human	tandem	version1.0	experiment1125	CC1125
human	tandem	version1.0	experiment1126	CC1126
human	tandem	version1.0	experiment1127	CC1127
human	tandem	version1.0	experiment1128	CC1128
human	tandem	version1.0	experiment1129	CC1129
human	tandem	version1.0	experiment113	CC113
human	tandem	version1.0	experiment1130	CC1130
human	tandem	version1.0	experiment1131	CC1131
human	tandem	version1.0	experiment1132	CC1132
human	tandem	version1.0	experiment1133	CC1133
human	tandem	version1.0	experiment1134	CC1134
human	tandem	version1.0	experiment1135	CC1135
human	tandem	version1.0	experiment1136	CC1136
human	tandem	version1.0	experiment1137	CC1137
human	tandem	version1.0	experiment1138	CC1138
human	tandem	version1.0	experiment1139	CC1139
human	tandem	version1.0	experiment114	CC114
human	tandem	version1.0	experiment1140	CC1140
human	tandem	version1.0	experiment1141	CC1141
human	tandem	version1.0	experiment1142	CC1142
human	tandem	version1.0	experiment1143	CC1143
human	tandem	version1.0	experiment1144	CC1144
human	tandem	version1.0	experiment1145	CC1145
human	tandem	version1.0	experiment1146	CC1146
human	tandem	version1.0	experiment1147	CC1147
human	tandem	version1.0	experiment1148	CC1148
human	tandem	version1.0	experiment1149	CC1149
human	tandem	version1.0	experiment115	CC115
human	tandem	version1.0	experiment1150	CC1150
human	tandem	version1.0	experiment1151	CC1151
human	tandem	version1.0	experiment1152	CC1152
human	tandem	version1.0	experiment1153	CC1153
human	tandem	version1.0	experiment1154	CC1154
human	tandem	version1.0	experiment1155	CC1155
human	tandem	version1.0	experiment1156	CC1156
human	tandem	version1.0	experiment1157	CC1157
human	tandem	version1.0	experiment1158	CC1158
human	tandem	version1.0	experiment1159	CC1159
human	tandem	version1.0	experiment1160	CC1160
human	tandem	version1.0	experiment1161	CC1161
human	tandem	version1.0	experiment1162	CC1162
human	tandem	version1.0	experiment1163	CC1163
human	tandem	version1.0	experiment1164	CC1164
human	tandem	version1.0	experiment1165	CC1165
human	tandem	version1.0	experiment1166	CC1166
