organism	method	version	experiment no	experiment
human	bioid	version1.0	experiment1	CC1
human	bioid	version1.0	experiment10	CC10
human	bioid	version1.0	experiment100	CC100
human	bioid	version1.0	experiment101	CC101
human	bioid	version1.0	experiment102	CC102
human	bioid	version1.0	experiment1020	CC1020
human	bioid	version1.0	experiment1021	CC1021
human	bioid	version1.0	experiment1022	CC1022
human	bioid	version1.0	experiment1023	CC1023
human	bioid	version1.0	experiment1024	CC1024
human	bioid	version1.0	experiment1025	CC1025
human	bioid	version1.0	experiment1026	CC1026
human	bioid	version1.0	experiment1027	CC1027
human	bioid	version1.0	experiment1028	CC1028
human	bioid	version1.0	experiment1029	CC1029
human	bioid	version1.0	experiment103	CC103
human	bioid	version1.0	experiment1030	CC1030
human	bioid	version1.0	experiment1031	CC1031
human	bioid	version1.0	experiment1032	CC1032
human	bioid	version1.0	experiment1033	CC1033
human	bioid	version1.0	experiment1034	CC1034
human	bioid	version1.0	experiment1035	CC1035
human	bioid	version1.0	experiment1036	CC1036
human	bioid	version1.0	experiment1037	CC1037
human	bioid	version1.0	experiment1038	CC1038
human	bioid	version1.0	experiment1039	CC1039
human	bioid	version1.0	experiment104	CC104
human	bioid	version1.0	experiment1040	CC1040
human	bioid	version1.0	experiment1041	CC1041
human	bioid	version1.0	experiment1042	CC1042
human	bioid	version1.0	experiment1043	CC1043
human	bioid	version1.0	experiment1044	CC1044
human	bioid	version1.0	experiment1045	CC1045
human	bioid	version1.0	experiment1046	CC1046
human	bioid	version1.0	experiment1047	CC1047
human	bioid	version1.0	experiment1048	CC1048
human	bioid	version1.0	experiment1049	CC1049
human	bioid	version1.0	experiment105	CC105
human	bioid	version1.0	experiment1050	CC1050
human	bioid	version1.0	experiment1051	CC1051
human	bioid	version1.0	experiment1052	CC1052
human	bioid	version1.0	experiment1053	CC1053
human	bioid	version1.0	experiment1054	CC1054
human	bioid	version1.0	experiment1055	CC1055
human	bioid	version1.0	experiment1056	CC1056
human	bioid	version1.0	experiment1057	CC1057
human	bioid	version1.0	experiment1058	CC1058
human	bioid	version1.0	experiment1059	CC1059
human	bioid	version1.0	experiment106	CC106
human	bioid	version1.0	experiment1060	CC1060
human	bioid	version1.0	experiment1061	CC1061
human	bioid	version1.0	experiment1062	CC1062
human	bioid	version1.0	experiment1063	CC1063
human	bioid	version1.0	experiment1064	CC1064
human	bioid	version1.0	experiment1066	CC1066
human	bioid	version1.0	experiment1067	CC1067
human	bioid	version1.0	experiment1068	CC1068
human	bioid	version1.0	experiment1069	CC1069
human	bioid	version1.0	experiment107	CC107
human	bioid	version1.0	experiment1070	CC1070
human	bioid	version1.0	experiment1071	CC1071
human	bioid	version1.0	experiment1072	CC1072
human	bioid	version1.0	experiment1073	CC1073
human	bioid	version1.0	experiment1074	CC1074
human	bioid	version1.0	experiment1075	CC1075
human	bioid	version1.0	experiment1076	CC1076
human	bioid	version1.0	experiment1077	CC1077
human	bioid	version1.0	experiment1078	CC1078
human	bioid	version1.0	experiment1079	CC1079
human	bioid	version1.0	experiment108	CC108
human	bioid	version1.0	experiment1080	CC1080
human	bioid	version1.0	experiment1081	CC1081
human	bioid	version1.0	experiment1083	CC1083
human	bioid	version1.0	experiment1084	CC1084
human	bioid	version1.0	experiment1085	CC1085
human	bioid	version1.0	experiment1086	CC1086
human	bioid	version1.0	experiment1087	CC1087
human	bioid	version1.0	experiment1088	CC1088
human	bioid	version1.0	experiment1089	CC1089
human	bioid	version1.0	experiment109	CC109
human	bioid	version1.0	experiment1090	CC1090
human	bioid	version1.0	experiment1091	CC1091
human	bioid	version1.0	experiment1092	CC1092
human	bioid	version1.0	experiment1093	CC1093
human	bioid	version1.0	experiment1094	CC1094
human	bioid	version1.0	experiment1095	CC1095
human	bioid	version1.0	experiment1096	CC1096
human	bioid	version1.0	experiment1097	CC1097
human	bioid	version1.0	experiment1098	CC1098
human	bioid	version1.0	experiment1099	CC1099
human	bioid	version1.0	experiment11	CC11
human	bioid	version1.0	experiment110	CC110
human	bioid	version1.0	experiment1100	CC1100
human	bioid	version1.0	experiment1101	CC1101
human	bioid	version1.0	experiment1102	CC1102
human	bioid	version1.0	experiment1103	CC1103
human	bioid	version1.0	experiment1104	CC1104
human	bioid	version1.0	experiment1105	CC1105
human	bioid	version1.0	experiment1106	CC1106
human	bioid	version1.0	experiment1107	CC1107
human	bioid	version1.0	experiment1108	CC1108
human	bioid	version1.0	experiment1109	CC1109
human	bioid	version1.0	experiment111	CC111
human	bioid	version1.0	experiment1110	CC1110
human	bioid	version1.0	experiment1111	CC1111
human	bioid	version1.0	experiment1112	CC1112
human	bioid	version1.0	experiment1113	CC1113
human	bioid	version1.0	experiment1114	CC1114
human	bioid	version1.0	experiment1115	CC1115
human	bioid	version1.0	experiment1116	CC1116
human	bioid	version1.0	experiment1117	CC1117
human	bioid	version1.0	experiment1118	CC1118
human	bioid	version1.0	experiment1119	CC1119
human	bioid	version1.0	experiment112	CC112
human	bioid	version1.0	experiment1120	CC1120
human	bioid	version1.0	experiment1121	CC1121
human	bioid	version1.0	experiment1122	CC1122
human	bioid	version1.0	experiment1123	CC1123
human	bioid	version1.0	experiment1124	CC1124
human	bioid	version1.0	experiment1125	CC1125
human	bioid	version1.0	experiment1126	CC1126
human	bioid	version1.0	experiment1127	CC1127
human	bioid	version1.0	experiment1128	CC1128
human	bioid	version1.0	experiment1129	CC1129
human	bioid	version1.0	experiment113	CC113
human	bioid	version1.0	experiment1130	CC1130
human	bioid	version1.0	experiment1131	CC1131
human	bioid	version1.0	experiment1132	CC1132
human	bioid	version1.0	experiment1133	CC1133
human	bioid	version1.0	experiment1134	CC1134
human	bioid	version1.0	experiment1135	CC1135
human	bioid	version1.0	experiment1136	CC1136
human	bioid	version1.0	experiment1137	CC1137
human	bioid	version1.0	experiment1138	CC1138
human	bioid	version1.0	experiment1139	CC1139
human	bioid	version1.0	experiment114	CC114
human	bioid	version1.0	experiment1140	CC1140
human	bioid	version1.0	experiment1141	CC1141
human	bioid	version1.0	experiment1142	CC1142
human	bioid	version1.0	experiment1143	CC1143
human	bioid	version1.0	experiment1144	CC1144
human	bioid	version1.0	experiment1145	CC1145
human	bioid	version1.0	experiment1146	CC1146
human	bioid	version1.0	experiment1147	CC1147
human	bioid	version1.0	experiment1148	CC1148
human	bioid	version1.0	experiment1149	CC1149
human	bioid	version1.0	experiment115	CC115
human	bioid	version1.0	experiment1150	CC1150
human	bioid	version1.0	experiment1151	CC1151
human	bioid	version1.0	experiment1152	CC1152
human	bioid	version1.0	experiment1153	CC1153
human	bioid	version1.0	experiment1154	CC1154
human	bioid	version1.0	experiment1155	CC1155
human	bioid	version1.0	experiment1156	CC1156
human	bioid	version1.0	experiment1157	CC1157
human	bioid	version1.0	experiment1158	CC1158
human	bioid	version1.0	experiment1159	CC1159
human	bioid	version1.0	experiment1160	CC1160
human	bioid	version1.0	experiment1161	CC1161
human	bioid	version1.0	experiment1162	CC1162
human	bioid	version1.0	experiment1163	CC1163
human	bioid	version1.0	experiment1164	CC1164
human	bioid	version1.0	experiment1165	CC1165
human	bioid	version1.0	experiment1166	CC1166
human	bioid	version1.0	experiment1167	CC1167
human	bioid	version1.0	experiment1168	CC1168
human	bioid	version1.0	experiment1169	CC1169
human	bioid	version1.0	experiment117	CC117
human	bioid	version1.0	experiment1170	CC1170
human	bioid	version1.0	experiment1171	CC1171
human	bioid	version1.0	experiment1172	CC1172
human	bioid	version1.0	experiment1174	CC1174
human	bioid	version1.0	experiment1175	CC1175
human	bioid	version1.0	experiment1176	CC1176
human	bioid	version1.0	experiment1177	CC1177
human	bioid	version1.0	experiment1178	CC1178
human	bioid	version1.0	experiment1179	CC1179
human	bioid	version1.0	experiment118	CC118
human	bioid	version1.0	experiment1180	CC1180
human	bioid	version1.0	experiment1181	CC1181
human	bioid	version1.0	experiment1182	CC1182
human	bioid	version1.0	experiment1183	CC1183
human	bioid	version1.0	experiment1184	CC1184
human	bioid	version1.0	experiment1185	CC1185
human	bioid	version1.0	experiment119	CC119
human	bioid	version1.0	experiment12	CC12
human	bioid	version1.0	experiment120	CC120
human	bioid	version1.0	experiment121	CC121
human	bioid	version1.0	experiment122	CC122
human	bioid	version1.0	experiment123	CC123
human	bioid	version1.0	experiment124	CC124
human	bioid	version1.0	experiment128	CC128
human	bioid	version1.0	experiment129	CC129
human	bioid	version1.0	experiment13	CC13
human	bioid	version1.0	experiment130	CC130
human	bioid	version1.0	experiment131	CC131
human	bioid	version1.0	experiment135	CC135
human	bioid	version1.0	experiment136	CC136
human	bioid	version1.0	experiment137	CC137
human	bioid	version1.0	experiment138	CC138
human	bioid	version1.0	experiment139	CC139
human	bioid	version1.0	experiment14	CC14
human	bioid	version1.0	experiment140	CC140
human	bioid	version1.0	experiment141	CC141
human	bioid	version1.0	experiment142	CC142
human	bioid	version1.0	experiment147	CC147
human	bioid	version1.0	experiment148	CC148
human	bioid	version1.0	experiment15	CC15
human	bioid	version1.0	experiment154	CC154
human	bioid	version1.0	experiment156	CC156
human	bioid	version1.0	experiment157	CC157
human	bioid	version1.0	experiment158	CC158
human	bioid	version1.0	experiment159	CC159
human	bioid	version1.0	experiment16	CC16
human	bioid	version1.0	experiment160	CC160
human	bioid	version1.0	experiment161	CC161
human	bioid	version1.0	experiment162	CC162
human	bioid	version1.0	experiment163	CC163
human	bioid	version1.0	experiment164	CC164
human	bioid	version1.0	experiment165	CC165
human	bioid	version1.0	experiment166	CC166
human	bioid	version1.0	experiment167	CC167
human	bioid	version1.0	experiment168	CC168
human	bioid	version1.0	experiment169	CC169
human	bioid	version1.0	experiment17	CC17
human	bioid	version1.0	experiment170	CC170
human	bioid	version1.0	experiment171	CC171
human	bioid	version1.0	experiment172	CC172
human	bioid	version1.0	experiment173	CC173
human	bioid	version1.0	experiment174	CC174
human	bioid	version1.0	experiment175	CC175
human	bioid	version1.0	experiment176	CC176
human	bioid	version1.0	experiment177	CC177
human	bioid	version1.0	experiment178	CC178
human	bioid	version1.0	experiment179	CC179
human	bioid	version1.0	experiment18	CC18
human	bioid	version1.0	experiment180	CC180
human	bioid	version1.0	experiment181	CC181
human	bioid	version1.0	experiment182	CC182
human	bioid	version1.0	experiment183	CC183
human	bioid	version1.0	experiment184	CC184
human	bioid	version1.0	experiment185	CC185
human	bioid	version1.0	experiment186	CC186
human	bioid	version1.0	experiment187	CC187
human	bioid	version1.0	experiment188	CC188
human	bioid	version1.0	experiment189	CC189
human	bioid	version1.0	experiment19	CC19
human	bioid	version1.0	experiment190	CC190
human	bioid	version1.0	experiment191	CC191
human	bioid	version1.0	experiment192	CC192
human	bioid	version1.0	experiment193	CC193
human	bioid	version1.0	experiment194	CC194
human	bioid	version1.0	experiment195	CC195
human	bioid	version1.0	experiment196	CC196
human	bioid	version1.0	experiment197	CC197
human	bioid	version1.0	experiment198	CC198
human	bioid	version1.0	experiment199	CC199
human	bioid	version1.0	experiment2	CC2
human	bioid	version1.0	experiment20	CC20
human	bioid	version1.0	experiment200	CC200
human	bioid	version1.0	experiment201	CC201
human	bioid	version1.0	experiment202	CC202
human	bioid	version1.0	experiment203	CC203
human	bioid	version1.0	experiment204	CC204
human	bioid	version1.0	experiment205	CC205
human	bioid	version1.0	experiment206	CC206
human	bioid	version1.0	experiment207	CC207
human	bioid	version1.0	experiment208	CC208
human	bioid	version1.0	experiment21	CC21
human	bioid	version1.0	experiment22	CC22
human	bioid	version1.0	experiment224	CC224
human	bioid	version1.0	experiment225	CC225
human	bioid	version1.0	experiment226	CC226
human	bioid	version1.0	experiment227	CC227
human	bioid	version1.0	experiment228	CC228
human	bioid	version1.0	experiment229	CC229
human	bioid	version1.0	experiment23	CC23
human	bioid	version1.0	experiment230	CC230
human	bioid	version1.0	experiment232	CC232
human	bioid	version1.0	experiment233	CC233
human	bioid	version1.0	experiment234	CC234
human	bioid	version1.0	experiment235	CC235
human	bioid	version1.0	experiment236	CC236
human	bioid	version1.0	experiment237	CC237
human	bioid	version1.0	experiment238	CC238
human	bioid	version1.0	experiment239	CC239
human	bioid	version1.0	experiment24	CC24
human	bioid	version1.0	experiment240	CC240
human	bioid	version1.0	experiment241	CC241
human	bioid	version1.0	experiment242	CC242
human	bioid	version1.0	experiment244	CC244
human	bioid	version1.0	experiment245	CC245
human	bioid	version1.0	experiment246	CC246
human	bioid	version1.0	experiment247	CC247
human	bioid	version1.0	experiment248	CC248
human	bioid	version1.0	experiment249	CC249
human	bioid	version1.0	experiment250	CC250
human	bioid	version1.0	experiment251	CC251
human	bioid	version1.0	experiment252	CC252
human	bioid	version1.0	experiment253	CC253
human	bioid	version1.0	experiment254	CC254
human	bioid	version1.0	experiment255	CC255
human	bioid	version1.0	experiment256	CC256
human	bioid	version1.0	experiment257	CC257
human	bioid	version1.0	experiment258	CC258
human	bioid	version1.0	experiment259	CC259
human	bioid	version1.0	experiment260	CC260
human	bioid	version1.0	experiment261	CC261
human	bioid	version1.0	experiment262	CC262
human	bioid	version1.0	experiment263	CC263
human	bioid	version1.0	experiment264	CC264
human	bioid	version1.0	experiment265	CC265
human	bioid	version1.0	experiment266	CC266
human	bioid	version1.0	experiment267	CC267
human	bioid	version1.0	experiment268	CC268
human	bioid	version1.0	experiment269	CC269
human	bioid	version1.0	experiment27	CC27
human	bioid	version1.0	experiment270	CC270
human	bioid	version1.0	experiment271	CC271
human	bioid	version1.0	experiment272	CC272
human	bioid	version1.0	experiment273	CC273
human	bioid	version1.0	experiment274	CC274
human	bioid	version1.0	experiment275	CC275
human	bioid	version1.0	experiment276	CC276
human	bioid	version1.0	experiment277	CC277
human	bioid	version1.0	experiment278	CC278
human	bioid	version1.0	experiment279	CC279
human	bioid	version1.0	experiment28	CC28
human	bioid	version1.0	experiment280	CC280
human	bioid	version1.0	experiment281	CC281
human	bioid	version1.0	experiment282	CC282
human	bioid	version1.0	experiment283	CC283
human	bioid	version1.0	experiment284	CC284
human	bioid	version1.0	experiment285	CC285
human	bioid	version1.0	experiment286	CC286
human	bioid	version1.0	experiment287	CC287
human	bioid	version1.0	experiment288	CC288
human	bioid	version1.0	experiment289	CC289
human	bioid	version1.0	experiment29	CC29
human	bioid	version1.0	experiment290	CC290
human	bioid	version1.0	experiment291	CC291
human	bioid	version1.0	experiment292	CC292
human	bioid	version1.0	experiment293	CC293
human	bioid	version1.0	experiment294	CC294
human	bioid	version1.0	experiment295	CC295
human	bioid	version1.0	experiment296	CC296
human	bioid	version1.0	experiment297	CC297
human	bioid	version1.0	experiment298	CC298
human	bioid	version1.0	experiment299	CC299
human	bioid	version1.0	experiment3	CC3
human	bioid	version1.0	experiment30	CC30
human	bioid	version1.0	experiment300	CC300
human	bioid	version1.0	experiment301	CC301
human	bioid	version1.0	experiment302	CC302
human	bioid	version1.0	experiment303	CC303
human	bioid	version1.0	experiment304	CC304
human	bioid	version1.0	experiment305	CC305
human	bioid	version1.0	experiment306	CC306
human	bioid	version1.0	experiment307	CC307
human	bioid	version1.0	experiment308	CC308
human	bioid	version1.0	experiment309	CC309
human	bioid	version1.0	experiment31	CC31
human	bioid	version1.0	experiment310	CC310
human	bioid	version1.0	experiment311	CC311
human	bioid	version1.0	experiment312	CC312
human	bioid	version1.0	experiment313	CC313
human	bioid	version1.0	experiment314	CC314
human	bioid	version1.0	experiment315	CC315
human	bioid	version1.0	experiment316	CC316
human	bioid	version1.0	experiment317	CC317
human	bioid	version1.0	experiment318	CC318
human	bioid	version1.0	experiment319	CC319
human	bioid	version1.0	experiment32	CC32
human	bioid	version1.0	experiment320	CC320
human	bioid	version1.0	experiment321	CC321
human	bioid	version1.0	experiment322	CC322
human	bioid	version1.0	experiment323	CC323
human	bioid	version1.0	experiment324	CC324
human	bioid	version1.0	experiment325	CC325
human	bioid	version1.0	experiment326	CC326
human	bioid	version1.0	experiment327	CC327
human	bioid	version1.0	experiment328	CC328
human	bioid	version1.0	experiment329	CC329
human	bioid	version1.0	experiment33	CC33
human	bioid	version1.0	experiment330	CC330
human	bioid	version1.0	experiment331	CC331
human	bioid	version1.0	experiment332	CC332
human	bioid	version1.0	experiment333	CC333
human	bioid	version1.0	experiment334	CC334
human	bioid	version1.0	experiment335	CC335
human	bioid	version1.0	experiment336	CC336
human	bioid	version1.0	experiment337	CC337
human	bioid	version1.0	experiment338	CC338
human	bioid	version1.0	experiment339	CC339
human	bioid	version1.0	experiment34	CC34
human	bioid	version1.0	experiment340	CC340
human	bioid	version1.0	experiment344	CC344
human	bioid	version1.0	experiment346	CC346
human	bioid	version1.0	experiment347	CC347
human	bioid	version1.0	experiment348	CC348
human	bioid	version1.0	experiment349	CC349
human	bioid	version1.0	experiment35	CC35
human	bioid	version1.0	experiment350	CC350
human	bioid	version1.0	experiment351	CC351
human	bioid	version1.0	experiment352	CC352
human	bioid	version1.0	experiment356	CC356
human	bioid	version1.0	experiment357	CC357
human	bioid	version1.0	experiment358	CC358
human	bioid	version1.0	experiment359	CC359
human	bioid	version1.0	experiment36	CC36
human	bioid	version1.0	experiment362	CC362
human	bioid	version1.0	experiment363	CC363
human	bioid	version1.0	experiment364	CC364
human	bioid	version1.0	experiment365	CC365
human	bioid	version1.0	experiment366	CC366
human	bioid	version1.0	experiment367	CC367
human	bioid	version1.0	experiment37	CC37
human	bioid	version1.0	experiment370	CC370
human	bioid	version1.0	experiment371	CC371
human	bioid	version1.0	experiment372	CC372
human	bioid	version1.0	experiment373	CC373
human	bioid	version1.0	experiment374	CC374
human	bioid	version1.0	experiment376	CC376
human	bioid	version1.0	experiment377	CC377
human	bioid	version1.0	experiment379	CC379
human	bioid	version1.0	experiment38	CC38
human	bioid	version1.0	experiment380	CC380
human	bioid	version1.0	experiment384	CC384
human	bioid	version1.0	experiment385	CC385
human	bioid	version1.0	experiment386	CC386
human	bioid	version1.0	experiment387	CC387
human	bioid	version1.0	experiment388	CC388
human	bioid	version1.0	experiment389	CC389
human	bioid	version1.0	experiment39	CC39
human	bioid	version1.0	experiment390	CC390
human	bioid	version1.0	experiment4	CC4
human	bioid	version1.0	experiment40	CC40
human	bioid	version1.0	experiment400	CC400
human	bioid	version1.0	experiment401	CC401
human	bioid	version1.0	experiment402	CC402
human	bioid	version1.0	experiment403	CC403
human	bioid	version1.0	experiment404	CC404
human	bioid	version1.0	experiment405	CC405
human	bioid	version1.0	experiment406	CC406
human	bioid	version1.0	experiment407	CC407
human	bioid	version1.0	experiment408	CC408
human	bioid	version1.0	experiment409	CC409
human	bioid	version1.0	experiment41	CC41
human	bioid	version1.0	experiment410	CC410
human	bioid	version1.0	experiment411	CC411
human	bioid	version1.0	experiment412	CC412
human	bioid	version1.0	experiment42	CC42
human	bioid	version1.0	experiment44	CC44
human	bioid	version1.0	experiment45	CC45
human	bioid	version1.0	experiment46	CC46
human	bioid	version1.0	experiment47	CC47
human	bioid	version1.0	experiment48	CC48
human	bioid	version1.0	experiment49	CC49
human	bioid	version1.0	experiment5	CC5
human	bioid	version1.0	experiment50	CC50
human	bioid	version1.0	experiment51	CC51
human	bioid	version1.0	experiment52	CC52
human	bioid	version1.0	experiment53	CC53
human	bioid	version1.0	experiment532	CC532
human	bioid	version1.0	experiment533	CC533
human	bioid	version1.0	experiment534	CC534
human	bioid	version1.0	experiment535	CC535
human	bioid	version1.0	experiment536	CC536
human	bioid	version1.0	experiment537	CC537
human	bioid	version1.0	experiment538	CC538
human	bioid	version1.0	experiment539	CC539
human	bioid	version1.0	experiment54	CC54
human	bioid	version1.0	experiment540	CC540
human	bioid	version1.0	experiment541	CC541
human	bioid	version1.0	experiment542	CC542
human	bioid	version1.0	experiment543	CC543
human	bioid	version1.0	experiment544	CC544
human	bioid	version1.0	experiment545	CC545
human	bioid	version1.0	experiment546	CC546
human	bioid	version1.0	experiment547	CC547
human	bioid	version1.0	experiment548	CC548
human	bioid	version1.0	experiment549	CC549
human	bioid	version1.0	experiment55	CC55
human	bioid	version1.0	experiment550	CC550
human	bioid	version1.0	experiment551	CC551
human	bioid	version1.0	experiment552	CC552
human	bioid	version1.0	experiment553	CC553
human	bioid	version1.0	experiment554	CC554
human	bioid	version1.0	experiment555	CC555
human	bioid	version1.0	experiment556	CC556
human	bioid	version1.0	experiment557	CC557
human	bioid	version1.0	experiment558	CC558
human	bioid	version1.0	experiment559	CC559
human	bioid	version1.0	experiment56	CC56
human	bioid	version1.0	experiment560	CC560
human	bioid	version1.0	experiment561	CC561
human	bioid	version1.0	experiment562	CC562
human	bioid	version1.0	experiment563	CC563
human	bioid	version1.0	experiment564	CC564
human	bioid	version1.0	experiment565	CC565
human	bioid	version1.0	experiment566	CC566
human	bioid	version1.0	experiment567	CC567
human	bioid	version1.0	experiment568	CC568
human	bioid	version1.0	experiment569	CC569
human	bioid	version1.0	experiment57	CC57
human	bioid	version1.0	experiment570	CC570
human	bioid	version1.0	experiment571	CC571
human	bioid	version1.0	experiment572	CC572
human	bioid	version1.0	experiment573	CC573
human	bioid	version1.0	experiment574	CC574
human	bioid	version1.0	experiment575	CC575
human	bioid	version1.0	experiment576	CC576
human	bioid	version1.0	experiment577	CC577
human	bioid	version1.0	experiment578	CC578
human	bioid	version1.0	experiment579	CC579
human	bioid	version1.0	experiment58	CC58
human	bioid	version1.0	experiment580	CC580
human	bioid	version1.0	experiment581	CC581
human	bioid	version1.0	experiment582	CC582
human	bioid	version1.0	experiment583	CC583
human	bioid	version1.0	experiment584	CC584
human	bioid	version1.0	experiment585	CC585
human	bioid	version1.0	experiment586	CC586
human	bioid	version1.0	experiment587	CC587
human	bioid	version1.0	experiment588	CC588
human	bioid	version1.0	experiment589	CC589
human	bioid	version1.0	experiment59	CC59
human	bioid	version1.0	experiment590	CC590
human	bioid	version1.0	experiment591	CC591
human	bioid	version1.0	experiment592	CC592
human	bioid	version1.0	experiment593	CC593
human	bioid	version1.0	experiment594	CC594
human	bioid	version1.0	experiment595	CC595
human	bioid	version1.0	experiment596	CC596
human	bioid	version1.0	experiment597	CC597
human	bioid	version1.0	experiment598	CC598
human	bioid	version1.0	experiment599	CC599
human	bioid	version1.0	experiment6	CC6
human	bioid	version1.0	experiment60	CC60
human	bioid	version1.0	experiment600	CC600
human	bioid	version1.0	experiment601	CC601
human	bioid	version1.0	experiment602	CC602
human	bioid	version1.0	experiment603	CC603
human	bioid	version1.0	experiment604	CC604
human	bioid	version1.0	experiment605	CC605
human	bioid	version1.0	experiment606	CC606
human	bioid	version1.0	experiment607	CC607
human	bioid	version1.0	experiment608	CC608
human	bioid	version1.0	experiment609	CC609
human	bioid	version1.0	experiment61	CC61
human	bioid	version1.0	experiment610	CC610
human	bioid	version1.0	experiment611	CC611
human	bioid	version1.0	experiment612	CC612
human	bioid	version1.0	experiment613	CC613
human	bioid	version1.0	experiment614	CC614
human	bioid	version1.0	experiment615	CC615
human	bioid	version1.0	experiment616	CC616
human	bioid	version1.0	experiment617	CC617
human	bioid	version1.0	experiment618	CC618
human	bioid	version1.0	experiment619	CC619
human	bioid	version1.0	experiment62	CC62
human	bioid	version1.0	experiment620	CC620
human	bioid	version1.0	experiment621	CC621
human	bioid	version1.0	experiment622	CC622
human	bioid	version1.0	experiment623	CC623
human	bioid	version1.0	experiment624	CC624
human	bioid	version1.0	experiment625	CC625
human	bioid	version1.0	experiment626	CC626
human	bioid	version1.0	experiment627	CC627
human	bioid	version1.0	experiment628	CC628
human	bioid	version1.0	experiment629	CC629
human	bioid	version1.0	experiment63	CC63
human	bioid	version1.0	experiment630	CC630
human	bioid	version1.0	experiment631	CC631
human	bioid	version1.0	experiment632	CC632
human	bioid	version1.0	experiment633	CC633
human	bioid	version1.0	experiment634	CC634
human	bioid	version1.0	experiment638	CC638
human	bioid	version1.0	experiment639	CC639
human	bioid	version1.0	experiment64	CC64
human	bioid	version1.0	experiment640	CC640
human	bioid	version1.0	experiment641	CC641
human	bioid	version1.0	experiment642	CC642
human	bioid	version1.0	experiment643	CC643
human	bioid	version1.0	experiment644	CC644
human	bioid	version1.0	experiment645	CC645
human	bioid	version1.0	experiment646	CC646
human	bioid	version1.0	experiment647	CC647
human	bioid	version1.0	experiment648	CC648
human	bioid	version1.0	experiment649	CC649
human	bioid	version1.0	experiment65	CC65
human	bioid	version1.0	experiment650	CC650
human	bioid	version1.0	experiment651	CC651
human	bioid	version1.0	experiment652	CC652
human	bioid	version1.0	experiment653	CC653
human	bioid	version1.0	experiment654	CC654
human	bioid	version1.0	experiment655	CC655
human	bioid	version1.0	experiment656	CC656
human	bioid	version1.0	experiment657	CC657
human	bioid	version1.0	experiment66	CC66
human	bioid	version1.0	experiment662	CC662
human	bioid	version1.0	experiment663	CC663
human	bioid	version1.0	experiment664	CC664
human	bioid	version1.0	experiment665	CC665
human	bioid	version1.0	experiment666	CC666
human	bioid	version1.0	experiment667	CC667
human	bioid	version1.0	experiment668	CC668
human	bioid	version1.0	experiment669	CC669
human	bioid	version1.0	experiment67	CC67
human	bioid	version1.0	experiment670	CC670
human	bioid	version1.0	experiment671	CC671
human	bioid	version1.0	experiment672	CC672
human	bioid	version1.0	experiment673	CC673
human	bioid	version1.0	experiment674	CC674
human	bioid	version1.0	experiment675	CC675
human	bioid	version1.0	experiment676	CC676
human	bioid	version1.0	experiment677	CC677
human	bioid	version1.0	experiment678	CC678
human	bioid	version1.0	experiment679	CC679
human	bioid	version1.0	experiment68	CC68
human	bioid	version1.0	experiment680	CC680
human	bioid	version1.0	experiment681	CC681
human	bioid	version1.0	experiment682	CC682
human	bioid	version1.0	experiment683	CC683
human	bioid	version1.0	experiment684	CC684
human	bioid	version1.0	experiment685	CC685
human	bioid	version1.0	experiment686	CC686
human	bioid	version1.0	experiment687	CC687
human	bioid	version1.0	experiment688	CC688
human	bioid	version1.0	experiment689	CC689
human	bioid	version1.0	experiment69	CC69
human	bioid	version1.0	experiment690	CC690
human	bioid	version1.0	experiment691	CC691
human	bioid	version1.0	experiment7	CC7
human	bioid	version1.0	experiment70	CC70
human	bioid	version1.0	experiment71	CC71
human	bioid	version1.0	experiment72	CC72
human	bioid	version1.0	experiment73	CC73
human	bioid	version1.0	experiment74	CC74
human	bioid	version1.0	experiment75	CC75
human	bioid	version1.0	experiment76	CC76
human	bioid	version1.0	experiment773	CC773
human	bioid	version1.0	experiment774	CC774
human	bioid	version1.0	experiment775	CC775
human	bioid	version1.0	experiment776	CC776
human	bioid	version1.0	experiment777	CC777
human	bioid	version1.0	experiment778	CC778
human	bioid	version1.0	experiment779	CC779
human	bioid	version1.0	experiment78	CC78
human	bioid	version1.0	experiment780	CC780
human	bioid	version1.0	experiment781	CC781
human	bioid	version1.0	experiment782	CC782
human	bioid	version1.0	experiment783	CC783
human	bioid	version1.0	experiment784	CC784
human	bioid	version1.0	experiment785	CC785
human	bioid	version1.0	experiment786	CC786
human	bioid	version1.0	experiment787	CC787
human	bioid	version1.0	experiment788	CC788
human	bioid	version1.0	experiment789	CC789
human	bioid	version1.0	experiment79	CC79
human	bioid	version1.0	experiment790	CC790
human	bioid	version1.0	experiment791	CC791
human	bioid	version1.0	experiment792	CC792
human	bioid	version1.0	experiment793	CC793
human	bioid	version1.0	experiment794	CC794
human	bioid	version1.0	experiment795	CC795
human	bioid	version1.0	experiment796	CC796
human	bioid	version1.0	experiment797	CC797
human	bioid	version1.0	experiment798	CC798
human	bioid	version1.0	experiment799	CC799
human	bioid	version1.0	experiment8	CC8
human	bioid	version1.0	experiment80	CC80
human	bioid	version1.0	experiment800	CC800
human	bioid	version1.0	experiment801	CC801
human	bioid	version1.0	experiment81	CC81
human	bioid	version1.0	experiment82	CC82
human	bioid	version1.0	experiment831	CC831
human	bioid	version1.0	experiment832	CC832
human	bioid	version1.0	experiment833	CC833
human	bioid	version1.0	experiment834	CC834
human	bioid	version1.0	experiment835	CC835
human	bioid	version1.0	experiment836	CC836
