Protein.Group	8971_Liu_Cov_Lysate_32-1-1_S1-A2_1.d	8973_Liu_Cov_Lysate_32-1-2_S1-A4_1.d	8975_Liu_Cov_Lysate_32-1-3_S1-A6_1.d	8977_Liu_Cov_Lysate_32-8-1_S1-A8_1.d	8979_Liu_Cov_Lysate_32-8-2_S1-A10_1.d	8981_Liu_Cov_Lysate_32-8-3_S1-A12_1.d	8983_Liu_Cov_Lysate_32-16-1_S1-B2_1.d	8985_Liu_Cov_Lysate_32-16-2_S1-B4_1.d	8987_Liu_Cov_Lysate_32-16-3_S1-B6_1.d
Q9Y3B2							526.332	562.708	982.576
Q9NRX3	29767.9	32215.8	33043.5	36344.3	34365.8	35482.2	33554.1	37819.7	33510.6
Q6ICB4	800795.0	784535.0	803631.0	626920.0	601616.0	654429.0	542134.0	543306.0	525763.0
Q96MM6	8645.62	8643.58	7787.06	6767.15	7185.36	7875.42	7935.13	7056.06	5745.19
Q9BU64	43751.1	44219.8	45016.9	46216.6	44210.1	45923.3	44425.6	42099.7	43382.7
O95897	41351.7	40989.6	36699.6	37396.8	37538.5	37687.5	32921.4	33573.1	31091.1
O95256	80891.4	77404.5	82146.4	58777.0	60531.7	57650.7	50460.3	53995.8	54449.7
Q12894	6566.03	1276.85	2988.17	8500.68	6365.23	5046.45	5307.24		5093.21
Q8WUJ0		9361.83	10543.4		9470.6	16563.4	13417.8	7785.2	7133.08
O14633	12776.3	13721.5	14480.5	10097.4	9417.98	9549.05	8415.77	9987.68	10526.7
Q9P0S3	19849.3	22747.4	24054.3	26274.7	26644.5	26340.2	30041.5	27668.8	28273.1
P23582	112010.0	114777.0	121106.0	77615.8	70834.4	81205.8	67190.8	68613.9	71830.2
Q86VY9	52087.6	53543.1	52246.5	53010.0	51098.9	54787.8	47029.9	48505.7	44763.1
Q9NRA0	5600.14	5688.91	5222.89	3964.51	3747.0	3280.51	3334.95	3658.24	4144.8
P24390	6668.47	5768.42	4964.87	6398.55	3755.43	3733.88	6125.74	6020.9	4428.27
P23246	7700.78	3567.74	6476.53	6007.75	7512.01	6949.71	4737.73	6037.7	5778.13
Q9HBE1	5653.75	5272.2	5190.84	2981.01	4758.95	4802.96	3344.49	3879.87	3239.31
Q02338	25331.4	25845.5	25093.5	24452.3	27799.1	28129.3	35629.1	31541.4	33568.1
P57060	13101.7	12565.5	11954.0	11652.7	12290.2	10720.9	11013.7	12223.7	9586.52
Q9Y2T1	10330.9	7970.65	9350.4	6966.04	7339.62	7986.38	6336.14	7009.48	6992.14
P20783	3505.81	2061.57	3473.43	1527.94	1773.93	1954.99	2465.56	2390.21	2893.8
O43299	15987.5	16193.8	14595.0	19256.1	18649.9	20997.6	18587.5	19445.1	20471.1
A8MZ36	10995.1	11620.8	9478.84	7524.62	11101.6	8983.48	14648.4	12137.4	14690.3
Q96RJ0	15651.7	17090.7	18303.6	14837.3	14558.9	14356.6	13009.4	12157.6	12092.3
Q5T6R2	50465.6	56820.2	55682.0	37281.4	40318.2	38116.8	36454.1	38470.1	37688.7
Q00587	29882.8	34511.7	30111.1	41390.9	38652.3	36682.9	45731.2	40975.2	46079.4
Q9P2M7	5470.41	4046.99	5949.05	5265.52	4930.48	3958.54	5521.76	6877.15	6607.61
Q86VP6	4839.79	4582.91	5971.25	4621.05	6680.23	5369.66	6313.09	7925.58	7300.19
Q15834	17754.3	16869.2	15238.2	16270.0	17082.9	13910.9	18570.9	18915.1	18153.7
O75843	39428.8	47352.5	44091.9	55819.5	49527.7	51083.2	52157.3	58408.2	57506.9
Q8WW24	5790.36	6332.11	5479.1	5379.86	5043.7	4969.34	6885.86	7261.55	5116.61
P59817	46812.1	50989.4	48715.9	44059.2	48214.9	45447.3	46572.9	45290.3	49589.5
Q6UWV7	9624.25	9781.75	9960.34	7918.83	6334.21	8211.76	8883.92	8646.22	9674.03
Q9BRT3	24196.3	24466.1	23899.3	15266.6	18181.4	20206.6	18089.6	22953.9	23710.6
P46734	3753.66	2260.0	2758.94	2316.49	2926.15	2750.68	2361.48	3075.33	2568.14
Q7Z449	15868.1	17090.8	18140.5	11497.7	12303.4	11408.9	14136.3	12576.8	14089.2
Q9H0A6	17043.4	20045.1	19367.4	22013.3	22775.5	20488.6	23119.9	23027.7	24341.2
Q96A99	28003.7	45685.7	32321.4	33540.5	34840.6	29437.4	33170.7	33359.1	36513.7
Q6UX46	464411.0	460890.0	468595.0	316663.0	348931.0	354376.0	310267.0	325502.0	330881.0
O43719	8636.52	9950.82	8837.73	6776.68	7897.82	7543.09	7428.48	7265.37	8459.98
Q6UY14	476.482	1460.47	738.125	1138.95	783.507	1761.06		1543.11	1914.62
Q2TAM9	11913.9	12557.4	10208.2	8484.5	7087.73	10124.2	9251.88	8360.74	9895.75
O60806	28706.9	30678.0	30796.1	26142.9	23006.1	23618.9	21820.3	22540.1	22775.2
Q9UK58	30335.9	28404.7	28458.3	22185.4	25212.9	27915.8	15091.8		24138.8
Q9Y2L5	23637.4	24703.9	23083.4	19731.3	18882.6	19492.6	18241.4	17950.0	16805.7
Q8ND61	4012.21	4736.99	4713.2	4395.79	4953.7	5029.95	4765.57	5104.11	4225.66
Q6UXV3	66795.3	62019.1	61497.1	47423.6	49323.7	51368.0	48267.7	48280.5	48460.5
P31641	34941.2	35577.9	33249.8	31455.9	26651.5	26895.0	22282.6	21903.6	24309.4
P31512	10288.6	10070.4	8936.81	13150.6	9815.78	10958.6	10495.9	9147.37	8365.84
P20309	2954.71	2604.99	2455.11	2645.72	3285.51	2623.18	3480.93	3079.06	3569.63
A4D263	11744.6	12081.8	12274.0	9294.63	9813.32	8249.29	8731.34	7877.92	8068.12
Q02643	22604.7	23072.8	24212.0	21477.1	20902.5	20540.4	21839.4	18853.5	19684.3
Q13733	139807.0	172981.0	159489.0	174260.0	149261.0	147406.0	130987.0	111084.0	153321.0
Q96CB9	5922.9	4590.71	5829.84	7334.54	7392.72	7749.2	5998.09	5917.24	6588.0
P04216	11176.5	10681.6	11906.1	11870.7	12900.8	11896.5	13091.8	12656.2	13526.3
Q9GZP7	29662.4	35943.5	35994.3	39766.1	37510.8	46563.9	40667.8	37955.6	38691.7
Q96JJ3	9389.4	10948.1	9627.22	11034.4	12504.5	11783.4	12029.7	11190.2	13760.4
Q2NL98	30032.0	33526.1	33949.2	20007.0	20970.1	20037.2	19848.1	18628.4	16647.2
P18846	2736.71	1968.76	2402.05	3186.03	3392.17	2725.14	2431.62	2434.71	2645.48
Q8NHS3	23659.5	25762.4	26399.3	22813.9	22370.2	22575.5	21486.7	22972.9	21588.4
Q06520	82559.3	77215.7	81518.7	49108.4	52530.9	55886.5	51325.0	53550.4	54976.5
Q6N075	26444.6	29258.4	28808.7	24234.4	24763.6	26955.3	22327.5	23114.1	23460.6
Q7Z5L4	12872.9	11517.1	12098.6	11385.9	11087.0	9424.06	11557.0	10170.3	10607.7
Q9Y2J4	2043.06	2200.8	2133.28	1470.77				1077.07	1333.17
Q7Z7K0	11366.2	6948.04	5926.14	8767.38	7520.18	4972.07	3790.92	3737.84	2596.26
P12107		1919.08	1738.14	664.777		898.854		1309.1	1008.3
Q8NFP0	3415.89	2168.27	3271.13			3386.07	2309.74	2708.02	3006.32
Q9UKP5	37209.8	38757.8	33730.8	29333.1	28939.2	27600.3	33161.5	33942.0	34961.7
Q6P9B6	292216.0	282838.0	282667.0	183586.0	182771.0	179679.0	180510.0	179438.0	174279.0
A0A1B0GUA6		2989.55	1345.53	1385.66	2269.11	2146.12	800.881		948.985
Q9UBW5	9336.78	6798.15	8934.67	6415.75	6597.32	6928.31	6250.46	6337.09	6043.41
Q6ZMR3	86443.4	79699.9	81628.9	71014.4	75038.6	73867.3	67442.0	64269.6	65596.3
Q96G21	32727.3	23988.7	26561.0	9531.61	10050.6	13126.0	10447.5	11415.5	10845.3
Q7Z6M3	12445.5	11371.8	10741.9	10896.6	10476.8	11085.0	9149.45	9199.55	9231.1
Q8IYB9	41703.0	39085.7	32636.5	39055.0	38080.3	37154.2	37843.4	35720.4	34840.4
P49720	40030.8	41478.8	39488.0	30813.9	29729.9	31430.5	34156.9	34209.0	36242.9
Q9UI43	34120.4	34739.5	22199.8	36710.3	41125.3	41189.0	27400.2	24675.8	29471.0
Q9P086	14136.3	14507.1	15160.1	16680.7	17054.4	16608.8	15012.2	14164.9	13033.0
O75056	18578.8	17844.0	18552.1	21083.4	24211.9	20785.5	17098.5	22675.9	23184.6
A6NK89	17856.8	15200.4	15330.8	15000.3	16080.3	14139.0	13642.5	13020.8	13872.7
Q15040	28172.8	27449.5	27225.4	18235.5	17218.1	15401.4	15403.9	17182.7	15930.5
Q9HCM4	4765.37	6585.88	5881.24	4400.48	4748.38	4687.23	4476.14	5190.74	4402.64
Q9NVE7	5824.48	5774.6	6807.84	6911.96	6681.78	6663.74	6207.25	5385.12	5184.55
P98170	162051.0	167504.0	173082.0	122486.0	142331.0	130008.0	110679.0	117750.0	101651.0
P41222	34779.8	44017.1	36063.1	33381.3	32646.9	33019.7	29410.9	35042.4	32291.1
Q92963	27832.2	18861.1	17533.0	16182.5	13692.7	13581.5	12711.1	13597.0	11702.7
Q13426	21356.1	23664.0	24043.3	23916.1	24496.2	22626.4	21195.4	20706.1	18858.2
O75751	9567.87	10603.8	10235.9	8021.14	8134.64	9118.85	8946.33	9548.3	8632.38
Q12792	11790.2	12963.5	12804.2	9187.2	8594.68	8663.18	8408.52	9105.97	9950.01
A0A0A0MRZ8	5468.46	5434.52	6283.04	8130.95	8811.28	7970.39	6470.44	7320.63	5700.43
Q7Z5Y6	37173.6	34881.2	34817.2	29502.6	29908.2	27612.5	27311.8	27015.6	25553.1
Q9Y276	67557.8	30872.3	39966.8	49691.9	51205.4	51649.0	40119.2	33225.7	31671.9
Q6IQ26	20015.1	20621.3	20560.3	22078.6	21398.6	21963.1	24391.4	23991.3	24367.8
Q9NRP0	30143.9	28728.3	29773.1	23353.0	21056.6	25912.1	17374.9	17816.4	17605.3
O75165	341.538	728.188	560.804	1159.57		743.544	571.595	1098.19	866.454
Q14558	20606.1	21275.8	21353.9	23972.8	23442.0	23576.0	18875.7	18516.1	19941.9
P08235	36595.0	26884.6	35991.1	13340.5	14879.2	25474.9	16003.8	17317.4	22021.2
P27930	3514.78	3104.55	3054.42	3115.46	3870.66	3103.61	3392.84	4101.14	2446.61
P53801	274638.0	305186.0	303568.0	211259.0	214412.0	220300.0	185995.0	188399.0	188185.0
P57764	50270.8	58069.1	59524.7	48824.0	42197.4	46146.2	42004.7	50899.5	51664.3
Q6ZRU5	15888.9	14165.4	14591.0	15461.2	16682.5	15930.3	15892.0	17720.7	16131.4
O60462	7487.8	7538.73	6956.95	7339.54	6472.13	7849.04	7974.19	8264.37	7973.21
P31483	45085.2	33141.2	30452.4	36133.7	31539.0	35379.6	47046.1	48856.1	44213.0
P13995	1813.5			2551.82	2256.77	1320.94	1473.56	1327.24	1933.92
Q9NYY3	7407.15	7520.19	8672.56	8117.14	9389.63	9087.12	9711.44	10462.0	7994.48
Q86XS5	5796.7	4933.45	5568.26	5355.89	6497.75	5622.47	5504.94	4453.31	5846.69
P07316	7113.82	9004.69	7190.62	2801.44	4158.64	3541.74	3705.14	4227.12	3638.74
P25686	35841.8	36836.3	33979.1	26746.3	24515.8	25775.0	23588.4	26361.2	23476.9
P11182	3625.48	3307.75	4881.86	3996.01	4362.57	5095.2	2692.56	2904.39	3927.19
P28067	16924.0	16415.0	16210.5	15023.4	12932.8	16586.6	16701.4	21407.5	20530.4
Q96FQ7	6405.39	8383.28	7787.47	7728.91	6539.63	7370.96	6818.85	6838.14	7353.63
Q6PD62	60727.3	72787.6	76227.7	55578.4	52389.8	48625.9	51569.7	52957.4	57859.2
A0A0A0MS04	14521.5	10970.4	11251.6	16690.4	16604.2	16561.0	16279.2	15266.1	17675.6
Q9UQE7	4133.81	4691.84	3993.85	4600.2	5852.28	4539.04	5142.38	4834.42	4850.85
Q9Y240	1664.45	2174.49	2161.35	1715.29		2669.23	2246.73	2164.95	1999.15
Q6NUK4	36996.5	37397.1	36213.3	37431.5	36821.5	34067.6	45175.7	47396.4	46893.5
Q9Y2W6	4091.91	5076.7	6404.5	4699.27	4709.83	5284.26	6251.22	5869.52	6508.94
Q96S19	270806.0	365679.0	375368.0	227971.0	163659.0	216635.0	204857.0	204071.0	243191.0
Q8WUJ1	10346.2			10861.1	10776.6	10576.9	11799.4	10466.1	10220.0
A0A087WV53	9264.63	9269.27	9712.14	9129.66	7034.4	7996.57	6676.93	6176.47	6849.15
P11465	111130.0	112470.0	113374.0	85017.9	86557.2	89719.8	78572.1	79671.8	78351.4
Q8NGC7	3795.29	2846.51	3206.43	3260.9	3860.7	4279.17	4745.69	3042.07	4024.74
Q9NP08	5209.71	7960.97	7298.08	7030.89	8559.23	7638.2	7805.23	7923.77	8070.05
E9PQ53	3030.61	2883.12	3025.31	1856.96	2309.98	2595.61	1507.32	1214.47	1916.23
O00763		3185.74	2027.67	2412.4	1849.66	1610.67	3171.99	2745.09	2773.28
Q9GZV9	8434.9	9319.05	9802.67	9523.28	10819.1	10807.7	11633.3	12304.3	11629.8
O14782	6904.66	6298.53	5648.17	4669.81	6350.14	6754.7	5265.15	3895.86	4630.01
P16298	5592.84	5383.55	5437.63	4122.27	4726.02	5384.65	3717.61	4134.88	3698.92
Q9NW13	3135.0	2121.31	2517.37			2056.01	1426.59	2082.19	1907.19
P31939	41812.5	35890.1	32798.8	35015.9	26985.0	31741.0	22405.7	28176.2	23388.4
Q14602			449.765						
Q9BZA5	1807.4		2036.49		2087.44	1204.21	1435.43	1741.34	1634.55
P28358	14743.7	15070.7	15308.5	19978.3	19236.1	21610.6	18099.6	18469.1	16196.3
A2RUC4	13891.6	12834.8	11677.8	18106.7	15636.2	17846.7	16932.1	15594.7	14935.4
A8MUP2	83113.4	94742.8	99012.6	108614.0	116200.0	112314.0	122238.0	125278.0	119091.0
Q8NG06	18761.0	17567.7	17774.5	10984.1	10943.1	10731.7	10455.7	10256.0	10912.2
Q8TD20	1642.11	2131.68	1943.33	2140.56	2275.63	2649.09	2808.85	2882.45	2636.19
Q56P03							1112.64	1670.07	443.769
Q8N587	5958.33	4875.58	5755.58	6270.94	5594.4	5903.83	7363.32	6462.43	7169.08
Q92781	7417.97		7843.91					10835.7	6377.87
P55285		2482.12	2001.9	2583.96	3334.13	2003.27	2057.78	2375.9	2861.77
O75683	7626.78	6420.26	7951.49	6682.19	7218.56	6508.2	4781.66	6193.93	4629.67
Q8WU10	14264.8	13350.3	12491.0	15908.3	16830.0	16415.9	11039.3	11072.5	13669.2
Q93088	2529.74	3814.69	2790.94		2983.56	2970.17	2677.07	3084.13	2780.95
Q9Y534	10389.7	10509.4	9705.65	7145.19	6410.63	8023.37	7352.85	6265.74	6534.0
O43150	52200.0	39314.4	39079.3	69502.7	66930.3	69890.0	51275.0	50828.0	46064.1
Q96H35	103130.0	20149.6	17959.3	156660.0	116305.0	129598.0	31455.3	31806.1	28203.6
P10636	2028.09	1422.32	2531.81	2079.49	1878.9	2777.78	1819.28	2590.18	2686.93
Q8IXB3	687863.0	686618.0	663827.0	514033.0	526801.0	518595.0	552921.0	503510.0	512602.0
Q9Y4A9	16729.7	16813.8	16598.8	11395.5	11778.3	12192.6	11706.3	10963.0	11621.1
O94927	2130.6	2325.64	2295.25	2203.57	1208.28	983.689	1360.22	1749.34	1598.39
Q9BVC6	8630.71	8312.44	9700.33	9778.3	8498.07	9390.34	6884.82	5186.47	5839.65
Q8TAL5	12955.8	14179.4	14243.3	13553.3	13461.0	11038.0	12625.3	12865.3	12564.1
Q02223	8639.32	7536.43	8003.98	8557.15	6313.86	7035.78	7630.62	7941.5	7281.96
P15586	5612.8	8617.96	7811.17	15687.6	15587.5	15643.4	11369.3	5010.0	8278.84
Q96R06	21812.8	17149.1	20968.4	23375.5	25876.1	23863.9	27489.2	25633.7	26644.9
Q2M2E5	6154.15	5279.31	6143.76	4282.16	5344.0	5531.2	4136.64	4010.98	4681.75
Q9HCJ5	2691.39	2377.57	1426.98	2215.63	2408.12	1905.32	1585.32	1063.75	1502.82
Q5VWP2	4182.93	4391.7	2964.66	3604.07	3941.76	3419.69	4590.34	5418.89	4557.0
Q32M45		2275.36	1984.58	2192.33	1652.4	1714.75	1813.36	1384.89	1312.26
Q5VTE0	28308.3	29248.4	29718.9	29430.3	29880.9	30073.0	32532.0	30971.1	32200.6
O75311	18535.2	17444.0	17442.8	19007.6	18002.8	19507.3	16861.7	16044.9	15155.6
Q9NWX5	2309.82	2991.99	2905.77	2144.46	1665.19	2301.99	2745.62	3205.11	2017.29
Q8TCJ2	10507.1	9501.11	11311.1	7803.52	6478.5	7731.91	6035.94	6149.49	6131.31
O95397	6695.56	7118.2	6634.28	8694.64	7928.04	6909.76	6442.71	6420.75	6158.56
P0DMT0	10363.5	10080.8	9935.85	12634.8	10136.4	9014.82	7913.15	7751.1	8891.96
Q9NQN1	6443.17	6670.61	6063.24	4232.81	7648.29	6124.21	5623.85	7091.58	6693.2
Q5XG92	2049.53	1315.05	1157.81	2215.06	1881.34	1244.81	1187.21	890.837	1633.52
P22894	10791.1	12228.1	11632.6	10242.3	8092.4	8362.46	8492.48	8631.11	8576.36
Q96SJ8	16425.1	14251.4	15443.4	10897.9	10917.1	11898.0	10583.6	10729.0	10226.9
Q92782	2869.45	3220.28	2944.02	1779.22	1839.42	1948.02	2716.34	2388.66	1917.81
Q5VSL9	26299.8	21380.4	21493.8	29333.6	26374.5	27614.9	26139.2	26496.3	25834.5
Q9NQL9	36042.6	41178.0	41550.9	29510.7	26602.9	28445.9	25692.8	29176.7	26300.3
P55058	1501.63	2926.61	1681.77	1352.46			2606.98	2145.68	1900.22
P01375	10067.3	11752.6	9586.32	8804.9	9559.45	6638.79	7332.05	7672.15	7425.49
A6NIH7	13218.3	11432.8	14115.4	9651.8	10602.2	11513.8	10845.3	11954.3	10339.0
Q8TEA1	17114.5	19140.8	19233.1	14963.3	15464.4	16311.1	17852.2	19130.0	17269.5
O94804	68622.9	72816.0	74365.7	49585.0	52383.2	51512.7	54008.4	54592.1	57143.6
Q9H6F2	7069.96	7642.26	7514.89	3897.14	3440.58	4887.42	4126.91	4069.8	4131.35
O14579	19432.9	21390.0	22094.2	16013.6	14729.9	14180.9	16741.3	15716.8	16173.7
P22626	18822.9	12259.0	11664.6	15869.0	15959.3	17767.8	12504.1	11975.0	10579.5
P01768	4456.22	5634.14	4529.27	4867.24	4622.6	4344.48	4281.69	4689.95	4884.89
P51172	24594.9	26349.4	22538.6	14825.2	15885.4	22349.7	18209.5	17904.2	16357.8
Q9UBP8	21702.7	22455.2	23498.7	23885.1	25182.1	24174.7	25387.5	27267.7	28822.7
P18621	13768.6	17818.6	15677.0	16292.6	15095.1	13722.3	16739.4	20432.4	18339.9
Q9NX01	4757.81	4292.79	3454.21	2565.54	2299.19	3115.3	3655.51	3868.98	2588.23
Q9UNK0	71050.7	67645.8	64470.0	60569.2	70747.2	66117.5	57026.8	56896.1	59108.7
Q8NGU2	27022.6	25420.9	26353.7	20289.0	19027.3	21529.2	20181.8	17736.6	17598.2
P36873	26503.5	26118.7	27061.9	31695.3	33267.8	33731.9	28502.0	32425.6	31772.5
O60909		1059.6	1656.56			721.138	860.062	786.5	690.028
O00626		983.112	1111.62		1365.84	1228.21			
P0CAP1	69299.8	75631.7	77766.0	83478.7	79346.9	81557.8	79866.0	77786.6	81367.5
A0A7P0TBJ1	7082.54	8869.04	8440.46	3538.74	4327.58	4980.68	5651.99	4231.55	4016.83
Q8WUB8	82351.1	86375.5	83189.1	106806.0	108895.0	99426.9	112388.0	114900.0	116337.0
Q9HDD0	2576.61	3671.73	2334.9	2180.27	1678.51	2422.3	2972.15	2486.65	3190.84
P35558	7408.26	8363.0	8743.89	6899.72	6989.88	8015.5	7849.59	6773.07	6334.2
Q8IZJ0	8109.31	7560.4	6794.74	7908.64	5030.73	6087.7	5508.49	5540.39	4781.23
P06850	16046.6	18639.5	16490.9	14159.5	10792.6	11998.3	11087.8	9261.12	10560.6
Q96MT7	3362.73	3565.55	4046.64	3688.98	3953.01	3335.15	3612.52	3843.76	3621.44
Q9UKF2	4751.54	4958.06	4481.2	4619.86	4226.11	4525.93	4676.33	4857.27	4567.86
O43166	13930.0	13165.4	12989.2	14234.4	15115.2	15595.5	16519.6	16815.3	16799.2
Q6UVJ0	25349.1	25290.1	23075.6	28812.2	31212.8	30357.6	27182.8	26049.7	26384.9
Q8TE54	12574.5	10294.8	11652.7	8954.18	8095.67	9565.52	6814.91	7898.64	8635.76
Q13166	62253.9	49575.5	53541.9	41402.5	51335.2	50899.5	41713.8	44527.3	39979.5
P63272	9019.62	10133.6	9610.45	13620.7	12292.5	12335.6	12283.9	12114.2	11669.3
D6RIA3	11206.7	14280.3	15193.8	12249.4	11961.6	8415.59	12121.6	11075.3	11100.9
P14653	9496.5	11474.9	12769.0	9159.33	7514.51	9216.93	6205.41	7669.61	8003.24
Q8TC29	23676.0	24222.3	28683.5	19876.6	23293.4	22833.7	19323.6	19476.5	20203.2
A6NDU8	16038.5	16354.4	17731.6	11513.4	13819.7	11897.9	11122.5	12246.9	13014.9
Q8NB15	2109.52	2110.32	1906.87	2440.52	2149.24	1820.77	1739.57	2251.11	1854.17
Q969W9	3601.52	2792.13	3969.78	7654.55	4074.17	3713.56	4657.9	3888.09	3912.94
P60891	2277.8	2113.84	2387.52	3281.67	3009.55		1762.86	1057.38	1302.35
Q9P0M6	1384.81	1581.35				1383.81	1641.94	827.866	
A5PLK6	6769.04	3521.84		3239.88		4161.19	3905.15	3938.9	3069.75
Q96H15	1653.74		2760.05	1820.82	2008.4	2337.0	1252.74	1983.36	2277.75
Q8NGE2		3427.24	2679.29	2580.16	3343.6	2925.35	2670.28	3229.53	2894.73
Q16445			5159.32	5786.45	6386.77	6493.88	4672.55	5360.51	4878.48
Q9UFV3	25724.5	26172.5	24788.2	32658.5	23648.6	25215.8	21206.4	21133.3	21702.0
Q8TDB6	23931.3	27236.9	26958.1	16262.4	18969.5	18035.8	17564.0	18280.3	18711.9
Q8NH42	14738.1	13413.8	13775.8	11975.8	9241.64	9324.2	8049.29	7508.51	9017.57
Q9Y336	108200.0	115859.0	98011.8	79558.2	80355.8	83246.4	98497.2	91199.1	112275.0
Q9P215	2391.92	3251.51		3159.23	2334.3	2291.24	2973.55	3002.77	2959.14
O43638	23369.7	22251.5	20679.5	16164.6	11576.0	21935.2	15665.5	13217.3	14235.0
Q9NZW5	8921.43	10116.5	10218.5	9734.79	8860.95	8631.7	8404.13	8546.57	8317.43
Q8TF65	12740.2	15880.5	19905.7	11098.5	8008.84	11615.8	8247.77	8757.73	10351.4
P15813	79741.1	79214.1	82002.8	88154.9	85990.8	86392.7	80836.1	80227.5	80812.9
Q3MJ16	1264.71	1606.28	2273.7		1416.27	663.448	809.925	463.776	1239.43
Q6UXP7	4640.79	3561.36	8347.14	6754.07	3549.09	3368.45	4133.54	4488.07	5501.12
A8MTL3	100530.0	95433.4	90908.8	59717.9	69271.4	77952.7	63422.4	53468.7	52181.2
P0CL83	54700.5	38358.2	37318.3	31158.7	33124.8	36763.3	34643.8	36556.6	36731.3
P01282	584437.0	597356.0	566324.0	455682.0	456192.0	452377.0	432841.0	403095.0	404645.0
O75185	7419.15	5866.62	8614.35	9213.16	9324.92	9456.89	7266.19	7397.56	5962.39
Q8N8R7	6012.7	5389.35	6460.03	5540.65	5816.16	4952.04	6769.8	7169.13	6134.66
Q96PM9	28121.0	30489.4	25341.7	19856.0	21357.5	20147.8	21168.5	19339.8	18864.4
P07942	7374.49	8094.46	6505.13	6086.03	6246.99	5981.91	5849.11	4493.18	4060.95
A6NLX4	58014.0	58423.6	59008.9	55643.9	56822.9	57276.5	53227.6	53830.9	55651.4
Q16637	21381.4	21005.2	20547.2	20048.9	21392.9	22276.4	21704.8	22710.7	23755.5
Q08752	436950.0	422883.0	427305.0	352815.0	334404.0	341691.0	341304.0	358767.0	351880.0
P30519			378.674	442.258	795.125		452.183	282.948	270.618
Q9UHI6							3926.18		
P31749	5265.64	6623.42	6622.08	6055.09	5930.03	5480.27	5237.74	4447.31	5503.98
P61266	5442.68	5819.58	5364.99	4301.25	5640.91	4904.28	4238.13	5819.49	4954.57
Q53S33	4035.69	4330.42	3839.8	3303.4	4712.7	4895.59	3831.78	4129.22	4075.87
A0A087WSZ0	512.558			1014.89	749.284	866.357	522.416	498.773	593.097
Q6PEV8	13917.8	12901.0	13776.9	7571.76	7934.62	6034.76	8447.04	8607.8	7908.68
Q7L211	14535.6	13876.0	14293.6	13288.6	14884.6	13499.5	15364.0	16296.3	17098.9
Q9H649	61396.6	69670.8	68311.3	79271.9	83318.3	84913.3	84662.4	83847.0	83481.8
Q96P11	113967.0	118840.0	121854.0	156408.0	152321.0	152036.0	175642.0	177938.0	177418.0
Q9P0U3	21163.2	21230.2	20807.6	23439.7	24218.0	25549.7	24423.4	25112.1	24887.9
Q8TF62		2283.43	1195.6	2228.14	2816.51	2208.7	2455.02	2710.46	2459.45
Q8IYM1	3731.61	2534.27	3522.91	1932.44	1853.46		1511.72	1822.05	1912.26
P04049	10924.2	10219.9	8491.84	10978.1	10062.0	10335.9	11227.6	10763.7	9927.5
P84085	952886.0	1280000.0	1190000.0	755338.0	959108.0	936804.0	1060000.0	1120000.0	1150000.0
Q8WXX5	23014.6	25319.4	24648.5	23486.3	29737.3	29209.6	25167.0	23996.1	26601.8
A6NCL2	6759.24	7131.26	6650.55	5879.12	5690.24	7468.52	6900.41	5538.28	5960.44
Q9P2P1	1146.29	954.037	777.922	1330.72	656.482	1139.58	846.361	915.931	1245.79
Q7KZN9	7752.39	6740.36	6421.48	7162.81	6094.43	6633.92	7094.78	8243.62	7531.07
Q2M3W8	4627.94	5569.04	4696.35	3692.79	5156.14	3831.55	3467.74	4353.28	3803.37
Q9NXR8	10445.6	8602.52	8308.27	9036.06	8834.9	9747.07	9683.22	10671.7	11236.1
Q9BT78	3422.19	2203.22	1958.37	1466.33	2665.95	2555.61	2038.9	2798.51	2978.06
Q96HI0	26299.8	26694.4	25849.2	18760.1	18329.2	19973.5	17494.3	17216.5	18225.1
Q96ND0	4511.46	4813.1	5116.81	4611.02	4286.44	6447.11	6546.26	5782.55	6669.12
Q9H305	20370.3	19645.6	19382.0	22782.4	22128.2	21867.2	21749.6	19838.5	20625.4
P50897	42713.5	35569.7	42917.1	25968.5	24654.3	27794.5	31849.2	27002.5	26590.0
Q9NXW9	2334.42	1872.13	2202.93	1778.29	2205.9	2558.78	2505.76	2042.92	2346.94
P62745	3170.38	5419.51	5784.39	2396.49	2598.3	2237.1	3722.03	2611.44	3617.28
Q9NZJ6	25066.4	19521.8	19947.7	24234.5	21496.5	22665.0	18820.0	19596.6	22601.7
Q14692			3082.43				3734.3	3849.85	3718.69
Q9HCE5	10264.0	8272.11	6405.64	9747.94	8953.01	10882.0	9398.15	7928.86	8183.78
Q96MN2	45075.8	46792.6	46536.2	32488.6	33877.3	36615.2	31600.3	30996.4	32191.9
Q569K6	2101.23	3034.91	2653.25	1519.71	1160.35	1407.78	1371.48	1318.78	1335.22
Q8N7C3	10551.6	10192.3	9959.31	15357.5	12702.1	12000.8	12346.4	12313.1	13006.3
Q6ZPD8	16471.0	17182.9	19436.7	18622.4	18945.9	20527.3	18684.4	17831.1	17920.9
Q8N138	4834.1	5699.17	5160.8	5786.29	7409.21	9298.02	7540.07	7221.54	6856.34
Q9H1J5				1533.85	1018.99	756.688	588.488	909.882	1018.85
Q9Y5Y7	12954.9	17661.9	12622.9	7100.56	10192.1	12249.9	8692.11	11373.2	11076.5
Q9H7J1	2575.83	2290.33	3536.49		2110.04	1930.43	1656.47	1255.62	1573.44
