PROTID	GENEID	cGFP_6h_BioID_10_1_INT	cGFP_6h_BioID_10_2_INT	cGFP_6h_BioID_10_3_INT	cGFP_6h_BioID_11_1_INT	cGFP_6h_BioID_11_2_INT	cGFP_6h_BioID_11_3_INT	cGFP_6h_BioID_1_1_INT	cGFP_6h_BioID_1_2_INT	cGFP_6h_BioID_1_3_INT	cGFP_6h_BioID_2_1_INT	cGFP_6h_BioID_2_2_INT	cGFP_6h_BioID_2_3_INT	cGFP_6h_BioID_3_1_INT	cGFP_6h_BioID_3_2_INT	cGFP_6h_BioID_3_3_INT	cGFP_6h_BioID_4_1_INT	cGFP_6h_BioID_4_2_INT	cGFP_6h_BioID_4_3_INT	cGFP_6h_BioID_5_1_INT	cGFP_6h_BioID_5_2_INT	cGFP_6h_BioID_5_3_INT	cGFP_6h_BioID_6_1_INT	cGFP_6h_BioID_6_2_INT	cGFP_6h_BioID_6_3_INT	cGFP_6h_BioID_7_1_INT	cGFP_6h_BioID_7_2_INT	cGFP_6h_BioID_7_3_INT	cGFP_6h_BioID_8_1_INT	cGFP_6h_BioID_8_2_INT	cGFP_6h_BioID_8_3_INT	cGFP_6h_BioID_9_1_INT	cGFP_6h_BioID_9_2_INT	cGFP_6h_BioID_9_3_INT
na	na	cGFP_6h_BioID_10	cGFP_6h_BioID_10	cGFP_6h_BioID_10	cGFP_6h_BioID_11	cGFP_6h_BioID_11	cGFP_6h_BioID_11	cGFP_6h_BioID_1	cGFP_6h_BioID_1	cGFP_6h_BioID_1	cGFP_6h_BioID_2	cGFP_6h_BioID_2	cGFP_6h_BioID_2	cGFP_6h_BioID_3	cGFP_6h_BioID_3	cGFP_6h_BioID_3	cGFP_6h_BioID_4	cGFP_6h_BioID_4	cGFP_6h_BioID_4	cGFP_6h_BioID_5	cGFP_6h_BioID_5	cGFP_6h_BioID_5	cGFP_6h_BioID_6	cGFP_6h_BioID_6	cGFP_6h_BioID_6	cGFP_6h_BioID_7	cGFP_6h_BioID_7	cGFP_6h_BioID_7	cGFP_6h_BioID_8	cGFP_6h_BioID_8	cGFP_6h_BioID_8	cGFP_6h_BioID_9	cGFP_6h_BioID_9	cGFP_6h_BioID_9
P33527	ABCC1	0	0	0	0	0	0	14051.394	15478.986	14565.637	12514.709	13163.694	13221.651	16973.596	15032.784	16812.104	17226.896	14608.324	15591.439	14049.388	14966.972	13325.142	14089.891	12310.625	15754.585	11892.266	15158.357	13281.088	0	0	0	0	0	0
P33552	CKS2	26818.455	27598.479	20194.525	31772.89	22096.316	21322.398	25141.658	15491.342	25493.152	18757.518	21543.787	23204.863	18709.498	21305.096	19235.344	18574.076	20367.4	20468.55	25118.361	19879.889	19143.621	18248.473	19512.629	22567.584	21281.7	23533.186	23237.79	19777.053	21315.799	20875.43	30021.336	32081.18	29436.48
P33947	KDELR2	5367.514	3088.1162	4359.5454	5120.615	2829.7349	2130.7446	12521.734	14128.034	0	13651.779	12901.321	12501.889	12260.002	13279.893	9332.589	22692.262	0	8055.663	42082.547	41199.047	32067.76	29127.82	22104.348	12293.402	24819.43	30430.17	16945.158	2909.1501	2605.6572	2747.035	4533.038	3302.4114	6176.2764
P33981	TTK	471466.28	450269.78	482793.53	481895.0	510154.44	396551.5	840252.7	887421.7	785079.1	883427.75	856382.0	837310.56	780415.44	877929.94	891227.94	772223.94	740269.7	879105.06	719998.94	717451.1	772588.8	707954.2	771618.56	577422.4	614719.3	781016.4	592563.5	404079.03	397720.84	333900.97	464147.12	475690.88	417620.56
P33991	MCM4	3501858.0	3526726.2	3447794.2	3362401.0	3286801.5	3524242.5	3124393.2	3471795.8	2984011.5	2767432.2	2667503.2	2549916.0	2580666.0	2764051.5	2521384.5	2489755.5	2608896.8	2609914.5	2069109.0	2117783.0	1974000.5	1725051.2	2216614.8	2003865.1	1997970.8	2078857.4	2137032.8	3272599.5	3163808.2	3411522.8	3197315.0	3389946.5	3506034.8
P33992	MCM5	554800.0	422475.72	514564.62	512594.84	557986.1	597092.6	631956.75	695633.1	653290.06	585365.75	606536.9	740493.5	643519.0	725523.6	671355.2	657035.7	628279.4	731813.3	482576.8	472086.7	528470.06	584221.56	534276.44	581276.94	400424.62	494713.6	450385.8	494778.06	523964.38	411150.7	435327.22	590814.8	511187.12
P33993	MCM7	1965704.5	1951843.5	2176701.2	1884837.8	2074994.8	2162542.0	1534682.6	1426581.9	1410372.9	1499362.6	1457420.9	1531696.6	1211538.1	1422969.1	1458818.6	1384886.4	1357755.8	1591503.5	1383491.5	1371861.0	1337029.5	1351909.8	1459529.6	1475657.5	1469905.9	1394867.8	1334137.1	1961688.9	1816507.5	1704619.0	1844075.9	1852638.9	1773411.5
P34896	SHMT1	77530.164	103677.414	86067.375	90793.55	73127.016	86652.4	69384.766	59853.4	61617.812	60858.25	66104.33	66555.375	58819.78	71969.96	51216.75	67387.93	56932.35	72861.42	66440.77	73337.22	52571.51	49251.137	19867.277	68802.05	67791.43	68820.07	64239.496	48692.33	78109.13	89538.9	103878.94	103225.17	75336.84
P34897	SHMT2	206146.64	179780.39	182235.81	196613.72	184721.77	240815.16	96962.55	89546.734	96323.33	95013.945	92536.695	90212.95	95460.45	79724.79	76263.875	78602.67	95754.42	76968.29	58486.86	49929.266	59382.453	27622.467	52650.836	53211.906	54274.117	56792.664	54306.094	243561.64	266543.62	302457.75	191415.12	245854.52	198466.5
P34913	EPHX2	49399.18	60328.324	86565.78	71178.95	83910.96	87354.37	10318.953	36571.72	8079.4116	49114.055	54982.312	7901.5977	8234.235	9544.943	12121.773	8348.553	13190.529	9012.346	41944.297	21871.91	24523.002	23118.434	24259.828	25344.379	26776.97	60940.977	25039.271	75650.984	45478.496	85459.15	81435.08	84352.62	81511.984
P34931	HSPA1L	135181.31	133772.5	146447.28	169399.06	118279.58	141733.33	173684.88	157867.3	137276.84	130768.24	123743.47	139193.1	153076.62	155160.25	125955.25	128767.97	118080.36	117802.234	143807.55	110194.44	132699.61	137768.22	118349.39	117637.375	135562.27	129925.43	117436.23	149103.25	139729.61	145654.67	157501.95	154040.86	130827.88
P34932	HSPA4	2946072.8	2597919.5	2537197.2	2496562.0	2511994.0	2604687.5	2248242.8	2224653.8	1879338.4	2113084.5	1795091.8	1828522.6	2052310.9	1931230.5	1822356.9	1739349.5	1583292.6	1730441.5	2008593.6	2094088.5	2220894.5	1930951.4	1973445.6	1969796.4	1905075.8	2101283.0	1887595.9	2539510.2	2488449.8	2878580.5	2945998.8	2956669.8	3057122.5
P34949	MPI	8315.914	0	33515.812	15846.854	22914.672	42986.844	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40170.633	45005.8	16742.016	7122.1484	10889.352	8281.244
P35080	PFN2	136404.16	140926.25	70528.63	86759.92	85691.32	77642.51	76156.16	139605.62	70279.25	109692.78	67335.34	69059.14	60675.664	70193.81	62697.57	70225.734	64516.39	67167.71	66792.73	76984.9	85179.914	91128.07	86130.13	83598.16	88401.586	84798.86	91986.21	143417.55	75485.016	74842.71	156958.1	131418.47	132142.69
P35219	CA8	0	0	0	0	0	0	20343.607	21123.184	22848.127	12598.333	12479.598	21187.988	13043.408	17845.326	14060.414	13703.053	13083.429	12108.857	12682.403	12185.558	13860.65	16448.936	15095.499	12454.406	15659.863	9931.289	13685.6	0	0	0	0	0	0
P35221	CTNNA1	979078.1	937340.7	743915.6	905773.56	813103.25	839673.4	696018.9	872204.9	687760.9	732361.94	735531.06	696529.0	712255.6	574897.06	684810.44	642297.75	679164.94	629540.75	498331.84	472899.3	331570.03	350755.44	416665.1	338559.06	385772.16	436852.25	363206.7	798975.4	879253.6	929139.5	928022.8	978066.7	902294.75
P35222	CTNNB1	83769.86	58724.734	28358.984	66683.44	54735.016	32896.836	70216.414	71148.63	93217.08	69830.62	63432.8	61771.49	98148.305	87240.03	103954.98	67310.99	83321.13	85457.97	60821.516	154651.89	106760.43	141425.39	111276.64	154460.8	123350.79	126523.125	121189.33	37117.797	54877.375	34395.207	81433.555	89085.94	83837.84
P35226	BMI1	26236.87	49221.832	44435.992	57214.22	48595.062	53153.992	70064.836	63906.227	86215.96	99212.42	67653.445	79290.375	99569.51	66854.945	67198.56	84779.17	72890.71	69985.06	54984.703	72143.03	54430.277	62961.984	58249.26	56458.637	55472.723	69247.53	54552.17	52478.547	18587.922	58154.73	60249.68	51824.76	58685.25
P35232	PHB1	27276.973	61651.598	75407.31	52773.46	73207.4	68848.39	14929.266	17374.418	17416.76	19173.432	21329.986	24463.941	24461.482	20577.33	20824.193	0	22752.752	0	0	0	24196.771	23185.162	0	41548.64	0	17794.617	22380.967	42536.023	39186.977	69229.38	68000.19	64134.152	61986.883
P35240	NF2	516555.72	477480.25	482539.75	489581.1	453347.4	434048.66	581941.7	563649.7	611617.2	578273.06	519001.0	538319.8	576762.25	530215.6	611232.75	590043.56	597257.44	560692.0	171947.78	158212.84	144618.33	149248.94	123204.94	138534.69	128275.44	150932.4	145400.86	516210.2	442633.94	454096.62	577287.06	474608.72	558073.25
P35241	RDX	888778.8	781346.9	760371.44	800566.06	730570.44	797594.7	788310.9	814067.3	740789.1	632172.8	701015.5	746367.2	688790.2	662450.7	610974.5	680499.5	572303.1	609871.44	472549.34	449505.12	459064.78	422320.0	404582.62	439966.75	478896.38	486244.56	470298.2	858246.0	795396.7	860932.1	869580.8	775398.9	810773.94
P35244	RPA3	981981.5	1029118.4	964748.94	908727.94	1014563.1	835936.7	903658.5	785194.25	733002.0	841634.8	720854.2	862334.4	709828.94	768727.3	650053.06	765502.25	698159.56	778346.06	798534.7	649594.8	621358.56	666772.7	533589.0	627282.0	757909.25	719684.7	631236.5	844145.44	876471.1	834643.6	1153892.5	1082736.2	1035965.75
P35249	RFC4	21474.158	68596.164	33122.832	21267.088	62079.492	61937.332	22534.928	24813.227	22079.922	0	24540.959	0	0	25355.697	0	23294.352	0	22086.646	58602.797	39704.434	55310.934	45104.67	50280.055	49097.953	37152.125	42104.066	45352.12	53274.45	59309.594	54155.836	67415.63	70426.51	54602.58
P35250	RFC2	19446.484	17926.914	29760.336	19750.244	23371.43	22757.238	11307.769	11051.926	14001.501	10520.583	11545.186	10861.998	11327.289	13629.075	11903.193	11809.449	14768.086	14202.747	74002.79	51659.44	88999.29	59785.81	85038.06	87418.72	90416.88	86584.766	87895.586	21999.553	21376.227	16977.281	15762.535	7280.413	19350.363
P35251	RFC1	39813.133	51837.766	28128.225	15986.253	26153.2	0	93452.06	85449.51	45818.85	126644.49	107059.32	101423.516	126870.81	102088.09	120615.97	130849.95	93729.555	99169.016	222882.03	210429.66	226084.97	214831.55	200462.34	228775.95	232460.52	267846.4	214349.27	22704.014	23536.42	22233.121	51480.242	45436.742	40057.28
P35268	RPL22	249059.14	280403.28	252897.0	347047.06	270561.94	255129.3	187319.22	156209.39	185313.62	188014.42	195295.22	175107.11	219949.97	197467.84	203812.27	269477.03	242866.11	208443.47	90617.45	98203.68	97712.2	84973.63	79181.77	88823.88	90451.14	103786.39	68292.97	259696.75	231179.47	259506.25	253791.94	273832.75	249219.42
P35269	GTF2F1	1938735.8	1825874.5	1706309.6	1721204.8	1780965.5	1738574.4	1573185.1	1461920.5	1548003.2	1516024.2	1365759.8	1483825.0	1535084.4	1413294.5	1426567.0	1361394.1	1381374.0	1526230.9	1314171.6	1354821.0	1431201.1	1415271.1	1436809.9	1377456.5	1377859.4	1431777.4	1523155.4	1738033.5	1736954.4	1816055.0	1718478.8	1735615.4	1844474.1
P35270	SPR	18189.045	23910.363	78037.23	5776.637	68487.14	62019.656	68754.336	62665.93	69794.37	57407.11	72195.91	64126.824	54610.11	56622.805	63209.254	54364.027	52300.58	55032.43	102836.27	94486.02	96904.27	93359.82	82396.516	92513.96	87982.04	83393.11	76823.7	82028.06	90936.36	82149.375	21397.783	24490.285	16434.043
P35520	CBS	683774.94	721492.1	694261.6	705978.06	739716.4	716390.56	626633.44	615891.1	614849.25	673075.4	712209.8	753381.9	735717.2	689388.06	636368.06	681380.6	629140.3	665580.56	503433.97	525345.7	508301.25	531205.1	508216.47	544276.7	557502.8	562485.0	474739.38	713821.0	764674.3	716154.06	690726.3	692224.3	686505.1
P35527	KRT9	560412.5	526666.1	104056.625	1025115.7	505276.72	139601.69	574574.9	189516.39	641430.75	506900.38	192621.45	137506.66	496982.22	236557.02	363020.38	340275.06	610480.3	298765.4	309314.22	286654.12	332934.97	754027.3	272668.8	326212.84	728090.5	366870.47	239736.6	689145.25	129400.66	481006.66	251461.56	399726.1	213769.17
P35568	IRS1	49112.062	2870.3389	26354.803	26454.2	72046.37	36375.145	134315.11	148550.84	109509.07	94302.914	126547.72	164360.19	189614.19	172980.22	137775.34	158537.52	142077.27	160199.56	55552.14	49219.75	47309.086	80524.81	74654.77	75386.49	89141.516	61796.266	50962.125	51174.35	35271.23	53531.64	31389.547	29611.518	30299.62
P35579	MYH9	9809630.0	1.0583536E7	1.2360736E7	9728802.0	1.1534641E7	1.1643696E7	7303254.5	7572138.5	8286205.0	8193093.0	7268025.0	7269308.0	7366919.5	8945629.0	8381974.5	8520478.0	8905773.0	9018010.0	8081057.5	6739500.5	7551227.5	7456447.0	8491303.0	8005039.5	7696721.0	8028059.5	8301173.0	1.0107951E7	9438736.0	8877155.0	8479448.0	1.034167E7	1.0294328E7
P35580	MYH10	778048.06	850505.75	1043823.56	741309.9	836359.75	953449.06	655529.06	686300.06	668123.1	782558.25	683014.9	680234.75	649218.5	782301.25	643359.6	530273.3	656944.44	729889.56	569101.8	628755.6	553270.7	522877.25	584411.0	574817.94	589637.3	569428.5	503815.6	828633.44	733101.9	693453.6	736551.25	825549.7	851392.7
P35606	COPB2	194039.14	256903.64	273454.53	215752.95	269790.7	289030.03	222884.1	304379.94	255001.25	288282.72	198835.81	200304.36	198176.11	177009.28	269608.78	204715.81	153215.03	194180.64	467764.34	404827.1	493858.6	490785.03	521354.16	421600.25	407344.4	518945.34	420288.6	247060.55	318831.97	258445.78	274047.9	263763.12	213486.4
P35610	SOAT1	0	0	0	0	0	0	33771.45	27161.64	46259.44	29462.814	7222.129	47682.742	37093.67	36994.793	39247.695	37749.61	39146.508	35178.805	52776.61	56535.508	48808.703	16756.14	46949.125	49321.96	48388.605	47891.215	43167.4	0	0	0	0	0	0
P35611	ADD1	1410056.9	1280429.1	1480965.4	1604636.5	1284664.5	1439693.0	1832199.8	1790036.9	1651693.1	1818159.9	1870547.9	1999201.4	1883142.5	1628331.9	1742933.6	1820634.2	1900602.8	1679780.0	1589500.2	1487359.9	1379873.8	1426469.8	1368880.9	1382908.6	1404893.0	1535392.4	1278810.0	1577608.6	1427374.0	1394434.9	1380339.5	1355335.2	1514818.6
P35612	ADD2	156037.6	151452.72	189420.94	150664.45	129551.12	147756.44	251780.88	198160.19	276057.62	196260.98	191127.81	218217.64	245525.89	215064.0	235791.75	208431.34	359575.12	189535.67	165976.66	210307.47	126010.88	144995.5	140577.23	185195.39	173600.23	155864.72	205669.44	130548.24	169421.62	160955.39	153354.73	130618.93	165391.86
P35613	BSG	14367.962	16317.836	0	17950.96	0	15567.554	0	0	0	0	0	0	0	0	0	0	0	0	0	17995.959	0	15689.773	17645.8	13898.015	11837.777	13073.749	0	0	14808.595	0	21071.807	18435.266	20703.91
P35637	FUS	107766.95	65463.613	94614.97	89737.484	69865.016	78982.66	141810.14	121299.95	138985.27	112374.836	83229.74	101791.48	138070.6	115229.75	105612.28	134500.98	142431.12	137853.03	69392.945	82381.016	72879.55	66433.734	78597.625	73220.3	61441.547	84176.516	77559.875	64102.188	64267.67	80687.17	67021.19	83038.414	69666.1
P35658	NUP214	1743074.9	1475808.1	1736363.8	1762969.1	1488898.5	1456068.5	2000159.8	2455536.0	2063639.8	2350427.5	1957990.6	1953443.4	2147686.0	1995485.0	2215585.8	2149743.5	2450397.0	2307025.2	2032233.6	2095883.8	2221397.0	1896903.5	2124822.0	2130377.0	1997303.9	2042313.2	1981414.4	1475940.2	1607298.8	1708969.5	1768044.0	1458332.1	1798163.8
P35659	DEK	7420.367	8953.729	6852.388	9573.896	10310.34	12168.374	0	22246.271	29752.254	26312.059	27182.736	22737.627	18430.271	15228.1	20707.174	0	0	0	7644.6055	19743.93	18188.45	21077.66	20678.385	35728.37	19150.379	17136.049	20247.846	7999.873	14752.351	12692.211	7983.584	14185.887	8658.391
P35711	SOX5	21565.809	35038.22	53677.08	15722.005	28152.664	0	21642.963	17265.693	0	16788.035	0	21469.83	16293.768	16296.618	17204.9	19765.283	16932.725	0	16260.171	19963.213	19124.814	0	22762.64	23319.904	19962.33	21549.877	35307.965	55024.832	44188.305	18242.03	20332.414	45702.37	57335.25
P35749	MYH11	19336.332	27117.545	34672.7	21615.418	25545.523	24305.57	86958.984	83063.69	12142.107	28471.934	25199.178	74115.56	24080.154	21921.238	21752.098	23660.018	19978.387	23224.125	26729.473	30998.672	23256.418	13466.908	28730.42	31394.55	26662.0	25364.186	22399.9	28010.975	26091.64	20712.309	25902.389	22971.395	30443.771
P35813	PPM1A	138317.12	151678.45	132444.45	111978.875	178009.52	102807.97	139561.3	115655.125	123436.72	109856.09	111217.914	95107.46	113704.07	82697.96	122599.83	110126.39	111374.17	137765.67	103869.54	136974.92	91687.64	183658.19	150305.14	173553.6	192724.38	118878.8	110948.26	154286.12	145939.81	134113.97	158644.22	151188.7	148768.55
P35869	AHR	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24533.582	27789.098	21770.34	21112.367	19375.652	21998.154	19828.83	23226.191	21792.947	0	0	0	0	0	0
P35908	KRT2	498115.4	419557.56	143650.88	813049.1	520472.9	130320.65	326916.97	102023.26	414407.47	269117.3	111850.93	73707.1	324258.0	173035.45	172189.42	57098.633	484974.84	129240.13	534180.1	277168.47	359570.06	540242.9	280406.66	281553.03	368758.47	325582.72	250082.31	770823.8	197769.69	472239.38	923151.56	351851.47	216605.97
P35998	PSMC2	829196.44	830874.7	841846.1	974676.25	804129.56	645990.9	672747.3	813298.1	816889.0	925410.7	753794.6	736571.4	870371.7	907747.94	745314.8	771659.8	880889.44	796302.0	760482.06	757367.25	698336.7	777569.4	786562.5	696881.0	711840.56	741300.0	663534.94	703023.6	583230.9	744932.7	958153.06	872782.3	807725.7
P36404	ARL2	128026.92	128544.44	101894.945	111751.086	96149.91	98945.91	8918.238	11477.778	4851.7437	14585.318	10866.937	7149.52	7341.128	12172.58	4626.2217	6412.996	0	5890.7666	33892.484	25349.92	34638.176	47717.043	34489.44	41156.215	36072.875	17342.049	0	92833.92	89862.05	113496.164	111182.8	110528.37	113154.68
P36405	ARL3	254187.42	311445.7	269355.47	241988.6	277542.56	255250.66	284065.44	246665.66	276113.44	207858.23	197652.6	241553.16	203181.2	208829.27	175935.42	190302.66	176580.14	208672.44	197261.23	242754.44	281772.62	222609.06	229363.6	230607.14	279355.94	239645.42	254930.45	261735.72	239423.33	221740.42	279076.9	299154.0	263800.03
P36507	MAP2K2	7127.295	10856.226	13059.921	10901.24	12586.921	14192.013	10905.406	8427.728	11744.716	29640.18	10824.615	12817.811	34462.207	12386.818	13923.737	11725.127	12229.217	14592.38	36733.97	45538.098	36070.703	48046.668	18937.3	54561.516	39172.242	24100.49	19177.324	12017.758	15950.382	15664.394	10651.891	12691.621	10382.188
P36542	ATP5F1C	35037.21	35314.406	12227.574	16065.477	16607.154	19892.842	20319.508	42438.53	14059.027	14140.585	0	11614.2	16063.62	12591.439	13719.392	15564.969	12577.442	29368.555	23287.367	0	0	12642.154	0	15481.922	0	16560.451	0	0	0	15586.783	38688.67	27901.71	32217.89
P36543	ATP6V1E1	662149.75	558533.1	635010.56	637064.9	607500.6	598738.25	431304.3	499207.62	480272.78	468380.72	409116.53	380914.72	465447.03	447559.16	494164.9	481722.97	494590.9	492494.44	406885.88	417661.34	436603.28	445451.03	465451.47	523087.16	526722.5	486066.16	502568.22	484534.44	432493.88	534056.0	608608.0	575676.5	599764.1
P36578	RPL4	460853.66	765855.4	888390.94	609910.94	837169.06	745915.9	795350.94	973674.75	918281.7	1156427.8	1167551.4	1191062.8	1164337.9	1548907.5	1292271.2	1335872.4	1063272.6	1548963.8	2140636.5	2121379.2	2029675.8	1907345.9	2133774.5	1931718.6	2047581.9	2340772.5	1987676.1	749509.06	735822.75	626260.7	732356.0	876188.1	674152.75
P36639	NUDT1	31088.51	35843.95	29896.469	37315.86	36754.51	36475.938	29242.701	23918.242	34762.45	29560.256	32500.826	35160.29	36260.72	34071.652	30639.098	34846.773	31079.82	36247.848	19587.97	24931.732	20781.193	49425.016	31183.998	24017.229	23933.904	27536.223	17988.365	31596.404	35717.473	38390.8	36709.984	34209.277	33404.55
P36776	LONP1	133885.28	141014.9	104790.766	139357.34	144252.98	158612.52	70350.11	98905.336	72825.57	78083.38	68690.016	59971.754	66777.12	93140.68	80377.54	62592.875	67282.71	96624.664	86603.6	93254.266	60557.1	65979.34	76363.17	75761.97	54269.53	58199.78	49860.277	127243.95	153072.64	207487.58	156961.19	155931.33	177790.44
P36871	PGM1	39601.953	55749.203	31669.238	35649.156	51889.094	51980.56	16974.154	16927.418	13636.399	17432.992	33538.19	37823.65	0	30750.41	11839.865	21236.209	0	17986.045	34811.04	18484.426	28638.836	22324.87	24487.434	20115.742	23603.752	16232.1045	18864.953	52215.38	53582.16	49246.43	49229.203	52030.047	47095.008
P36873	PPP1CC	723833.94	642195.0	581127.25	644098.0	579279.5	578752.75	612441.56	639413.5	632633.4	682401.06	550021.94	539501.6	570300.56	533319.0	488505.97	520412.7	610582.3	491077.72	376637.75	393806.66	435860.06	409856.72	436044.78	445872.66	433957.53	446504.62	387498.38	594094.56	590170.1	684875.6	669253.6	617554.2	685657.9
P36915	GNL1	29219.623	0	21049.945	21947.484	25545.904	24497.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27110.662	26072.33	28738.818	32304.414	23759.72
P36954	POLR2I	165620.92	195059.83	153571.02	186088.92	171632.45	137402.3	146061.78	191388.7	163896.48	155635.47	201780.17	148611.45	150285.08	158210.12	127688.695	151593.81	152169.61	130856.266	162138.28	111645.75	130273.4	129115.016	131212.03	119782.54	120283.88	126999.31	137322.75	157731.28	131585.81	147763.58	214017.3	236201.73	176629.9
P36957	DLST	20970.979	23345.23	21521.135	78033.69	25940.805	25255.959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27573.676	38667.266	21312.65	21177.545	23050.342	22617.346
P37108	SRP14	93888.93	97120.89	107226.96	103944.88	103200.47	113567.125	63590.527	85222.016	99028.83	61087.97	78254.05	41151.6	58463.582	70579.77	78287.47	64802.844	72164.54	76528.0	123523.69	97587.06	96848.31	107539.92	94156.3	106736.484	98810.766	96506.875	109504.766	118410.84	121769.97	132545.17	102820.52	111831.95	98123.625
P37198	NUP62	1131492.9	1071636.6	1080103.5	1098372.6	1029316.25	1125342.6	1155668.4	1419071.0	1280743.4	1213304.0	1217409.6	1163819.4	1267166.5	1143109.6	1257163.0	1154288.8	1324426.5	1228671.9	1287455.1	1331676.1	1239148.9	1194502.0	1180938.5	1220654.6	1198674.4	1189929.2	1100296.1	1084305.8	1130623.1	1108505.6	1125262.0	1042577.3	1161825.4
P37235	HPCAL1	301377.56	341915.6	305493.84	303704.8	319186.7	308892.72	319960.44	335545.3	265007.44	291228.25	299136.84	304006.94	307028.66	278246.0	271353.12	265616.44	220988.39	311093.94	258923.0	265177.03	235708.86	230246.78	228513.52	199042.62	216621.98	227909.05	216836.66	325059.22	305506.84	310900.97	375131.5	337149.62	326735.56
P37275	ZEB1	6905.644	7501.036	7066.3154	7128.8975	7241.7847	6483.871	47718.51	32670.627	32534.988	25042.953	46222.945	39283.65	37662.977	46999.617	48860.133	50547.062	51633.633	53773.53	116655.555	85610.3	83224.734	76727.85	63990.703	73296.86	94734.875	96510.586	89251.766	0	4873.684	5926.3203	7537.3345	7643.7983	7414.1567
P37802	TAGLN2	473692.8	682104.75	522871.72	461654.03	515705.8	458156.0	429792.34	442238.44	437668.4	374825.03	377225.8	465391.84	342619.16	405715.47	366893.2	350736.56	360900.0	368729.03	642240.44	638867.7	817084.4	817876.4	722372.2	894775.1	889933.06	719919.94	800524.9	504144.9	488980.34	431770.5	656875.6	664383.75	495211.3
P37837	TALDO1	1.1273687E7	1.0983565E7	1.0466858E7	1.2435907E7	9996452.0	9932554.0	8994458.0	9722979.0	8269238.5	9075073.0	8180241.0	8522723.0	8469113.0	8952590.0	7105447.5	7977147.5	7752618.0	8667309.0	8515057.0	7607884.0	7015551.0	7579243.5	6986961.5	6282823.5	7374909.5	7696851.5	6739818.0	8807738.0	8527274.0	1.0335906E7	1.2222772E7	1.1478053E7	1.1680763E7
P37840	SNCA	79684.5	117168.53	97060.7	65979.41	80381.96	85298.27	117662.27	96867.89	119920.16	111137.75	127187.516	122692.78	114853.125	130942.11	104252.69	114704.984	125430.516	120925.09	66447.96	66450.234	76853.64	77943.78	73507.66	66938.79	76761.875	78928.81	68646.84	86099.74	75936.086	87239.38	113765.14	103218.75	103239.03
P38117	ETFB	46226.074	36399.79	33813.285	45395.64	39342.29	39630.492	0	8324.379	0	9100.352	6977.508	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31760.797	35178.25	37390.84	32864.99	46454.72	36386.75
P38159	RBMX	0	0	0	0	0	0	29860.879	23870.229	28682.316	17072.053	40298.574	23422.758	23981.855	5848.25	17243.344	10397.283	27331.434	33362.055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
P38398	BRCA1	0	0	0	0	0	0	105858.4	67573.65	117158.68	102321.5	100315.55	133607.72	125529.33	137199.23	133199.97	142341.05	113208.25	107374.84	473219.3	399329.94	373595.22	450068.28	381793.06	443426.94	419058.6	453773.06	393351.7	0	0	0	0	0	0
P38432	COIL	59366.3	54574.016	44872.89	47030.28	32346.566	27600.191	15207.721	16343.801	17916.158	26432.848	13127.257	34438.297	24843.182	28501.154	16388.225	32110.836	13168.847	15581.719	23951.475	0	15966.176	28409.76	0	20526.436	0	29562.594	24651.576	42900.29	38636.383	26564.59	54969.64	41756.42	48098.805
P38571	LIPA	24629.799	0	0	23861.96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13777.504	15524.566	0	16176.614	20167.143	17096.635	15891.56	13501.734	14829.001	0	0	22057.105	0	0	0
P38606	ATP6V1A	2507237.2	2355864.2	2505849.0	2608057.5	2400780.0	2466747.2	2070924.4	2331775.2	2026449.1	2044339.9	1972838.8	2049482.6	2112531.8	2064775.2	1944461.2	1872071.4	1988393.1	1835628.6	1593362.9	1474973.4	1539412.4	1387633.6	1415786.0	1525928.6	1486229.4	1733431.8	1389153.5	2412047.0	2310614.2	2516353.5	2499026.0	2390279.5	2219916.5
P38646	HSPA9	3785010.0	2825576.2	2664436.2	3743332.5	2658451.2	3145959.5	2817496.0	3229859.0	3123470.8	3126604.0	2876975.5	2732825.0	3077123.0	2617089.0	2830508.0	2602832.0	2886499.8	2456930.0	3415049.0	3249087.8	2788540.2	2843051.8	2698098.8	2866958.5	2140800.5	2499249.8	2245129.5	3010039.5	2655422.8	3813287.8	3803828.0	3190105.5	3733555.0
P38919	EIF4A3	62300.027	54560.348	40640.86	52449.85	42245.22	41951.152	38197.766	55971.83	35441.43	22517.48	33921.85	22206.566	67519.04	33929.656	56729.31	94669.41	32932.12	68623.68	0	44388.367	0	11078.193	24352.637	28386.215	24206.4	0	22351.402	59278.207	32735.32	52479.008	16085.953	55185.113	61241.25
