PROTID	GENEID	cGFP_6h_BioID_10_1_INT	cGFP_6h_BioID_10_2_INT	cGFP_6h_BioID_10_3_INT	cGFP_6h_BioID_11_1_INT	cGFP_6h_BioID_11_2_INT	cGFP_6h_BioID_11_3_INT	cGFP_6h_BioID_1_1_INT	cGFP_6h_BioID_1_2_INT	cGFP_6h_BioID_1_3_INT	cGFP_6h_BioID_2_1_INT	cGFP_6h_BioID_2_2_INT	cGFP_6h_BioID_2_3_INT	cGFP_6h_BioID_3_1_INT	cGFP_6h_BioID_3_2_INT	cGFP_6h_BioID_3_3_INT	cGFP_6h_BioID_4_1_INT	cGFP_6h_BioID_4_2_INT	cGFP_6h_BioID_4_3_INT	cGFP_6h_BioID_5_1_INT	cGFP_6h_BioID_5_2_INT	cGFP_6h_BioID_5_3_INT	cGFP_6h_BioID_6_1_INT	cGFP_6h_BioID_6_2_INT	cGFP_6h_BioID_6_3_INT	cGFP_6h_BioID_7_1_INT	cGFP_6h_BioID_7_2_INT	cGFP_6h_BioID_7_3_INT	cGFP_6h_BioID_8_1_INT	cGFP_6h_BioID_8_2_INT	cGFP_6h_BioID_8_3_INT	cGFP_6h_BioID_9_1_INT	cGFP_6h_BioID_9_2_INT	cGFP_6h_BioID_9_3_INT
na	na	cGFP_6h_BioID_10	cGFP_6h_BioID_10	cGFP_6h_BioID_10	cGFP_6h_BioID_11	cGFP_6h_BioID_11	cGFP_6h_BioID_11	cGFP_6h_BioID_1	cGFP_6h_BioID_1	cGFP_6h_BioID_1	cGFP_6h_BioID_2	cGFP_6h_BioID_2	cGFP_6h_BioID_2	cGFP_6h_BioID_3	cGFP_6h_BioID_3	cGFP_6h_BioID_3	cGFP_6h_BioID_4	cGFP_6h_BioID_4	cGFP_6h_BioID_4	cGFP_6h_BioID_5	cGFP_6h_BioID_5	cGFP_6h_BioID_5	cGFP_6h_BioID_6	cGFP_6h_BioID_6	cGFP_6h_BioID_6	cGFP_6h_BioID_7	cGFP_6h_BioID_7	cGFP_6h_BioID_7	cGFP_6h_BioID_8	cGFP_6h_BioID_8	cGFP_6h_BioID_8	cGFP_6h_BioID_9	cGFP_6h_BioID_9	cGFP_6h_BioID_9
Q68DK7	MSL1	127065.766	160417.52	143310.16	107231.32	99083.81	139869.95	118113.27	127292.22	118732.09	150224.03	158063.5	136427.98	149305.17	131946.55	131457.6	145571.34	143875.66	103679.984	61705.965	68989.09	38849.47	52014.14	47623.594	52525.83	63615.965	60328.902	38690.223	83937.29	162135.52	169294.4	113962.17	134115.1	147620.3
Q68DQ2	CRYBG3	22430.035	59214.902	79386.0	34249.086	14594.34	62863.1	180330.16	217856.67	134977.86	240042.83	209421.38	238617.16	243284.19	239197.0	301400.38	255854.28	190521.81	313511.06	332411.8	330544.25	315039.44	384909.56	373329.44	322785.62	401445.38	313118.22	364219.47	65777.13	44916.72	9772.649	42561.215	63374.16	36798.445
Q68E01	INTS3	199706.06	198646.8	195563.22	197610.62	186649.0	201191.17	157363.66	159775.62	154667.92	191279.94	172239.0	198058.67	152210.38	148582.75	183943.83	157731.1	166567.5	166272.48	242804.27	194834.52	229525.95	222734.0	206613.97	206325.84	240283.72	286200.25	269542.3	210739.05	206314.8	209965.16	204922.7	214383.45	212612.84
Q68EM7	ARHGAP17	804940.9	715056.8	835052.75	749407.2	886040.0	769279.4	704424.06	838341.4	730877.8	699744.9	705368.0	722808.06	716492.7	725648.3	638789.5	626650.8	687246.25	679627.06	1030813.5	1027248.0	1050659.2	1181549.6	1022073.8	939874.6	1026736.25	969332.06	952844.75	784282.8	860975.56	721223.8	746656.3	857663.9	785734.94
Q69YH5	CDCA2	54369.53	45799.344	41180.914	61265.9	39627.586	33982.79	118598.48	102802.48	84249.11	133860.61	121335.305	111839.875	130534.79	118264.7	88611.78	132705.56	110011.17	80158.875	76422.71	73765.51	80220.55	88458.086	78389.57	86692.234	81299.59	82848.24	75522.95	45245.594	32561.016	52990.734	55581.965	46798.29	60303.93
Q69YN2	CWF19L1	352750.22	407500.62	385830.84	347189.1	380731.28	353443.78	405986.44	417505.84	413051.97	316593.06	378259.22	396958.88	270469.3	366165.34	327058.22	323703.72	344880.0	309556.12	470008.3	513395.3	522495.8	480294.62	443265.56	443862.94	499070.62	444875.2	480472.9	388385.66	361964.2	321177.94	392139.6	405891.75	365651.6
Q69YN4	VIRMA	169714.56	159829.84	152353.66	183627.33	135862.39	144162.34	203565.88	224261.22	203975.1	190541.48	187530.73	176475.19	161651.66	190994.98	162318.64	164987.44	131657.38	181470.5	270229.47	277886.72	233413.23	273209.03	249705.88	304200.62	227028.92	185889.06	192155.16	164376.75	139670.44	214050.0	168058.61	178627.84	214513.7
Q69YQ0	SPECC1L	292453.47	241447.45	196918.4	268924.28	234936.61	239629.7	238315.8	244750.6	240944.69	247051.36	254173.19	236020.23	217942.33	217143.67	264451.72	278986.94	254387.6	193067.62	338411.97	370663.16	344511.12	290582.78	349156.9	363210.47	272495.7	281785.5	347564.4	264976.22	232236.2	326952.97	254657.22	271661.3	306826.16
Q6AI08	HEATR6	7685.0723	11697.185	9000.113	7748.744	10440.494	9389.553	13703.055	13664.04	11791.108	11732.402	12888.243	13118.937	14182.843	16970.707	23323.734	14058.695	14283.396	18926.535	32946.355	34972.246	31062.443	34941.246	36085.324	30627.12	26386.475	28976.98	25029.582	11582.351	9815.089	11046.556	10520.617	11940.455	9205.674
Q6AI12	ANKRD40	21261.67	0	24570.967	22426.25	22388.51	19187.236	0	0	0	0	0	0	0	0	0	0	0	0	56876.695	64859.805	73239.44	52511.21	43888.598	69404.07	39442.414	68936.68	71857.11	22189.98	23730.154	21357.377	19928.055	23703.645	20892.387
Q6AWC2	WWC2	0	0	0	0	0	0	0	9956.551	0	5108.9653	0	0	0	0	12870.028	0	0	6007.6753	0	5979.6797	6500.8594	5970.589	6752.4546	7101.8066	6439.5933	0	14909.941	0	0	0	0	0	0
Q6BDS2	BLTP3A	337986.56	392919.0	401662.22	369149.4	420074.12	375591.5	347584.2	348383.53	571444.7	600357.25	1044337.75	610688.44	566054.2	567990.94	568775.7	574763.56	641014.56	640479.06	516318.8	508084.78	510948.25	580130.3	549475.75	496973.97	514345.9	514124.25	558018.94	382911.12	359317.72	324044.2	346036.84	364698.12	340104.06
Q6DD87	ZNF787	31646.117	8713.136	30442.62	25716.414	8504.587	17650.34	25987.773	5452.998	8713.6875	7710.6514	5025.168	12022.861	19835.99	6519.388	21660.402	21070.54	7101.2363	7707.284	10658.805	11569.041	13289.953	37461.363	36553.918	27838.36	37051.168	32604.562	39164.055	25509.178	22406.938	21599.207	26600.744	31397.527	27643.42
Q6DKI1	RPL7L1	24594.836	33843.33	34532.25	29165.533	34007.93	30597.34	47774.42	49836.387	54231.523	64564.82	69472.83	69757.625	67551.68	72861.95	70558.09	66859.22	60512.85	69965.16	94680.44	100542.25	105194.02	89595.11	78455.125	116066.24	70343.19	102141.93	91474.27	9593.152	31434.89	29151.086	34593.406	8536.875	9520.337
Q6DN90	IQSEC1	57144.773	95724.72	66020.836	65114.19	86645.76	78940.63	60691.77	85535.195	64850.906	51634.023	69092.18	54377.55	66307.64	85705.47	78317.164	42174.26	80461.84	95829.83	110244.76	158436.0	131600.0	109802.5	126868.35	136984.64	187507.94	105237.55	156183.47	66682.914	75189.91	59335.1	65523.258	66552.38	58314.113
Q6EEV4	POLR2M	40927.453	50199.457	43654.22	22481.738	52030.42	45639.434	17542.955	51602.766	37798.938	26850.701	39926.742	35870.344	19642.674	26180.438	26373.523	18389.492	33164.246	26296.992	15395.63	43135.688	35899.54	30790.408	50246.266	37428.48	39034.734	38657.867	41232.63	35817.766	43450.8	40959.4	41675.86	51173.727	43039.242
Q6F5E8	CARMIL2	72919.2	65740.81	49389.598	121060.97	42320.83	63687.1	15786.15	5956.8	57138.812	41764.402	24459.328	30704.82	33193.93	31265.562	34418.28	34576.227	35188.133	34871.895	24888.469	26272.854	23199.037	22711.658	23841.18	23061.98	23181.44	23058.883	23881.658	81659.02	72049.96	70425.66	148671.9	73543.82	113502.94
Q6FI81	CIAPIN1	3720529.2	4094872.8	3885968.2	3286482.8	3684047.5	3624951.2	4050572.5	4192332.0	4399261.0	3318250.5	3748365.5	3724226.2	3344180.0	3537710.0	2878340.0	3130889.5	3286693.2	3026430.5	2318436.0	2310617.8	2306665.5	2267670.8	2182267.2	2276029.0	2370979.5	2444439.5	2276167.5	3386024.2	3495535.8	3159052.2	3776449.5	3762155.8	3580865.2
Q6FIF0	ZFAND6	41477.05	46642.766	44795.992	44419.133	46964.32	38596.047	116126.43	45579.305	83086.766	51563.477	74023.2	70987.47	54244.938	74456.17	57394.4	53470.555	70920.89	41892.805	26049.885	30597.012	30011.916	30513.5	33722.996	26792.812	26910.75	27711.586	33407.38	41813.137	37348.152	43914.94	46652.758	47857.375	45896.54
Q6GMV2	SMYD5	181122.17	172599.8	142498.22	118553.125	164015.95	137810.38	96142.57	81720.91	71727.516	52357.094	81111.6	71311.3	95328.086	71960.336	70796.78	94201.13	74531.43	46798.14	73562.02	55521.63	46955.5	49317.812	44569.38	46747.875	47085.414	46745.89	45101.992	147380.03	119622.02	136831.6	54518.29	127443.18	134663.66
Q6GMV3	PTRHD1	127877.086	131428.97	88013.625	144806.23	110023.945	105086.55	84954.39	100737.305	65714.46	46054.2	58109.703	62478.96	69772.84	59215.836	62634.965	72846.03	79818.31	76479.375	22235.62	15788.853	15528.589	14882.924	13541.502	14754.116	14584.213	17854.277	32774.883	101030.695	139104.86	86928.37	107950.01	71489.9	107881.91
Q6GQQ9	OTUD7B	47930.055	37424.883	35712.055	39166.76	28885.09	41839.094	55072.9	63006.57	62607.656	54757.758	47161.574	51027.63	55810.49	52024.496	59265.516	59588.273	60178.2	61819.266	41048.93	15649.441	20574.46	16384.957	16584.62	15269.661	13028.968	24759.469	30804.879	33610.812	38245.387	45773.64	39077.656	41515.402	46451.64
Q6GYQ0	RALGAPA1	120236.484	110643.24	98398.71	116186.55	7811.3633	80258.92	22916.188	81680.53	114273.49	87163.44	107865.664	107266.88	113271.4	107140.82	95497.2	122469.76	117458.19	98411.055	37379.812	34184.215	45840.3	41588.51	34853.254	15400.848	41970.96	40061.098	35315.695	0	12732.181	16100.577	22306.404	98313.766	0
Q6I9Y2	THOC7	157758.97	223478.53	205834.69	219211.03	225770.48	169272.38	44634.297	32736.326	14469.557	89233.234	109385.54	36594.203	51975.047	32832.664	31864.975	42640.105	46808.25	34508.72	28224.955	112589.31	14906.024	102185.86	0	0	0	0	0	200192.83	173695.58	182530.7	250436.05	163559.31	181666.31
Q6IA86	ELP2	598112.4	580122.5	572541.2	584239.1	574035.2	593636.75	806147.4	1008220.5	707388.1	740168.56	708959.06	713156.06	749551.2	684030.6	686807.94	890850.75	754808.2	876320.2	906713.8	738364.3	878914.44	806912.3	868293.75	854665.7	721814.06	765023.0	755206.2	618827.06	587550.5	580302.1	600649.0	566072.9	598647.94
Q6IAA8	LAMTOR1	38258.31	34955.598	33265.73	38455.867	33581.867	83068.305	109493.93	44315.215	48107.84	96067.64	101225.984	41078.82	47705.47	43075.68	93506.59	43571.63	40348.46	37903.242	77347.734	97062.97	115881.3	113248.18	117395.39	127612.984	44390.727	36303.23	105652.14	35104.418	35614.973	36814.062	43155.297	39541.355	77351.03
Q6IBS0	TWF2	438110.97	554981.44	442938.22	408026.06	452928.66	422941.34	532049.56	484438.66	503881.3	490675.78	498173.88	524998.8	468924.56	495770.72	418567.62	438691.88	396603.66	398361.6	391233.38	396191.5	396356.44	403817.22	428767.5	435738.75	432576.2	434113.7	458370.62	431340.44	420801.6	439554.94	548980.8	549991.94	474867.94
Q6IBW4	NCAPH2	64362.668	30724.643	47072.344	62376.598	70565.05	39967.312	66247.164	70712.72	64811.617	74350.516	73178.94	76935.41	76019.35	67996.91	68491.984	80555.62	77764.06	73726.34	124479.2	112663.695	106115.805	99985.33	101599.46	98385.08	111788.1	128246.484	116188.2	72871.79	49488.344	52490.07	74202.59	73683.484	48678.28
Q6ICB0	DESI1	43586.965	51707.38	43110.9	40576.047	40721.023	42320.434	0	0	0	0	0	0	0	0	0	0	0	0	11519.308	10961.695	15082.2295	14148.276	7770.8	19049.54	13392.027	12922.636	10990.676	43896.434	45973.12	45953.67	42032.164	46202.992	44442.734
Q6ICG6	KIAA0930	185111.3	197996.84	177110.16	189341.88	181303.23	189058.28	198673.6	186371.33	137619.56	123676.516	129785.67	133229.66	173326.2	167136.25	176093.44	154112.11	109527.99	88027.55	174564.55	160001.33	153139.22	164160.64	168077.19	150350.67	163941.02	149209.3	158331.33	226446.78	186731.8	154111.67	149046.92	183645.22	159339.19
Q6IMN6	CAPRIN2	0	0	0	0	0	0	6967.647	131610.52	6938.388	6337.6924	5823.182	6607.5713	6208.9595	7937.295	8348.015	8940.014	7270.6562	10177.326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6IN85	PPP4R3A	524255.75	641011.94	533800.3	534805.7	484845.16	455023.5	585746.94	594010.3	598901.56	585503.7	674606.25	595551.3	611340.25	622314.8	634527.8	638852.44	646321.9	670893.3	733706.0	714821.1	831849.8	814473.9	645203.1	842377.9	813681.3	654470.4	688318.5	498580.88	515372.16	578219.06	664721.9	495155.12	616904.6
Q6IPR3	TYW3	0	0	19377.6	17677.96	23932.47	15528.625	15936.256	0	15214.728	13734.054	15680.132	15042.611	26467.168	14624.935	11470.699	25635.578	16726.031	11784.286	12175.616	14259.67	12884.727	13405.395	13039.404	12263.051	13609.975	0	11017.969	19015.527	15322.272	17296.598	39771.992	16145.84	16039.09
Q6IPU0	CENPP	0	0	0	0	0	0	0	0	0	2355.939	0	2662.18	1778.0475	2738.7607	0	2284.8813	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6IQ21	ZNF770	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17087.44	17092.008	0	16032.049	13608.822	15531.537	0	15613.131	15633.886	0	0	0	0	0	0
Q6IQ23	PLEKHA7	97900.58	100006.945	70651.63	72171.06	66807.81	70356.14	82062.55	78524.99	57241.492	57840.586	84461.09	24186.164	39229.73	20632.908	60903.4	48726.28	75676.234	48297.6	29822.826	28558.473	47412.17	29693.871	33730.902	52835.25	16787.229	31406.406	91438.51	76001.7	73242.28	78106.15	96720.25	85825.69	80621.48
Q6IQ49	SDE2	133667.97	148033.73	134654.84	125264.8	139176.56	139747.64	272540.03	258067.2	299947.1	295091.7	264958.88	300578.9	330126.22	272692.56	313578.47	307641.44	332344.84	283053.97	259151.27	272901.78	267583.7	269981.25	266315.2	265903.38	276725.88	272653.12	297421.6	102746.664	152453.16	139401.81	132737.05	135514.3	133468.78
Q6IQ55	TTBK2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22152.662	16075.97	26075.336	17592.707	20701.695	0	21474.322	17821.69	15880.301	0	0	0	0	0	0
Q6KC79	NIPBL	21476.523	0	20923.55	20090.879	0	11750.365	102370.84	69303.125	94706.58	105284.89	75333.555	102463.875	133418.38	68128.59	92803.27	111429.0	92446.33	115330.33	92054.14	134525.78	142602.58	90383.375	111713.21	93048.336	69796.78	93049.95	87077.11	18630.768	16262.12	22545.48	18729.678	19706.637	23161.486
Q6L8Q7	PDE12	69232.95	46908.277	48461.152	29765.34	42132.28	43982.938	19393.557	35333.473	26672.857	15278.781	9054.109	19256.809	15687.53	9469.42	19042.527	15132.732	16917.44	17424.742	48514.484	64680.227	0	93524.984	55109.664	0	0	76045.98	0	40927.484	42592.41	41927.91	44217.773	62253.547	48183.91
Q6MZP7	LIN54	208785.05	265143.5	225933.72	248434.9	219560.84	242964.14	255048.44	269743.62	258779.2	280037.28	270225.84	273873.16	291677.72	271806.6	306054.03	291105.16	317605.12	313474.25	280525.88	293096.28	265776.25	295793.62	292691.94	285593.47	287254.16	289522.16	276619.5	233082.81	227775.0	235778.47	228030.42	219173.9	228319.89
Q6N021	TET2	25461.127	0	18293.465	6108.743	25019.904	26150.959	0	0	0	0	0	0	0	0	0	0	0	0	30342.428	33207.83	37138.055	21629.092	40217.984	22739.652	36812.82	17846.88	23453.1	26040.639	25267.902	24447.809	21385.54	18218.877	0
Q6N069	NAA16	8328.551	9637.185	8451.322	7440.941	7278.069	8279.806	0	0	0	0	0	0	0	0	0	0	0	0	7872.13	9285.6045	0	9648.825	0	8623.82	8294.334	9970.023	7921.535	7651.778	6566.3804	7933.1313	9669.665	7940.778	10704.904
Q6NSI4	RADX	807669.25	734243.25	775808.0	757766.94	778505.5	810984.94	809164.44	528882.56	799463.06	596013.8	542783.06	742710.56	727972.9	733086.9	418270.2	532160.5	780924.56	487216.38	118205.695	687406.4	148072.1	143545.84	667001.2	790970.2	98965.78	837038.0	177297.69	785400.6	843062.4	893093.5	665545.44	820440.44	860858.8
Q6NSJ2	PHLDB3	0	0	0	0	0	0	25041.889	0	19472.045	0	0	0	0	20787.652	21095.197	0	0	21078.873	644288.5	710004.7	629196.3	600932.4	616946.56	567484.56	580870.44	646577.44	634148.7	0	0	0	0	0	0
Q6NT76	HMBOX1	0	0	0	0	0	0	63734.33	12881.484	57113.453	14643.791	25955.656	60315.613	33248.91	45544.03	46211.676	46239.844	50582.99	45181.758	14260.355	11880.056	11966.318	12201.943	15989.202	15350.853	14544.578	12506.93	0	0	0	0	0	0	0
Q6NTE8	MRNIP	13942.486	15570.755	13651.907	7551.539	14089.124	15332.804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12595.555	12186.678	11791.697	9802.072	13427.058	16450.455
Q6NUN9	ZNF746	0	0	0	0	21592.082	20271.584	0	0	20446.914	0	39346.773	26139.094	23198.188	24216.783	31094.338	29612.312	28312.168	30487.752	0	0	0	0	0	0	0	0	0	24726.268	25573.625	0	0	0	0
Q6NUQ1	RINT1	0	22793.34	0	23660.596	25797.307	21051.28	37358.98	36078.39	33670.152	37124.15	31799.938	36948.688	40820.7	37015.695	31231.668	34096.336	31394.59	36745.66	16597.703	10364.538	0	16557.541	17685.064	14996.291	0	20114.674	16325.475	0	0	21670.43	25605.984	26437.445	0
Q6NUQ4	TMEM214	388856.9	684278.1	444922.3	581076.4	541090.2	556346.5	589114.06	691360.44	882295.0	831154.44	724516.75	1034925.06	732516.1	580668.5	715993.4	669396.9	650002.75	720017.0	364865.56	432617.12	234357.0	265535.03	195223.3	223413.9	242482.44	726610.94	130374.63	1072021.1	604334.1	494339.1	1107110.4	550690.8	455132.8
Q6NXE6	ARMC6	313387.3	247463.47	244244.16	248478.83	255996.62	245730.38	176551.19	198880.86	171527.92	150816.12	147394.31	156357.88	145047.66	168659.53	164429.28	145714.66	156085.36	171558.19	163130.64	155489.05	165098.31	162379.19	171224.81	157459.9	151110.5	139448.72	154183.45	254092.05	245195.03	276675.44	264988.22	286383.34	239417.06
Q6NXR4	TTI2	0	0	0	0	0	0	0	0	0	0	0	0	13319.653	0	10610.997	0	0	8308.686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6NYC1	JMJD6	0	0	14090.503	0	14798.617	11220.026	16188.969	13808.106	15392.873	12906.805	10254.176	12035.068	14686.836	14874.346	14503.6875	15176.668	14941.573	14517.1455	24016.648	22146.902	24023.684	24009.14	23810.473	27241.86	23864.812	25625.225	22700.459	16370.14	19061.875	0	0	0	0
Q6NYC8	PPP1R18	52044.766	69684.66	54337.152	66904.27	56203.918	66024.9	23048.91	88150.51	26914.54	41907.594	64173.195	45138.973	48415.68	41096.4	46644.14	26053.7	44079.78	24331.236	21300.445	55513.07	55860.773	51432.793	47831.98	49346.707	47878.965	55642.508	56721.242	76199.47	76322.484	80510.734	48848.78	57445.492	47338.438
Q6NZ67	MZT2B	30775.68	30201.902	23214.914	23960.082	26183.684	24691.666	14849.988	15200.692	13757.629	19216.727	13341.672	16084.956	14253.265	15171.823	14853.39	12668.339	11616.528	16876.54	20146.79	21771.484	23667.578	18655.336	17962.61	21683.148	18138.088	17294.004	18132.188	20828.715	18170.684	27213.701	29854.305	30057.717	27880.883
Q6NZI2	CAVIN1	46800.04	47756.145	49201.81	53480.03	49335.777	46018.98	51326.63	50847.383	44512.016	63206.766	58625.223	50020.83	58750.754	50599.93	52462.2	57266.457	56841.99	48072.79	49434.703	37870.34	32656.945	35354.695	33180.195	24937.412	29839.502	32321.17	30114.145	54382.63	46209.984	49267.812	55897.82	46439.453	47314.8
Q6NZY4	ZCCHC8	384384.44	309674.9	354294.3	359750.75	366185.75	349717.03	449096.7	467168.16	387476.16	527282.1	467537.7	433899.5	526779.7	428421.12	449633.38	535628.75	467137.1	398992.06	225048.28	214248.78	213467.34	181344.4	204862.94	196313.45	208623.31	194237.95	191208.25	403960.7	365883.9	399625.3	351816.16	361471.56	402894.56
Q6P0Q8	MAST2	47927.848	46611.008	41640.5	42223.03	46115.49	36247.836	29324.512	26692.248	33154.926	25857.758	30233.402	25649.54	36775.176	43505.906	40313.652	48213.125	34661.61	40540.65	69340.37	86598.71	95192.19	81805.766	85687.27	78241.59	94347.95	91556.78	77035.81	45889.63	35295.176	49933.15	55235.645	46088.117	56705.656
Q6P158	DHX57	175148.25	173635.42	155785.27	146629.7	178345.17	170122.98	151313.2	106246.76	128592.86	86098.18	94805.305	109498.47	111111.58	120125.45	154932.17	146922.11	104906.53	151978.36	190841.14	166926.02	141747.06	193874.75	171557.7	150941.62	146725.16	180076.12	166622.16	165553.31	173972.44	149141.28	144595.14	158233.92	171021.84
Q6P1J9	CDC73	673745.75	578702.44	508144.0	550870.6	515959.0	470073.88	350950.06	471696.97	301808.44	351631.4	318857.62	296812.8	275442.78	285431.25	280453.7	269060.88	304606.0	310264.84	277341.97	261747.38	239633.31	206084.12	201880.9	184222.3	202445.36	245099.97	238934.92	601898.75	511606.6	642924.44	624960.75	618769.9	616948.9
Q6P1K2	PMF1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	29449.217	33792.164	29687.162	35472.742	30714.832	29126.506	30530.76	28806.242	33390.84	0	0	0	0	0	0
Q6P1K8	GTF2H2C	164303.23	164350.53	254766.25	140546.66	164607.16	146397.19	193323.88	263403.3	215355.64	320485.4	262167.22	327923.16	248841.97	292791.7	345782.78	280040.84	290631.94	311572.75	160153.33	118520.89	182798.06	137303.19	159211.14	148483.39	145112.42	125857.81	195789.73	168697.8	143281.3	168775.84	153422.5	153915.67	191296.81
Q6P1L5	FAM117B	59419.504	60533.516	60862.664	57255.18	94737.01	86883.16	76829.06	34946.73	78453.84	68383.516	96029.89	86375.59	111389.93	94296.27	81191.17	109885.586	120870.516	84926.336	90009.88	81326.984	101742.72	87893.64	70220.46	79303.93	34757.992	53269.46	110135.94	62381.85	71406.234	63693.094	53260.78	60733.258	60827.58
Q6P1L8	MRPL14	0	0	0	0	0	0	0	0	0	0	29235.928	46519.688	0	0	36675.047	52173.23	0	39739.38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6P1M3	LLGL2	0	0	0	0	0	0	0	18227.416	0	9324.1875	7910.001	0	0	0	0	0	0	0	8837.18	13815.318	11322.058	8182.662	8820.538	11730.355	9710.54	0	8724.97	0	0	0	0	0	0
Q6P1M9	ARMCX5	0	0	0	0	0	0	0	16815.443	34177.0	28614.963	49713.34	33817.617	31055.885	0	34568.574	32061.791	31438.123	31770.225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Q6P1N0	CC2D1A	1566708.2	1454328.4	1366221.5	1379316.4	1314498.1	1353444.2	1230901.6	2254157.5	1363074.6	1460466.0	634974.75	1257874.8	1370964.8	1268205.5	1176329.6	1280608.8	1348176.0	2775285.5	2351478.2	2442762.2	2381505.8	546103.4	557839.94	2201536.0	2231223.0	2278893.2	606317.75	1429601.9	1274960.6	1416743.0	1550654.8	1426163.0	1490980.6
Q6P1Q9	METTL2B	220947.2	266043.0	249707.8	184978.36	166139.64	230068.9	249901.02	278503.38	247960.27	245750.03	206504.0	237622.19	213803.73	223465.2	191743.67	219182.27	167332.67	202108.05	200134.5	198011.56	239869.66	244777.62	252861.78	254754.84	263534.4	222461.81	277722.12	235846.88	214382.16	217055.81	288257.38	251325.67	241118.12
Q6P1X5	TAF2	43455.66	43017.566	24988.463	44885.66	28331.385	21060.312	68778.19	46168.734	51095.086	78197.31	57200.574	51664.016	34887.21	58637.285	15055.672	27082.914	27542.756	29454.664	95254.98	71903.42	67403.625	49492.61	58384.465	68435.26	50160.562	24366.828	63265.562	30273.496	22894.572	42984.477	45067.96	46602.734	49709.383
Q6P2C8	MED27	180733.47	164718.61	146676.4	148422.06	160458.6	151883.7	143277.06	132365.92	168346.92	162813.0	195282.0	198023.55	190365.42	185899.62	223030.55	161671.44	181095.1	212131.08	201825.25	238169.08	198940.02	196305.28	169825.81	170849.64	207660.2	243885.77	176954.23	160702.22	153890.92	135367.5	132605.98	135984.7	164399.27
Q6P2D0	ZFP1	0	0	39235.957	0	26601.482	0	58970.844	32959.723	41461.1	51370.164	44422.43	37358.434	41110.977	20583.965	57166.082	42020.164	36612.695	39240.273	93088.08	58092.875	56004.68	60794.62	51708.305	96003.125	39575.754	79941.375	87646.22	0	0	0	0	0	0
Q6P2E9	EDC4	2619481.5	2203110.2	2299645.0	2589946.8	2328578.2	1956682.9	4516248.0	4990173.0	4796572.0	4997953.5	4747813.0	4545643.0	4865815.0	4810430.0	4675442.0	4689574.0	4766915.5	4801022.0	4290040.0	4435569.0	4311906.5	4208583.5	4173459.2	3563455.8	4118359.2	4103793.5	4005797.2	2185456.0	1967299.2	2147576.5	2969766.2	2339229.5	1938251.1
Q6P2H3	CEP85	840795.94	1074856.1	783065.56	921596.7	1076729.0	1058924.9	974001.06	1058505.8	1014779.56	1170664.9	1144361.9	1267568.8	1061871.9	1419436.0	1403354.0	1122654.5	1413586.5	1519389.0	1277924.6	1535092.6	1442757.0	1508168.8	1478421.8	1559978.4	1391780.4	1557965.9	1321582.5	959103.56	1143970.8	1036289.8	995396.6	1085445.1	1081274.0
Q6P2P2	PRMT9	13268.875	12223.053	12041.093	9960.797	12677.438	9785.496	67603.98	58314.773	41102.906	33121.1	59023.766	60088.17	62553.477	65666.08	64146.11	62690.402	69323.24	63021.79	79969.17	74415.92	81516.016	85303.805	79349.445	73170.73	81123.3	84139.03	57277.977	11991.576	14656.765	11488.833	13082.359	14305.966	10120.969
Q6P2Q9	PRPF8	3461528.0	2719893.5	2813923.5	3382792.5	2936724.5	2609266.2	2988782.0	3515296.5	3032132.0	3545168.5	3025910.5	2996343.5	3570418.8	3339491.0	3232448.2	3229951.5	2965884.5	3075494.0	3995301.8	3954072.8	3727645.5	3673059.0	3620408.0	3458950.8	3553826.8	3832240.0	3461025.2	2785530.2	2431298.0	2938373.5	3492547.8	3077031.0	3084841.8
Q6P3S6	FBXO42	96214.875	85825.3	67879.7	83215.48	81064.69	61009.04	84892.31	90707.37	59512.4	90718.35	72524.336	93383.94	91210.97	99673.53	90550.86	87117.43	76631.055	94038.07	91038.67	62183.152	39546.67	45456.395	39205.64	39649.48	48531.26	49408.15	76172.47	86831.81	57048.24	80663.016	101790.55	67047.37	83190.0
Q6P3W2	DNAJC24	196771.84	194520.31	150722.88	179933.19	180057.69	146511.97	216291.89	204799.84	180365.62	201790.34	190362.22	194032.38	204895.48	210429.0	182312.39	173841.14	184091.62	190421.72	44418.105	43583.766	42348.656	60909.445	46870.766	47048.8	50971.348	41057.137	54025.12	162275.64	128726.22	184527.81	199769.5	204522.2	183572.17
